resolution_time,name,configuration,mention_time
1535,amber,Gitter-issues,
358,amber,Gitter-issues,
5979,amber,Gitter-issues,
53,amber,Gitter-issues,
46,amber,Gitter-issues,
6581,amber,Gitter-issues,
NA,amber,Gitter-issues,
1174,amber,Gitter-issues,
4108,amber,Gitter-issues,
4108,amber,Gitter-issues,
312,amber,Gitter-issues,
312,amber,Gitter-issues,
1510,amber,Gitter-issues,
2637,amber,Gitter-issues,
17,amber,Gitter-issues,
8492,amber,Gitter-issues,
6835,amber,Gitter-issues,
67,amber,Gitter-issues,
45,amber,Gitter-issues,
1447,amber,Gitter-issues,
5221,amber,Gitter-issues,
33,amber,Gitter-issues,
2283,amber,Gitter-issues,
5979,amber,Gitter-issues,
238,amber,Gitter-issues,
127,amber,Gitter-issues,
21,amber,Gitter-issues,
4747,amber,Gitter-issues,
4737,amber,Gitter-issues,
4105,amber,Gitter-issues,
3491,amber,Gitter-issues,
NA,amber,Gitter-issues,
4567,amber,Gitter-issues,
4567,amber,Gitter-issues,
194,amber,Gitter-issues,
28,amber,Gitter-issues,
80,amber,Gitter-issues,
80,amber,Gitter-issues,
117,amber,Gitter-issues,
1557,amber,Gitter-issues,
5907,amber,Gitter-issues,
1650,amber,Gitter-issues,
NA,amber,Gitter-issues,
69,amber,Gitter-issues,
1007,amber,Gitter-issues,
24,amber,Gitter-issues,
3491,amber,Gitter-issues,
49,amber,Gitter-issues,
270,amber,Gitter-issues,
6697,amber,Gitter-issues,
26,amber,Gitter-issues,
NA,amber,Gitter-issues,
NA,amber,Gitter-issues,
NA,amber,Gitter-issues,
8492,amber,Gitter-issues,
3095,amber,Gitter-issues,
24,amber,Gitter-issues,
496,amber,Gitter-issues,
2216,amber,Gitter-issues,
4567,amber,Gitter-issues,
1650,amber,Gitter-issues,
146,amber,Gitter-issues,
67,amber,Gitter-issues,
50,amber,Gitter-issues,
NA,amber,Gitter-issues,
NA,amber,Gitter-issues,
NA,amber,Gitter-issues,
4,amber,Gitter-issues,
70,amber,Gitter-issues,
164,amber,Gitter-issues,
180,amber,Gitter-issues,
180,amber,Gitter-issues,
NA,amber,Gitter-issues,
4535,amber,Gitter-issues,
4,amber,Gitter-issues,
553,amber,Gitter-issues,
299,amber,Gitter-issues,
317,amber,Gitter-issues,
3701,amber,Gitter-issues,
6362,amber,Gitter-issues,
68,amber,Gitter-issues,
68,amber,Gitter-issues,
68,amber,Gitter-issues,
73,amber,Gitter-issues,
127,amber,Gitter-issues,
NA,amber,Gitter-issues,
435,amber,Gitter-issues,
151,amber,Gitter-issues,
NA,amber,Gitter-issues,
NA,amber,Gitter-issues,
81,amber,Gitter-issues,
10,amber,Gitter-issues,
125,amber,Gitter-issues,
NA,amber,Gitter-issues,
90,angular,Gitter-issues,
130,angular,Gitter-issues,
602,angular,Gitter-issues,
1387,angular,Gitter-issues,
602,angular,Gitter-issues,
433,angular,Gitter-issues,
1587,angular,Gitter-issues,
1216,angular,Gitter-issues,
1485,angular,Gitter-issues,
60,angular,Gitter-issues,
531,angular,Gitter-issues,
1151,angular,Gitter-issues,
1151,angular,Gitter-issues,
246,angular,Gitter-issues,
1387,angular,Gitter-issues,
214,angular,Gitter-issues,
214,angular,Gitter-issues,
92,angular,Gitter-issues,
582,angular,Gitter-issues,
23,angular,Gitter-issues,
1329,angular,Gitter-issues,
1329,angular,Gitter-issues,
214,angular,Gitter-issues,
529,angular,Gitter-issues,
1983,angular,Gitter-issues,
7,angular,Gitter-issues,
7,angular,Gitter-issues,
7,angular,Gitter-issues,
1262,angular,Gitter-issues,
1983,angular,Gitter-issues,
168,angular,Gitter-issues,
168,angular,Gitter-issues,
853,angular,Gitter-issues,
215,angular,Gitter-issues,
313,angular,Gitter-issues,
1,angular,Gitter-issues,
1603,angular,Gitter-issues,
522,angular,Gitter-issues,
2531,angular,Gitter-issues,
313,angular,Gitter-issues,
700,angular,Gitter-issues,
2402,angular,Gitter-issues,
2210,angular,Gitter-issues,
2402,angular,Gitter-issues,
17,angular,Gitter-issues,
17,angular,Gitter-issues,
700,angular,Gitter-issues,
266,angular,Gitter-issues,
21,angular,Gitter-issues,
168,angular,Gitter-issues,
34,angular,Gitter-issues,
480,angular,Gitter-issues,
385,angular,Gitter-issues,
480,angular,Gitter-issues,
230,angular,Gitter-issues,
1268,angular,Gitter-issues,
NA,angular,Gitter-issues,
NA,angular,Gitter-issues,
653,angular,Gitter-issues,
109,angular,Gitter-issues,
2402,angular,Gitter-issues,
623,angular,Gitter-issues,
621,angular,Gitter-issues,
2083,angular,Gitter-issues,
1262,angular,Gitter-issues,
73,angular,Gitter-issues,
115,angular,Gitter-issues,
623,angular,Gitter-issues,
248,angular,Gitter-issues,
NA,angular,Gitter-issues,
15,angular,Gitter-issues,
219,angular,Gitter-issues,
4,angular,Gitter-issues,
8245,angular,Gitter-issues,
2,angular,Gitter-issues,
712,angular,Gitter-issues,
340,angular,Gitter-issues,
22,angular,Gitter-issues,
172,angular,Gitter-issues,
126,angular,Gitter-issues,
NA,angular,Gitter-issues,
9810,angular,Gitter-issues,
29,angular,Gitter-issues,
82,angular,Gitter-issues,
673,angular,Gitter-issues,
1903,angular,Gitter-issues,
69,angular,Gitter-issues,
20,angular,Gitter-issues,
973,angular,Gitter-issues,
6,angular,Gitter-issues,
2685,angular,Gitter-issues,
3844,angular,Gitter-issues,
10702,angular,Gitter-issues,
3844,angular,Gitter-issues,
7683,angular,Gitter-issues,
NA,angular,Gitter-issues,
59,angular,Gitter-issues,
115,angular,Gitter-issues,
270,angular,Gitter-issues,
1903,angular,Gitter-issues,
1002,angular,Gitter-issues,
46,angular,Gitter-issues,
171,angular,Gitter-issues,
87,angular,Gitter-issues,
3,angular,Gitter-issues,
1616,angular,Gitter-issues,
430,angular,Gitter-issues,
163,angular,Gitter-issues,
3,angular,Gitter-issues,
7089,angular,Gitter-issues,
115,angular,Gitter-issues,
1903,angular,Gitter-issues,
4,angular,Gitter-issues,
79,angular,Gitter-issues,
815,angular,Gitter-issues,
126,angular,Gitter-issues,
126,angular,Gitter-issues,
673,angular,Gitter-issues,
143,angular,Gitter-issues,
126,angular,Gitter-issues,
126,angular,Gitter-issues,
2,angular,Gitter-issues,
2,angular,Gitter-issues,
NA,angular,Gitter-issues,
3480,angular,Gitter-issues,
15,angular,Gitter-issues,
8746,angular,Gitter-issues,
4048,angular,Gitter-issues,
93,angular,Gitter-issues,
198,angular,Gitter-issues,
120,angular,Gitter-issues,
NA,angular,Gitter-issues,
1344,angular,Gitter-issues,
15,angular,Gitter-issues,
10,angular,Gitter-issues,
169,angular,Gitter-issues,
1152,angular,Gitter-issues,
143,angular,Gitter-issues,
7158,angular,Gitter-issues,
1344,angular,Gitter-issues,
539,angular,Gitter-issues,
4,angular,Gitter-issues,
407,angular,Gitter-issues,
333,angular,Gitter-issues,
1684,angular,Gitter-issues,
195,angular,Gitter-issues,
3769,angular,Gitter-issues,
5347,angular,Gitter-issues,
35,angular,Gitter-issues,
990,angular,Gitter-issues,
1152,angular,Gitter-issues,
1903,angular,Gitter-issues,
1667,angular,Gitter-issues,
58,angular,Gitter-issues,
815,angular,Gitter-issues,
22,angular,Gitter-issues,
1152,angular,Gitter-issues,
6861,angular,Gitter-issues,
2109,angular,Gitter-issues,
3506,angular,Gitter-issues,
4155,angular,Gitter-issues,
6745,angular,Gitter-issues,
6733,angular,Gitter-issues,
7630,angular,Gitter-issues,
171,angular,Gitter-issues,
2058,angular,Gitter-issues,
702,angular,Gitter-issues,
28,angular,Gitter-issues,
14,angular,Gitter-issues,
9000,angular,Gitter-issues,
8593,angular,Gitter-issues,
1890,angular,Gitter-issues,
29,angular,Gitter-issues,
4,angular,Gitter-issues,
1210,angular,Gitter-issues,
1440,angular,Gitter-issues,
29,angular,Gitter-issues,
6553,angular,Gitter-issues,
1,angular,Gitter-issues,
434,angular,Gitter-issues,
14,angular,Gitter-issues,
80,angular,Gitter-issues,
575,angular,Gitter-issues,
678,angular,Gitter-issues,
32,angular,Gitter-issues,
32,angular,Gitter-issues,
80,angular,Gitter-issues,
11234,angular,Gitter-issues,
72,angular,Gitter-issues,
2,angular,Gitter-issues,
2,angular,Gitter-issues,
68,angular,Gitter-issues,
6665,angular,Gitter-issues,
6665,angular,Gitter-issues,
51,angular,Gitter-issues,
6803,angular,Gitter-issues,
29,angular,Gitter-issues,
1,angular,Gitter-issues,
575,angular,Gitter-issues,
35,angular,Gitter-issues,
153,angular,Gitter-issues,
287,angular,Gitter-issues,
273,angular,Gitter-issues,
167,angular,Gitter-issues,
6803,angular,Gitter-issues,
4,angular,Gitter-issues,
532,angular,Gitter-issues,
1,angular,Gitter-issues,
1,angular,Gitter-issues,
6936,angular,Gitter-issues,
8591,angular,Gitter-issues,
16,angular,Gitter-issues,
120,angular,Gitter-issues,
2,angular,Gitter-issues,
68,angular,Gitter-issues,
25,angular,Gitter-issues,
81,angular,Gitter-issues,
587,angular,Gitter-issues,
2535,angular,Gitter-issues,
1247,angular,Gitter-issues,
7683,angular,Gitter-issues,
6432,angular,Gitter-issues,
6120,angular,Gitter-issues,
1193,angular,Gitter-issues,
8307,angular,Gitter-issues,
482,angular,Gitter-issues,
410,angular,Gitter-issues,
11234,angular,Gitter-issues,
1392,angular,Gitter-issues,
9446,angular,Gitter-issues,
532,angular,Gitter-issues,
6229,angular,Gitter-issues,
23,angular,Gitter-issues,
2016,angular,Gitter-issues,
3769,angular,Gitter-issues,
1392,angular,Gitter-issues,
5927,angular,Gitter-issues,
5779,angular,Gitter-issues,
24113,angular,Gitter-issues,
118,angular,Gitter-issues,
215,angular,Gitter-issues,
186,angular,Gitter-issues,
24113,angular,Gitter-issues,
2,angular,Gitter-issues,
1451,angular,Gitter-issues,
1392,angular,Gitter-issues,
118,angular,Gitter-issues,
71,angular,Gitter-issues,
9000,angular,Gitter-issues,
1278,angular,Gitter-issues,
7683,angular,Gitter-issues,
1440,angular,Gitter-issues,
2,angular,Gitter-issues,
9,angular,Gitter-issues,
54,angular,Gitter-issues,
118,angular,Gitter-issues,
3863,angular,Gitter-issues,
2348,angular,Gitter-issues,
5344,angular,Gitter-issues,
167,angular,Gitter-issues,
18,angular,Gitter-issues,
10290,angular,Gitter-issues,
18,angular,Gitter-issues,
125,angular,Gitter-issues,
1239,angular,Gitter-issues,
6861,angular,Gitter-issues,
4,angular,Gitter-issues,
6462,angular,Gitter-issues,
3061,angular,Gitter-issues,
4486,angular,Gitter-issues,
6229,angular,Gitter-issues,
8233,angular,Gitter-issues,
22,angular,Gitter-issues,
436,angular,Gitter-issues,
6861,angular,Gitter-issues,
23043,angular,Gitter-issues,
459,angular,Gitter-issues,
7,angular,Gitter-issues,
7,angular,Gitter-issues,
7,angular,Gitter-issues,
5,angular,Gitter-issues,
5546,angular,Gitter-issues,
11234,angular,Gitter-issues,
7,angular,Gitter-issues,
51,angular,Gitter-issues,
267,angular,Gitter-issues,
5595,angular,Gitter-issues,
24113,angular,Gitter-issues,
51,angular,Gitter-issues,
5011,angular,Gitter-issues,
5011,angular,Gitter-issues,
5011,angular,Gitter-issues,
601,angular,Gitter-issues,
74,angular,Gitter-issues,
63,angular,Gitter-issues,
1868,angular,Gitter-issues,
7,angular,Gitter-issues,
74,angular,Gitter-issues,
5595,angular,Gitter-issues,
1387,angular,Gitter-issues,
436,angular,Gitter-issues,
329,angular,Gitter-issues,
459,angular,Gitter-issues,
93,angular,Gitter-issues,
93,angular,Gitter-issues,
411,angular,Gitter-issues,
175,angular,Gitter-issues,
294,angular,Gitter-issues,
20061,angular,Gitter-issues,
4550,angular,Gitter-issues,
3468,angular,Gitter-issues,
436,angular,Gitter-issues,
3468,angular,Gitter-issues,
5681,angular,Gitter-issues,
74,angular,Gitter-issues,
361,angular,Gitter-issues,
273,angular,Gitter-issues,
55,angular,Gitter-issues,
1906,angular,Gitter-issues,
7,angular,Gitter-issues,
5,angular,Gitter-issues,
5674,angular,Gitter-issues,
26,angular,Gitter-issues,
8584,angular,Gitter-issues,
8591,angular,Gitter-issues,
9,angular,Gitter-issues,
2,angular,Gitter-issues,
68,angular,Gitter-issues,
7702,angular,Gitter-issues,
2,angular,Gitter-issues,
2,angular,Gitter-issues,
973,angular,Gitter-issues,
NA,angular,Gitter-issues,
1684,angular,Gitter-issues,
9000,angular,Gitter-issues,
63,angular,Gitter-issues,
93,angular,Gitter-issues,
317,angular,Gitter-issues,
973,angular,Gitter-issues,
2709,angular,Gitter-issues,
6229,angular,Gitter-issues,
3922,angular,Gitter-issues,
67,angular,Gitter-issues,
35,angular,Gitter-issues,
319,angular,Gitter-issues,
11744,angular,Gitter-issues,
1906,angular,Gitter-issues,
5394,angular,Gitter-issues,
1906,angular,Gitter-issues,
297,angular,Gitter-issues,
623,angular,Gitter-issues,
58,angular,Gitter-issues,
1027,angular,Gitter-issues,
3,angular,Gitter-issues,
3,angular,Gitter-issues,
6150,angular,Gitter-issues,
1278,angular,Gitter-issues,
297,angular,Gitter-issues,
58,angular,Gitter-issues,
330,angular,Gitter-issues,
22,angular,Gitter-issues,
6962,angular,Gitter-issues,
4405,angular,Gitter-issues,
6229,angular,Gitter-issues,
140,angular,Gitter-issues,
1152,angular,Gitter-issues,
330,angular,Gitter-issues,
6936,angular,Gitter-issues,
112,angular,Gitter-issues,
6962,angular,Gitter-issues,
434,angular,Gitter-issues,
1368,angular,Gitter-issues,
2,angular,Gitter-issues,
11,angular,Gitter-issues,
11,angular,Gitter-issues,
5881,angular,Gitter-issues,
0,angular,Gitter-issues,
1011,angular,Gitter-issues,
1011,angular,Gitter-issues,
5611,angular,Gitter-issues,
0,angular,Gitter-issues,
1011,angular,Gitter-issues,
1276,angular,Gitter-issues,
6229,angular,Gitter-issues,
55,angular,Gitter-issues,
6229,angular,Gitter-issues,
6,angular,Gitter-issues,
6,angular,Gitter-issues,
1011,angular,Gitter-issues,
1440,angular,Gitter-issues,
5435,angular,Gitter-issues,
1349,angular,Gitter-issues,
5394,angular,Gitter-issues,
1684,angular,Gitter-issues,
3467,angular,Gitter-issues,
7344,angular,Gitter-issues,
149,angular,Gitter-issues,
6861,angular,Gitter-issues,
6,angular,Gitter-issues,
1011,angular,Gitter-issues,
5286,angular,Gitter-issues,
645,angular,Gitter-issues,
24018,angular,Gitter-issues,
8593,angular,Gitter-issues,
4941,angular,Gitter-issues,
8593,angular,Gitter-issues,
3741,angular,Gitter-issues,
5388,angular,Gitter-issues,
6432,angular,Gitter-issues,
933,angular,Gitter-issues,
11744,angular,Gitter-issues,
4975,angular,Gitter-issues,
38,angular,Gitter-issues,
14,angular,Gitter-issues,
1821,angular,Gitter-issues,
4975,angular,Gitter-issues,
6862,angular,Gitter-issues,
1440,angular,Gitter-issues,
17135,angular,Gitter-issues,
1868,angular,Gitter-issues,
56,angular,Gitter-issues,
493,angular,Gitter-issues,
108,angular,Gitter-issues,
NA,angular,Gitter-issues,
1906,angular,Gitter-issues,
6847,angular,Gitter-issues,
6847,angular,Gitter-issues,
91,angular,Gitter-issues,
5546,angular,Gitter-issues,
5546,angular,Gitter-issues,
91,angular,Gitter-issues,
459,angular,Gitter-issues,
19,angular,Gitter-issues,
6847,angular,Gitter-issues,
6343,angular,Gitter-issues,
8591,angular,Gitter-issues,
6,angular,Gitter-issues,
126,angular,Gitter-issues,
5666,angular,Gitter-issues,
15,angular,Gitter-issues,
4049,angular,Gitter-issues,
4067,angular,Gitter-issues,
16543,angular,Gitter-issues,
2939,angular,Gitter-issues,
5114,angular,Gitter-issues,
4351,angular,Gitter-issues,
3519,angular,Gitter-issues,
1,angular,Gitter-issues,
5604,angular,Gitter-issues,
10895,angular,Gitter-issues,
4174,angular,Gitter-issues,
444,angular,Gitter-issues,
5048,angular,Gitter-issues,
219,angular,Gitter-issues,
6556,angular,Gitter-issues,
391,angular,Gitter-issues,
78,angular,Gitter-issues,
1440,angular,Gitter-issues,
2535,angular,Gitter-issues,
6,angular,Gitter-issues,
485,angular,Gitter-issues,
239,angular,Gitter-issues,
237,angular,Gitter-issues,
5506,angular,Gitter-issues,
78,angular,Gitter-issues,
11234,angular,Gitter-issues,
3914,angular,Gitter-issues,
2524,angular,Gitter-issues,
6103,angular,Gitter-issues,
2939,angular,Gitter-issues,
3468,angular,Gitter-issues,
5681,angular,Gitter-issues,
1,angular,Gitter-issues,
1980,angular,Gitter-issues,
7980,angular,Gitter-issues,
7980,angular,Gitter-issues,
3926,angular,Gitter-issues,
6335,angular,Gitter-issues,
8012,angular,Gitter-issues,
4996,angular,Gitter-issues,
4996,angular,Gitter-issues,
933,angular,Gitter-issues,
23,angular,Gitter-issues,
11234,angular,Gitter-issues,
11,angular,Gitter-issues,
1739,angular,Gitter-issues,
7980,angular,Gitter-issues,
2851,angular,Gitter-issues,
1,angular,Gitter-issues,
5998,angular,Gitter-issues,
6432,angular,Gitter-issues,
193,angular,Gitter-issues,
11234,angular,Gitter-issues,
5,angular,Gitter-issues,
5549,angular,Gitter-issues,
4996,angular,Gitter-issues,
4065,angular,Gitter-issues,
3914,angular,Gitter-issues,
28,angular,Gitter-issues,
3468,angular,Gitter-issues,
3829,angular,Gitter-issues,
22272,angular,Gitter-issues,
1,angular,Gitter-issues,
6988,angular,Gitter-issues,
51,angular,Gitter-issues,
24,angular,Gitter-issues,
1345,angular,Gitter-issues,
92,angular,Gitter-issues,
2627,angular,Gitter-issues,
756,angular,Gitter-issues,
5927,angular,Gitter-issues,
5114,angular,Gitter-issues,
4817,angular,Gitter-issues,
6229,angular,Gitter-issues,
1013,angular,Gitter-issues,
1013,angular,Gitter-issues,
5927,angular,Gitter-issues,
51,angular,Gitter-issues,
6861,angular,Gitter-issues,
6810,angular,Gitter-issues,
NA,angular,Gitter-issues,
5347,angular,Gitter-issues,
6799,angular,Gitter-issues,
2850,angular,Gitter-issues,
512,angular,Gitter-issues,
6229,angular,Gitter-issues,
3720,angular,Gitter-issues,
78,angular,Gitter-issues,
5114,angular,Gitter-issues,
315,angular,Gitter-issues,
24,angular,Gitter-issues,
5114,angular,Gitter-issues,
2255,angular,Gitter-issues,
1,angular,Gitter-issues,
70,angular,Gitter-issues,
5546,angular,Gitter-issues,
8,angular,Gitter-issues,
1170,angular,Gitter-issues,
4996,angular,Gitter-issues,
5763,angular,Gitter-issues,
5681,angular,Gitter-issues,
6997,angular,Gitter-issues,
2941,angular,Gitter-issues,
6962,angular,Gitter-issues,
5,angular,Gitter-issues,
8584,angular,Gitter-issues,
5595,angular,Gitter-issues,
6699,angular,Gitter-issues,
5546,angular,Gitter-issues,
3801,angular,Gitter-issues,
1440,angular,Gitter-issues,
182,angular,Gitter-issues,
6699,angular,Gitter-issues,
5627,angular,Gitter-issues,
1684,angular,Gitter-issues,
10895,angular,Gitter-issues,
1,angular,Gitter-issues,
1457,angular,Gitter-issues,
170,angular,Gitter-issues,
1774,angular,Gitter-issues,
7980,angular,Gitter-issues,
1774,angular,Gitter-issues,
5507,angular,Gitter-issues,
1739,angular,Gitter-issues,
1739,angular,Gitter-issues,
292,angular,Gitter-issues,
NA,angular,Gitter-issues,
11234,angular,Gitter-issues,
7118,angular,Gitter-issues,
3,angular,Gitter-issues,
81,angular,Gitter-issues,
5763,angular,Gitter-issues,
NA,angular,Gitter-issues,
1739,angular,Gitter-issues,
5546,angular,Gitter-issues,
4569,angular,Gitter-issues,
2527,angular,Gitter-issues,
2242,angular,Gitter-issues,
166,angular,Gitter-issues,
3061,angular,Gitter-issues,
2,angular,Gitter-issues,
634,angular,Gitter-issues,
5114,angular,Gitter-issues,
1024,angular,Gitter-issues,
5927,angular,Gitter-issues,
634,angular,Gitter-issues,
5927,angular,Gitter-issues,
1047,angular,Gitter-issues,
5372,angular,Gitter-issues,
1440,angular,Gitter-issues,
3,angular,Gitter-issues,
166,angular,Gitter-issues,
5546,angular,Gitter-issues,
0,angular,Gitter-issues,
2939,angular,Gitter-issues,
2592,angular,Gitter-issues,
101,angular,Gitter-issues,
6229,angular,Gitter-issues,
5171,angular,Gitter-issues,
1181,angular,Gitter-issues,
5114,angular,Gitter-issues,
146,angular,Gitter-issues,
126,angular,Gitter-issues,
7980,angular,Gitter-issues,
5889,angular,Gitter-issues,
24018,angular,Gitter-issues,
7087,angular,Gitter-issues,
5254,angular,Gitter-issues,
7980,angular,Gitter-issues,
5231,angular,Gitter-issues,
9167,angular,Gitter-issues,
1205,angular,Gitter-issues,
63,angular,Gitter-issues,
NA,angular,Gitter-issues,
1440,angular,Gitter-issues,
5546,angular,Gitter-issues,
2275,angular,Gitter-issues,
5,angular,Gitter-issues,
2135,angular,Gitter-issues,
3841,angular,Gitter-issues,
5546,angular,Gitter-issues,
3914,angular,Gitter-issues,
5507,angular,Gitter-issues,
1,angular,Gitter-issues,
10466,angular,Gitter-issues,
3377,angular,Gitter-issues,
1248,angular,Gitter-issues,
5595,angular,Gitter-issues,
10895,angular,Gitter-issues,
820,angular,Gitter-issues,
126,angular,Gitter-issues,
3914,angular,Gitter-issues,
3038,angular,Gitter-issues,
3038,angular,Gitter-issues,
3345,angular,Gitter-issues,
3345,angular,Gitter-issues,
10466,angular,Gitter-issues,
5114,angular,Gitter-issues,
2493,angular,Gitter-issues,
76,angular,Gitter-issues,
204,angular,Gitter-issues,
444,angular,Gitter-issues,
8245,angular,Gitter-issues,
223,angular,Gitter-issues,
1944,angular,Gitter-issues,
2255,angular,Gitter-issues,
3,angular,Gitter-issues,
32,angular,Gitter-issues,
2255,angular,Gitter-issues,
2022,angular,Gitter-issues,
2022,angular,Gitter-issues,
2964,angular,Gitter-issues,
6861,angular,Gitter-issues,
120,angular,Gitter-issues,
2255,angular,Gitter-issues,
2530,angular,Gitter-issues,
3430,angular,Gitter-issues,
2964,angular,Gitter-issues,
5050,angular,Gitter-issues,
11277,angular,Gitter-issues,
4590,angular,Gitter-issues,
10895,angular,Gitter-issues,
2530,angular,Gitter-issues,
6049,angular,Gitter-issues,
166,angular,Gitter-issues,
4590,angular,Gitter-issues,
126,angular,Gitter-issues,
4590,angular,Gitter-issues,
5114,angular,Gitter-issues,
2139,angular,Gitter-issues,
1603,angular,Gitter-issues,
5763,angular,Gitter-issues,
4590,angular,Gitter-issues,
70,angular,Gitter-issues,
4590,angular,Gitter-issues,
7076,angular,Gitter-issues,
5507,angular,Gitter-issues,
2738,angular,Gitter-issues,
7008,angular,Gitter-issues,
7653,angular,Gitter-issues,
7653,angular,Gitter-issues,
2022,angular,Gitter-issues,
6385,angular,Gitter-issues,
29704,angular,Gitter-issues,
2301,angular,Gitter-issues,
146,angular,Gitter-issues,
146,angular,Gitter-issues,
5763,angular,Gitter-issues,
2738,angular,Gitter-issues,
539,angular,Gitter-issues,
1003,angular,Gitter-issues,
2022,angular,Gitter-issues,
24,angular,Gitter-issues,
1794,angular,Gitter-issues,
3107,angular,Gitter-issues,
20880,angular,Gitter-issues,
6763,angular,Gitter-issues,
126,angular,Gitter-issues,
5889,angular,Gitter-issues,
5299,angular,Gitter-issues,
778,angular,Gitter-issues,
985,angular,Gitter-issues,
985,angular,Gitter-issues,
4975,angular,Gitter-issues,
5435,angular,Gitter-issues,
6810,angular,Gitter-issues,
4926,angular,Gitter-issues,
