"","resolution_time","name","configuration"
"4969",NA,"deeplearning4j","Random"
"4970",0,"deeplearning4j","Random"
"4971",77,"deeplearning4j","Random"
"4972",10056,"deeplearning4j","Random"
"4973",6966,"deeplearning4j","Random"
"4974",3,"deeplearning4j","Random"
"4975",388,"deeplearning4j","Random"
"4976",3183,"deeplearning4j","Random"
"4977",2,"deeplearning4j","Random"
"4978",7,"deeplearning4j","Random"
"4979",66,"deeplearning4j","Random"
"4980",3553,"deeplearning4j","Random"
"4981",4,"deeplearning4j","Random"
"4982",31,"deeplearning4j","Random"
"4983",0,"deeplearning4j","Random"
"4984",187,"deeplearning4j","Random"
"4985",6490,"deeplearning4j","Random"
"4986",0,"deeplearning4j","Random"
"4987",3,"deeplearning4j","Random"
"4988",6205,"deeplearning4j","Random"
"4989",1582,"deeplearning4j","Random"
"4990",4910,"deeplearning4j","Random"
"4991",NA,"deeplearning4j","Random"
"4992",1102,"deeplearning4j","Random"
"4993",788,"deeplearning4j","Random"
"4994",19,"deeplearning4j","Random"
"4995",0,"deeplearning4j","Random"
"4996",119,"deeplearning4j","Random"
"4997",0,"deeplearning4j","Random"
"4998",NA,"deeplearning4j","Random"
"4999",12,"deeplearning4j","Random"
"5000",1,"deeplearning4j","Random"
"5001",0,"deeplearning4j","Random"
"5002",0,"deeplearning4j","Random"
"5003",27,"deeplearning4j","Random"
"5004",270,"deeplearning4j","Random"
"5005",1,"deeplearning4j","Random"
"5006",65,"deeplearning4j","Random"
"5007",437,"deeplearning4j","Random"
"5008",26,"deeplearning4j","Random"
"5009",9484,"deeplearning4j","Random"
"5010",55,"deeplearning4j","Random"
"5011",3847,"deeplearning4j","Random"
"5012",5,"deeplearning4j","Random"
"5013",0,"deeplearning4j","Random"
"5014",0,"deeplearning4j","Random"
"5015",649,"deeplearning4j","Random"
"5016",0,"deeplearning4j","Random"
"5017",0,"deeplearning4j","Random"
"5018",0,"deeplearning4j","Random"
"5019",NA,"deeplearning4j","Random"
"5020",0,"deeplearning4j","Random"
"5021",21,"deeplearning4j","Random"
"5022",35,"deeplearning4j","Random"
"5023",198,"deeplearning4j","Random"
"5024",40,"deeplearning4j","Random"
"5025",0,"deeplearning4j","Random"
"5026",9962,"deeplearning4j","Random"
"5027",0,"deeplearning4j","Random"
"5028",3,"deeplearning4j","Random"
"5029",1,"deeplearning4j","Random"
"5030",785,"deeplearning4j","Random"
"5031",45,"deeplearning4j","Random"
"5032",24,"deeplearning4j","Random"
"5033",NA,"deeplearning4j","Random"
"5034",1184,"deeplearning4j","Random"
"5035",44,"deeplearning4j","Random"
"5036",10,"deeplearning4j","Random"
"5037",40,"deeplearning4j","Random"
"5038",1223,"deeplearning4j","Random"
"5039",0,"deeplearning4j","Random"
"5040",226,"deeplearning4j","Random"
"5041",18,"deeplearning4j","Random"
"5042",10,"deeplearning4j","Random"
"5043",13,"deeplearning4j","Random"
"5044",835,"deeplearning4j","Random"
"5045",188,"deeplearning4j","Random"
"5046",2,"deeplearning4j","Random"
"5047",13152,"deeplearning4j","Random"
"5048",0,"deeplearning4j","Random"
"5049",3164,"deeplearning4j","Random"
"5050",0,"deeplearning4j","Random"
"5051",0,"deeplearning4j","Random"
"5052",0,"deeplearning4j","Random"
"5053",0,"deeplearning4j","Random"
"5054",562,"deeplearning4j","Random"
"5055",0,"deeplearning4j","Random"
"5056",0,"deeplearning4j","Random"
"5057",2277,"deeplearning4j","Random"
"5058",14,"deeplearning4j","Random"
"5059",54,"deeplearning4j","Random"
"5060",15527,"deeplearning4j","Random"
"5061",NA,"deeplearning4j","Random"
"5062",4,"deeplearning4j","Random"
"5063",0,"deeplearning4j","Random"
"5064",73,"deeplearning4j","Random"
"5065",0,"deeplearning4j","Random"
"5066",2,"deeplearning4j","Random"
"5067",21870,"deeplearning4j","Random"
"5068",6282,"deeplearning4j","Random"
"5069",2,"deeplearning4j","Random"
"5070",42,"deeplearning4j","Random"
"5071",46,"deeplearning4j","Random"
"5072",92,"deeplearning4j","Random"
"5073",2496,"deeplearning4j","Random"
"5074",19,"deeplearning4j","Random"
"5075",4484,"deeplearning4j","Random"
"5076",47,"deeplearning4j","Random"
"5077",1438,"deeplearning4j","Random"
"5078",0,"deeplearning4j","Random"
"5079",318,"deeplearning4j","Random"
"5080",2628,"deeplearning4j","Random"
"5081",5,"deeplearning4j","Random"
"5082",67,"deeplearning4j","Random"
"5083",NA,"deeplearning4j","Random"
"5084",124,"deeplearning4j","Random"
"5085",0,"deeplearning4j","Random"
"5086",190,"deeplearning4j","Random"
"5087",147,"deeplearning4j","Random"
"5088",0,"deeplearning4j","Random"
"5089",NA,"deeplearning4j","Random"
"5090",NA,"deeplearning4j","Random"
"5091",1,"deeplearning4j","Random"
"5092",16,"deeplearning4j","Random"
"5093",17,"deeplearning4j","Random"
"5094",0,"deeplearning4j","Random"
"5095",0,"deeplearning4j","Random"
"5096",13,"deeplearning4j","Random"
"5097",0,"deeplearning4j","Random"
"5098",49,"deeplearning4j","Random"
"5099",0,"deeplearning4j","Random"
"5100",5,"deeplearning4j","Random"
"5101",3,"deeplearning4j","Random"
"5102",2,"deeplearning4j","Random"
"5103",3072,"deeplearning4j","Random"
"5104",10745,"deeplearning4j","Random"
"5105",77,"deeplearning4j","Random"
"5106",836,"deeplearning4j","Random"
"5107",NA,"deeplearning4j","Random"
"5108",6,"deeplearning4j","Random"
"5109",126,"deeplearning4j","Random"
"5110",1,"deeplearning4j","Random"
"5111",26,"deeplearning4j","Random"
"5112",10197,"deeplearning4j","Random"
"5113",0,"deeplearning4j","Random"
"5114",82,"deeplearning4j","Random"
"5115",32,"deeplearning4j","Random"
"5116",1,"deeplearning4j","Random"
"5117",0,"deeplearning4j","Random"
"5118",7,"deeplearning4j","Random"
"5119",0,"deeplearning4j","Random"
"5120",335,"deeplearning4j","Random"
"5121",620,"deeplearning4j","Random"
"5122",5,"deeplearning4j","Random"
"5123",24,"deeplearning4j","Random"
"5124",3153,"deeplearning4j","Random"
"5125",50,"deeplearning4j","Random"
"5126",14,"deeplearning4j","Random"
"5127",91,"deeplearning4j","Random"
"5128",5,"deeplearning4j","Random"
"5129",4,"deeplearning4j","Random"
"5130",3863,"deeplearning4j","Random"
"5131",17317,"deeplearning4j","Random"
"5132",NA,"deeplearning4j","Random"
"5133",6,"deeplearning4j","Random"
"5134",1073,"deeplearning4j","Random"
"5135",5,"deeplearning4j","Random"
"5136",28,"deeplearning4j","Random"
"5137",49,"deeplearning4j","Random"
"5138",4918,"deeplearning4j","Random"
"5139",686,"deeplearning4j","Random"
"5140",0,"deeplearning4j","Random"
"5141",0,"deeplearning4j","Random"
"5142",1,"deeplearning4j","Random"
"5143",6710,"deeplearning4j","Random"
"5144",NA,"deeplearning4j","Random"
"5145",31,"deeplearning4j","Random"
"5146",0,"deeplearning4j","Random"
"5147",4013,"deeplearning4j","Random"
"5148",51,"deeplearning4j","Random"
"5149",59,"deeplearning4j","Random"
"5150",126,"deeplearning4j","Random"
"5151",7,"deeplearning4j","Random"
"5152",0,"deeplearning4j","Random"
"5153",4,"deeplearning4j","Random"
"5154",4320,"deeplearning4j","Random"
"5155",0,"deeplearning4j","Random"
"5156",15,"deeplearning4j","Random"
"5157",128,"deeplearning4j","Random"
"5158",0,"deeplearning4j","Random"
"5159",8727,"deeplearning4j","Random"
"5160",NA,"deeplearning4j","Random"
"5161",742,"deeplearning4j","Random"
"5162",120,"deeplearning4j","Random"
"5163",12,"deeplearning4j","Random"
"5164",5173,"deeplearning4j","Random"
"5165",NA,"deeplearning4j","Random"
"5166",11,"deeplearning4j","Random"
"5167",140,"deeplearning4j","Random"
"5168",96,"deeplearning4j","Random"
"5169",3,"deeplearning4j","Random"
"5170",1348,"deeplearning4j","Random"
"5171",263,"deeplearning4j","Random"
"5172",3,"deeplearning4j","Random"
"5173",14494,"deeplearning4j","Random"
"5174",0,"deeplearning4j","Random"
"5175",18,"deeplearning4j","Random"
"5176",44,"deeplearning4j","Random"
"5177",274,"deeplearning4j","Random"
"5178",0,"deeplearning4j","Random"
"5179",93,"deeplearning4j","Random"
"5180",48,"deeplearning4j","Random"
"5181",1445,"deeplearning4j","Random"
"5182",4,"deeplearning4j","Random"
"5183",3575,"deeplearning4j","Random"
"5184",0,"deeplearning4j","Random"
"5185",0,"deeplearning4j","Random"
"5186",243,"deeplearning4j","Random"
"5187",18,"deeplearning4j","Random"
"5188",5,"deeplearning4j","Random"
"5189",0,"deeplearning4j","Random"
"5190",370,"deeplearning4j","Random"
"5191",0,"deeplearning4j","Random"
"5192",2609,"deeplearning4j","Random"
"5193",2,"deeplearning4j","Random"
"5194",0,"deeplearning4j","Random"
"5195",15,"deeplearning4j","Random"
"5196",553,"deeplearning4j","Random"
"5197",0,"deeplearning4j","Random"
"5198",27,"deeplearning4j","Random"
"5199",940,"deeplearning4j","Random"
"5200",NA,"deeplearning4j","Random"
"5201",0,"deeplearning4j","Random"
"5202",0,"deeplearning4j","Random"
"5203",NA,"deeplearning4j","Random"
"5204",0,"deeplearning4j","Random"
"5205",0,"deeplearning4j","Random"
"5206",5,"deeplearning4j","Random"
"5207",5119,"deeplearning4j","Random"
"5208",174,"deeplearning4j","Random"
"5209",NA,"deeplearning4j","Random"
"5210",0,"deeplearning4j","Random"
"5211",158,"deeplearning4j","Random"
"5212",508,"deeplearning4j","Random"
"5213",0,"deeplearning4j","Random"
"5214",NA,"deeplearning4j","Random"
"5215",45,"deeplearning4j","Random"
"5216",133,"deeplearning4j","Random"
"5217",36,"deeplearning4j","Random"
"5218",1,"deeplearning4j","Random"
"5219",NA,"deeplearning4j","Random"
"5220",1,"deeplearning4j","Random"
"5221",NA,"deeplearning4j","Random"
"5222",1731,"deeplearning4j","Random"
"5223",25,"deeplearning4j","Random"
"5224",0,"deeplearning4j","Random"
"5225",2,"deeplearning4j","Random"
"5226",1,"deeplearning4j","Random"
"5227",0,"deeplearning4j","Random"
"5228",0,"deeplearning4j","Random"
"5229",NA,"deeplearning4j","Random"
"5230",2,"deeplearning4j","Random"
"5231",1,"deeplearning4j","Random"
"5232",35,"deeplearning4j","Random"
"5233",4435,"deeplearning4j","Random"
"5234",458,"deeplearning4j","Random"
"5235",18,"deeplearning4j","Random"
"5236",11,"deeplearning4j","Random"
"5237",1,"deeplearning4j","Random"
"5238",20,"deeplearning4j","Random"
"5239",2,"deeplearning4j","Random"
"5240",313,"deeplearning4j","Random"
"5241",167,"deeplearning4j","Random"
"5242",44,"deeplearning4j","Random"
"5243",31,"deeplearning4j","Random"
"5244",23,"deeplearning4j","Random"
"5245",0,"deeplearning4j","Random"
"5246",0,"deeplearning4j","Random"
"5247",5,"deeplearning4j","Random"
"5248",108,"deeplearning4j","Random"
"5249",0,"deeplearning4j","Random"
"5250",2,"deeplearning4j","Random"
"5251",44,"deeplearning4j","Random"
"5252",215,"deeplearning4j","Random"
"5253",0,"deeplearning4j","Random"
"5254",7,"deeplearning4j","Random"
"5255",43,"deeplearning4j","Random"
"5256",0,"deeplearning4j","Random"
"5257",140,"deeplearning4j","Random"
"5258",19,"deeplearning4j","Random"
"5259",NA,"deeplearning4j","Random"
"5260",14835,"deeplearning4j","Random"
"5261",20,"deeplearning4j","Random"
"5262",0,"deeplearning4j","Random"
"5263",NA,"deeplearning4j","Random"
"5264",35,"deeplearning4j","Random"
"5265",0,"deeplearning4j","Random"
"5266",0,"deeplearning4j","Random"
"5267",2879,"deeplearning4j","Random"
"5268",2818,"deeplearning4j","Random"
"5269",3,"deeplearning4j","Random"
"5270",200,"deeplearning4j","Random"
"5271",0,"deeplearning4j","Random"
"5272",0,"deeplearning4j","Random"
"5273",1,"deeplearning4j","Random"
"5274",44,"deeplearning4j","Random"
"5275",21,"deeplearning4j","Random"
"5276",0,"deeplearning4j","Random"
"5277",23,"deeplearning4j","Random"
"5278",4,"deeplearning4j","Random"
"5279",4061,"deeplearning4j","Random"
"5280",10,"deeplearning4j","Random"
"5281",12606,"deeplearning4j","Random"
"5282",NA,"deeplearning4j","Random"
"5283",NA,"deeplearning4j","Random"
"5284",25,"deeplearning4j","Random"
"5285",254,"deeplearning4j","Random"
"5286",3,"deeplearning4j","Random"
"5287",NA,"deeplearning4j","Random"
"5288",0,"deeplearning4j","Random"
"5289",7,"deeplearning4j","Random"
"5290",0,"gulp","Random"
"5291",1,"gulp","Random"
"5292",0,"gulp","Random"
"5293",0,"gulp","Random"
"5294",2,"gulp","Random"
"5295",3148,"gulp","Random"
"5296",6,"gulp","Random"
"5297",13,"gulp","Random"
"5298",3,"gulp","Random"
"5299",38,"gulp","Random"
"5300",681,"gulp","Random"
"5301",4,"gulp","Random"
"5302",19,"gulp","Random"
"5303",1222,"gulp","Random"
"5304",2156,"gulp","Random"
"5305",5,"gulp","Random"
"5306",2864,"gulp","Random"
"5307",8,"gulp","Random"
"5308",1,"gulp","Random"
"5309",0,"gulp","Random"
"5310",1666,"gulp","Random"
"5311",1,"gulp","Random"
"5312",1,"gulp","Random"
"5313",0,"gulp","Random"
"5314",0,"gulp","Random"
"5315",1872,"gulp","Random"
"5316",6,"gulp","Random"
"5317",0,"gulp","Random"
"5318",238,"gulp","Random"
"5319",32,"gulp","Random"
"5320",2,"gulp","Random"
"5321",1,"gulp","Random"
"5322",16,"gulp","Random"
"5323",8,"gulp","Random"
"5324",0,"JTAppleCalendar","Random"
"5325",541,"JTAppleCalendar","Random"
"5326",38,"JTAppleCalendar","Random"
"5327",6,"JTAppleCalendar","Random"
"5328",2612,"JTAppleCalendar","Random"
"5329",8,"JTAppleCalendar","Random"
"5330",19,"JTAppleCalendar","Random"
"5331",61,"JTAppleCalendar","Random"
"5332",1,"JTAppleCalendar","Random"
"5333",2,"JTAppleCalendar","Random"
"5334",2,"JTAppleCalendar","Random"
"5335",26,"JTAppleCalendar","Random"
"5336",114,"JTAppleCalendar","Random"
"5337",16,"JTAppleCalendar","Random"
"5338",NA,"JTAppleCalendar","Random"
"5339",5,"JTAppleCalendar","Random"
"5340",16,"JTAppleCalendar","Random"
"5341",0,"JTAppleCalendar","Random"
"5342",1,"JTAppleCalendar","Random"
"5343",72,"JTAppleCalendar","Random"
"5344",18,"JTAppleCalendar","Random"
"5345",1156,"JTAppleCalendar","Random"
"5346",NA,"JTAppleCalendar","Random"
"5347",388,"JTAppleCalendar","Random"
"5348",48,"JTAppleCalendar","Random"
"5349",79,"JTAppleCalendar","Random"
"5350",378,"JTAppleCalendar","Random"
"5351",93,"JTAppleCalendar","Random"
"5352",2,"JTAppleCalendar","Random"
"5353",228,"JTAppleCalendar","Random"
"5354",24,"JTAppleCalendar","Random"
"5355",1,"JTAppleCalendar","Random"
"5356",37,"JTAppleCalendar","Random"
"5357",15,"JTAppleCalendar","Random"
"5358",386,"JTAppleCalendar","Random"
"5359",173,"JTAppleCalendar","Random"
"5360",3,"JTAppleCalendar","Random"
"5361",141,"JTAppleCalendar","Random"
"5362",39,"JTAppleCalendar","Random"
"5363",77,"JTAppleCalendar","Random"
"5364",865,"JTAppleCalendar","Random"
"5365",33,"JTAppleCalendar","Random"
"5366",0,"JTAppleCalendar","Random"
"5367",3,"JTAppleCalendar","Random"
"5368",65,"JTAppleCalendar","Random"
"5369",166,"JTAppleCalendar","Random"
"5370",2,"JTAppleCalendar","Random"
"5371",3,"JTAppleCalendar","Random"
"5372",NA,"JTAppleCalendar","Random"
"5373",455,"JTAppleCalendar","Random"
"5374",1153,"JTAppleCalendar","Random"
"5375",24,"JTAppleCalendar","Random"
"5376",6,"JTAppleCalendar","Random"
"5377",163,"JTAppleCalendar","Random"
"5378",697,"JTAppleCalendar","Random"
"5379",6,"JTAppleCalendar","Random"
"5380",15,"JTAppleCalendar","Random"
"5381",5,"JTAppleCalendar","Random"
"5382",302,"JTAppleCalendar","Random"
"5383",5,"JTAppleCalendar","Random"
"5384",560,"JTAppleCalendar","Random"
"5385",72,"JTAppleCalendar","Random"
"5386",17,"JTAppleCalendar","Random"
"5387",1,"JTAppleCalendar","Random"
"5388",24,"JTAppleCalendar","Random"
"5389",27,"JTAppleCalendar","Random"
"5390",12,"JTAppleCalendar","Random"
"5391",49,"JTAppleCalendar","Random"
"5392",0,"JTAppleCalendar","Random"
"5393",114,"JTAppleCalendar","Random"
"5394",7,"JTAppleCalendar","Random"
"5395",507,"JTAppleCalendar","Random"
"5396",105,"JTAppleCalendar","Random"
"5397",NA,"JTAppleCalendar","Random"
"5398",649,"JTAppleCalendar","Random"
"5399",53,"JTAppleCalendar","Random"
"5400",1,"JTAppleCalendar","Random"
"5401",3,"JTAppleCalendar","Random"
"5402",16633,"magento2","Random"
"5403",5,"magento2","Random"
"5404",982,"magento2","Random"
"5405",22,"magento2","Random"
"5406",656,"magento2","Random"
"5407",320,"magento2","Random"
"5408",482,"magento2","Random"
"5409",20,"magento2","Random"
"5410",7028,"magento2","Random"
"5411",8130,"magento2","Random"
"5412",121,"magento2","Random"
"5413",103,"magento2","Random"
"5414",12056,"magento2","Random"
"5415",40,"magento2","Random"
"5416",187,"magento2","Random"
"5417",46,"magento2","Random"
"5418",149,"magento2","Random"
"5419",668,"magento2","Random"
"5420",344,"magento2","Random"
"5421",6415,"magento2","Random"
"5422",9436,"magento2","Random"
"5423",NA,"mailboxer","Random"
"5424",13,"mailboxer","Random"
"5425",5205,"mailboxer","Random"
"5426",NA,"material-design-lite","Random"
"5427",241,"material-design-lite","Random"
"5428",206,"material-design-lite","Random"
"5429",3578,"material-design-lite","Random"
"5430",0,"material-design-lite","Random"
"5431",NA,"material-design-lite","Random"
"5432",67,"material-design-lite","Random"
"5433",9,"material-design-lite","Random"
"5434",NA,"material-design-lite","Random"
"5435",0,"material-design-lite","Random"
"5436",23,"material-design-lite","Random"
"5437",1866,"material-design-lite","Random"
"5438",119,"material-design-lite","Random"
"5439",3,"material-design-lite","Random"
"5440",2,"material-design-lite","Random"
"5441",6073,"material-design-lite","Random"
"5442",NA,"material-design-lite","Random"
"5443",113,"material-design-lite","Random"
"5444",4,"material-design-lite","Random"
"5445",8,"material-design-lite","Random"
"5446",135,"material-design-lite","Random"
"5447",0,"material-design-lite","Random"
"5448",25,"material-design-lite","Random"
"5449",NA,"material-design-lite","Random"
"5450",15,"material-design-lite","Random"
"5451",9,"material-design-lite","Random"
"5452",3,"material-design-lite","Random"
"5453",22,"material-design-lite","Random"
"5454",288,"material-design-lite","Random"
"5455",NA,"material-design-lite","Random"
"5456",26,"meteor","Random"
"5457",14,"meteor","Random"
"5458",17712,"meteor","Random"
"5459",13878,"meteor","Random"
"5460",35,"meteor","Random"
"5461",331,"meteor","Random"
"5462",430,"meteor","Random"
"5463",233,"meteor","Random"
"5464",16,"meteor","Random"
"5465",89,"meteor","Random"
"5466",77,"meteor","Random"
"5467",441,"meteor","Random"
"5468",54,"meteor","Random"
"5469",2616,"meteor","Random"
"5470",73,"meteor","Random"
"5471",9,"meteor","Random"
"5472",17794,"meteor","Random"
"5473",NA,"meteor","Random"
"5474",20,"meteor","Random"
"5475",10,"meteor","Random"
"5476",16467,"meteor","Random"
"5477",74,"meteor","Random"
"5478",233,"meteor","Random"
"5479",869,"meteor","Random"
"5480",195,"meteor","Random"
"5481",1025,"meteor","Random"
"5482",4348,"meteor","Random"
"5483",45,"meteor","Random"
"5484",9283,"meteor","Random"
"5485",78,"meteor","Random"
"5486",1408,"meteor","Random"
"5487",4933,"meteor","Random"
"5488",129,"meteor","Random"
"5489",9643,"meteor","Random"
"5490",123,"meteor","Random"
"5491",15483,"meteor","Random"
"5492",15942,"meteor","Random"
"5493",2,"meteor","Random"
"5494",13192,"meteor","Random"
"5495",93,"meteor","Random"
"5496",0,"meteor","Random"
"5497",11873,"meteor","Random"
"5498",7169,"meteor","Random"
"5499",1051,"meteor","Random"
"5500",16434,"meteor","Random"
"5501",125,"meteor","Random"
"5502",9,"meteor","Random"
"5503",10,"meteor","Random"
"5504",32,"meteor","Random"
"5505",NA,"meteor","Random"
"5506",NA,"meteor","Random"
"5507",349,"meteor","Random"
"5508",2238,"meteor","Random"
"5509",2,"meteor","Random"
"5510",870,"meteor","Random"
"5511",4501,"meteor","Random"
"5512",15473,"meteor","Random"
"5513",508,"meteor","Random"
"5514",2,"meteor","Random"
"5515",10,"meteor","Random"
"5516",55,"MonoGame","Random"
"5517",22898,"MonoGame","Random"
"5518",0,"MonoGame","Random"
"5519",80,"MonoGame","Random"
"5520",124,"MonoGame","Random"
"5521",15,"MonoGame","Random"
"5522",0,"MonoGame","Random"
"5523",7,"MonoGame","Random"
"5524",0,"MonoGame","Random"
"5525",2105,"MonoGame","Random"
"5526",39221,"MonoGame","Random"
"5527",1705,"MonoGame","Random"
"5528",190,"MonoGame","Random"
"5529",581,"MonoGame","Random"
"5530",0,"MonoGame","Random"
"5531",NA,"MonoGame","Random"
"5532",720,"MonoGame","Random"
"5533",1526,"MonoGame","Random"
"5534",48,"MonoGame","Random"
"5535",12202,"MonoGame","Random"
"5536",162,"MonoGame","Random"
"5537",3577,"MonoGame","Random"
"5538",28,"MonoGame","Random"
"5539",275,"MonoGame","Random"
"5540",573,"MonoGame","Random"
"5541",15,"MonoGame","Random"
"5542",1095,"MonoGame","Random"
"5543",NA,"MonoGame","Random"
"5544",NA,"MonoGame","Random"
"5545",NA,"MonoGame","Random"
"5546",446,"MonoGame","Random"
"5547",459,"MonoGame","Random"
"5548",14,"MonoGame","Random"
"5549",0,"MonoGame","Random"
"5550",NA,"MonoGame","Random"
"5551",128,"MonoGame","Random"
"5552",20795,"MonoGame","Random"
"5553",5,"MonoGame","Random"
"5554",83,"MonoGame","Random"
"5555",27,"MonoGame","Random"
"5556",282,"MonoGame","Random"
"5557",11,"MonoGame","Random"
"5558",2,"MonoGame","Random"
"5559",59,"MonoGame","Random"
"5560",NA,"MonoGame","Random"
"5561",2,"MonoGame","Random"
"5562",108,"MonoGame","Random"
"5563",NA,"MonoGame","Random"
"5564",NA,"MonoGame","Random"
"5565",37775,"MonoGame","Random"
"5566",4,"MonoGame","Random"
"5567",4,"MonoGame","Random"
"5568",0,"MonoGame","Random"
"5569",3050,"MonoGame","Random"
"5570",0,"MonoGame","Random"
"5571",397,"MonoGame","Random"
"5572",427,"MonoGame","Random"
"5573",0,"MonoGame","Random"
"5574",3,"MonoGame","Random"
"5575",7,"MonoGame","Random"
"5576",24,"MonoGame","Random"
"5577",24,"MonoGame","Random"
"5578",187,"MonoGame","Random"
"5579",0,"MonoGame","Random"
"5580",48,"MonoGame","Random"
"5581",0,"MonoGame","Random"
"5582",28990,"MonoGame","Random"
"5583",29,"MonoGame","Random"
"5584",119,"MonoGame","Random"
"5585",0,"MonoGame","Random"
"5586",NA,"MonoGame","Random"
"5587",0,"MonoGame","Random"
"5588",310,"MonoGame","Random"
"5589",NA,"MonoGame","Random"
"5590",NA,"MonoGame","Random"
"5591",101,"MonoGame","Random"
"5592",7561,"MonoGame","Random"
"5593",9,"MonoGame","Random"
"5594",4290,"MonoGame","Random"
"5595",1978,"MonoGame","Random"
"5596",NA,"MonoGame","Random"
"5597",1317,"MonoGame","Random"
"5598",83,"MonoGame","Random"
"5599",71,"MonoGame","Random"
"5600",3,"MonoGame","Random"
"5601",1,"MonoGame","Random"
"5602",0,"MonoGame","Random"
"5603",NA,"MonoGame","Random"
"5604",8,"MonoGame","Random"
"5605",1,"MonoGame","Random"
"5606",27513,"MonoGame","Random"
"5607",40817,"MonoGame","Random"
"5608",508,"MonoGame","Random"
"5609",41237,"MonoGame","Random"
"5610",384,"MonoGame","Random"
"5611",7849,"MonoGame","Random"
"5612",1377,"MonoGame","Random"
"5613",28558,"MonoGame","Random"
"5614",NA,"MonoGame","Random"
"5615",3,"MonoGame","Random"
"5616",1397,"MonoGame","Random"
"5617",305,"MonoGame","Random"
"5618",654,"open-event","Random"
"5619",63,"open-event","Random"
"5620",9,"open-event","Random"
"5621",273,"open-event","Random"
"5622",100,"open-event","Random"
"5623",14,"open-event","Random"
"5624",218,"open-event","Random"
"5625",46,"open-event","Random"
"5626",8,"open-event","Random"
"5627",124,"open-event","Random"
"5628",373,"open-event","Random"
"5629",1188,"open-event","Random"
"5630",7,"open-event","Random"
"5631",109,"open-event","Random"
"5632",171,"open-event","Random"
"5633",609,"open-event","Random"
"5634",1,"open-event","Random"
"5635",NA,"open-event","Random"
"5636",722,"open-event","Random"
"5637",1,"open-event","Random"
"5638",299,"open-event","Random"
"5639",1,"open-event","Random"
"5640",34,"open-event","Random"
"5641",1,"open-event","Random"
"5642",8,"open-event","Random"
"5643",15,"open-event","Random"
"5644",78,"open-event","Random"
"5645",724,"open-event","Random"
"5646",1,"open-event","Random"
"5647",37,"open-event","Random"
"5648",NA,"open-event","Random"
"5649",21,"open-event","Random"
"5650",6,"open-event","Random"
"5651",14,"open-event","Random"
"5652",775,"open-event","Random"
"5653",0,"open-event","Random"
"5654",25,"open-event","Random"
"5655",570,"open-event","Random"
"5656",3687,"open-event","Random"
"5657",175,"open-event","Random"
"5658",145,"open-event","Random"
"5659",8,"open-event","Random"
"5660",13,"open-event","Random"
"5661",361,"open-event","Random"
"5662",569,"open-event","Random"
"5663",464,"open-event","Random"
"5664",7,"open-event","Random"
"5665",87,"open-event","Random"
"5666",0,"open-event","Random"
"5667",16,"open-event","Random"
"5668",0,"open-event","Random"
"5669",4,"open-event","Random"
"5670",5,"open-event","Random"
"5671",18,"open-event","Random"
"5672",2,"open-event","Random"
"5673",4,"open-event","Random"
"5674",NA,"open-event","Random"
"5675",20,"open-event","Random"
"5676",69,"open-event","Random"
"5677",6,"open-event","Random"
"5678",152,"open-event","Random"
"5679",14,"open-event","Random"
"5680",1,"open-event","Random"
"5681",1,"open-event","Random"
"5682",407,"open-event","Random"
"5683",76,"open-event","Random"
"5684",35,"open-event","Random"
"5685",142,"open-event","Random"
"5686",73,"open-event","Random"
"5687",6,"open-event","Random"
"5688",509,"open-event","Random"
"5689",22,"open-event","Random"
"5690",25,"open-event","Random"
"5691",4,"open-event","Random"
"5692",4,"open-event","Random"
"5693",2329,"open-event","Random"
"5694",156,"open-event","Random"
"5695",38,"open-event","Random"
"5696",37,"open-event","Random"
"5697",9,"open-event","Random"
"5698",14,"open-event","Random"
"5699",6074,"open-event","Random"
"5700",67,"open-event","Random"
"5701",1732,"open-event","Random"
"5702",8,"open-event","Random"
"5703",1,"open-event","Random"
"5704",20,"open-event","Random"
"5705",1,"open-event","Random"
"5706",1,"open-event","Random"
"5707",11,"open-event","Random"
"5708",22,"open-event","Random"
"5709",0,"open-event","Random"
"5710",1,"open-event","Random"
"5711",12,"open-event","Random"
"5712",34,"open-event","Random"
"5713",12,"open-event","Random"
"5714",450,"open-event","Random"
"5715",6,"open-event","Random"
"5716",3,"open-event","Random"
"5717",2,"open-event","Random"
"5718",9,"open-event","Random"
"5719",8,"open-event","Random"
"5720",0,"open-event","Random"
"5721",0,"open-event","Random"
"5722",1,"open-event","Random"
"5723",278,"open-event","Random"
"5724",8,"open-event","Random"
"5725",3,"open-event","Random"
"5726",99,"open-event","Random"
"5727",24,"open-event","Random"
"5728",23,"open-event","Random"
"5729",58,"open-event","Random"
"5730",0,"open-event","Random"
"5731",192,"open-event","Random"
"5732",51,"open-event","Random"
"5733",105,"open-event","Random"
"5734",0,"open-event","Random"
"5735",5,"open-event","Random"
"5736",26,"open-event","Random"
"5737",2,"open-event","Random"
"5738",0,"open-event","Random"
"5739",5,"open-event","Random"
"5740",138,"open-event","Random"
"5741",115,"open-event","Random"
"5742",3,"open-event","Random"
"5743",6,"open-event","Random"
"5744",7,"open-event","Random"
"5745",80,"open-event","Random"
"5746",8,"open-event","Random"
"5747",6,"open-event","Random"
"5748",533,"open-event","Random"
"5749",2,"open-event","Random"
"5750",1,"open-event","Random"
"5751",7301,"open-event","Random"
