"","resolution_time","name","configuration"
"2236",3,"angular","Random"
"2237",41,"angular","Random"
"2238",3,"angular","Random"
"2239",1534,"angular","Random"
"2240",22,"angular","Random"
"2241",5,"angular","Random"
"2242",NA,"angular","Random"
"2243",292,"angular","Random"
"2244",186,"angular","Random"
"2245",0,"angular","Random"
"2246",24,"angular","Random"
"2247",1152,"angular","Random"
"2248",NA,"angular","Random"
"2249",17781,"angular","Random"
"2250",102,"angular","Random"
"2251",27,"angular","Random"
"2252",203,"angular","Random"
"2253",3,"angular","Random"
"2254",2022,"angular","Random"
"2255",18,"angular","Random"
"2256",643,"angular","Random"
"2257",7178,"angular","Random"
"2258",3,"angular","Random"
"2259",NA,"angular","Random"
"2260",7,"angular","Random"
"2261",4006,"angular","Random"
"2262",5724,"angular","Random"
"2263",208,"angular","Random"
"2264",2571,"angular","Random"
"2265",2,"angular","Random"
"2266",291,"angular","Random"
"2267",0,"angular","Random"
"2268",80,"angular","Random"
"2269",2,"angular","Random"
"2270",0,"angular","Random"
"2271",36,"angular","Random"
"2272",0,"angular","Random"
"2273",104,"angular","Random"
"2274",495,"angular","Random"
"2275",8,"angular","Random"
"2276",7,"angular","Random"
"2277",0,"angular","Random"
"2278",13927,"angular","Random"
"2279",22,"angular","Random"
"2280",40,"angular","Random"
"2281",27,"angular","Random"
"2282",482,"angular","Random"
"2283",NA,"angular","Random"
"2284",3676,"angular","Random"
"2285",23,"angular","Random"
"2286",2864,"angular","Random"
"2287",13,"angular","Random"
"2288",18,"angular","Random"
"2289",1,"angular","Random"
"2290",489,"angular","Random"
"2291",237,"angular","Random"
"2292",10,"angular","Random"
"2293",274,"angular","Random"
"2294",162,"angular","Random"
"2295",8641,"angular","Random"
"2296",717,"angular","Random"
"2297",1,"angular","Random"
"2298",19,"angular","Random"
"2299",290,"angular","Random"
"2300",221,"angular","Random"
"2301",17,"angular","Random"
"2302",8468,"angular","Random"
"2303",8,"angular","Random"
"2304",468,"angular","Random"
"2305",1498,"angular","Random"
"2306",1,"angular","Random"
"2307",3168,"angular","Random"
"2308",47,"angular","Random"
"2309",15903,"angular","Random"
"2310",21,"angular","Random"
"2311",1603,"angular","Random"
"2312",41,"angular","Random"
"2313",20,"angular","Random"
"2314",12,"angular","Random"
"2315",9,"angular","Random"
"2316",1650,"angular","Random"
"2317",4,"angular","Random"
"2318",41,"angular","Random"
"2319",5,"angular","Random"
"2320",221,"angular","Random"
"2321",0,"angular","Random"
"2322",NA,"angular","Random"
"2323",145,"angular","Random"
"2324",NA,"angular","Random"
"2325",1177,"angular","Random"
"2326",NA,"angular","Random"
"2327",1305,"angular","Random"
"2328",887,"angular","Random"
"2329",1534,"angular","Random"
"2330",1718,"angular","Random"
"2331",NA,"angular","Random"
"2332",42,"angular","Random"
"2333",469,"angular","Random"
"2334",6845,"angular","Random"
"2335",1,"angular","Random"
"2336",6,"angular","Random"
"2337",167,"angular","Random"
"2338",375,"angular","Random"
"2339",14,"angular","Random"
"2340",359,"angular","Random"
"2341",1054,"angular","Random"
"2342",9,"angular","Random"
"2343",1080,"angular","Random"
"2344",1,"angular","Random"
"2345",890,"angular","Random"
"2346",9,"angular","Random"
"2347",550,"angular","Random"
"2348",NA,"angular","Random"
"2349",NA,"angular","Random"
"2350",6345,"angular","Random"
"2351",NA,"angular","Random"
"2352",NA,"angular","Random"
"2353",2957,"angular","Random"
"2354",0,"angular","Random"
"2355",530,"angular","Random"
"2356",391,"angular","Random"
"2357",4413,"angular","Random"
"2358",39,"angular","Random"
"2359",10920,"angular","Random"
"2360",509,"angular","Random"
"2361",879,"angular","Random"
"2362",456,"angular","Random"
"2363",NA,"angular","Random"
"2364",19,"angular","Random"
"2365",0,"angular","Random"
"2366",14,"angular","Random"
"2367",NA,"angular","Random"
"2368",41,"angular","Random"
"2369",2,"angular","Random"
"2370",4402,"angular","Random"
"2371",12191,"angular","Random"
"2372",53,"angular","Random"
"2373",NA,"angular","Random"
"2374",56,"angular","Random"
"2375",NA,"angular","Random"
"2376",10,"angular","Random"
"2377",144,"angular","Random"
"2378",2,"angular","Random"
"2379",142,"angular","Random"
"2380",1,"angular","Random"
"2381",5,"angular","Random"
"2382",1039,"angular","Random"
"2383",265,"angular","Random"
"2384",5,"angular","Random"
"2385",80,"angular","Random"
"2386",3,"angular","Random"
"2387",0,"angular","Random"
"2388",194,"angular","Random"
"2389",NA,"angular","Random"
"2390",32,"angular","Random"
"2391",889,"angular","Random"
"2392",94,"angular","Random"
"2393",548,"angular","Random"
"2394",76,"angular","Random"
"2395",4506,"angular","Random"
"2396",2,"angular","Random"
"2397",195,"angular","Random"
"2398",14,"angular","Random"
"2399",0,"angular","Random"
"2400",27,"angular","Random"
"2401",745,"angular","Random"
"2402",1,"angular","Random"
"2403",5,"angular","Random"
"2404",12,"angular","Random"
"2405",45,"angular","Random"
"2406",3548,"angular","Random"
"2407",33,"angular","Random"
"2408",NA,"angular","Random"
"2409",2,"angular","Random"
"2410",13,"angular","Random"
"2411",1,"angular","Random"
"2412",6481,"angular","Random"
"2413",519,"angular","Random"
"2414",10,"angular","Random"
"2415",7,"angular","Random"
"2416",23,"angular","Random"
"2417",2,"angular","Random"
"2418",12,"angular","Random"
"2419",79,"angular","Random"
"2420",2383,"angular","Random"
"2421",22,"angular","Random"
"2422",552,"angular","Random"
"2423",137,"angular","Random"
"2424",NA,"angular","Random"
"2425",NA,"angular","Random"
"2426",NA,"angular","Random"
"2427",NA,"angular","Random"
"2428",71,"angular","Random"
"2429",NA,"angular","Random"
"2430",5502,"angular","Random"
"2431",26,"angular","Random"
"2432",8345,"angular","Random"
"2433",6,"angular","Random"
"2434",1,"angular","Random"
"2435",NA,"angular","Random"
"2436",NA,"angular","Random"
"2437",2,"angular","Random"
"2438",NA,"angular","Random"
"2439",1,"angular","Random"
"2440",22,"angular","Random"
"2441",39,"angular","Random"
"2442",867,"angular","Random"
"2443",0,"angular","Random"
"2444",9,"angular","Random"
"2445",NA,"angular","Random"
"2446",3698,"angular","Random"
"2447",1,"angular","Random"
"2448",1,"angular","Random"
"2449",21,"angular","Random"
"2450",76,"angular","Random"
"2451",2313,"angular","Random"
"2452",6,"angular","Random"
"2453",417,"angular","Random"
"2454",121,"angular","Random"
"2455",314,"angular","Random"
"2456",27,"angular","Random"
"2457",1,"angular","Random"
"2458",NA,"angular","Random"
"2459",49,"angular","Random"
"2460",7,"angular","Random"
"2461",0,"angular","Random"
"2462",NA,"angular","Random"
"2463",1,"angular","Random"
"2464",1,"angular","Random"
"2465",171,"angular","Random"
"2466",29,"angular","Random"
"2467",1,"angular","Random"
"2468",4,"angular","Random"
"2469",2,"angular","Random"
"2470",47,"angular","Random"
"2471",5,"angular","Random"
"2472",9,"angular","Random"
"2473",1301,"angular","Random"
"2474",48,"angular","Random"
"2475",1,"angular","Random"
"2476",10184,"angular","Random"
"2477",12,"angular","Random"
"2478",24,"angular","Random"
"2479",309,"angular","Random"
"2480",638,"angular","Random"
"2481",NA,"angular","Random"
"2482",1,"angular","Random"
"2483",2,"angular","Random"
"2484",651,"angular","Random"
"2485",105,"angular","Random"
"2486",108,"angular","Random"
"2487",754,"angular","Random"
"2488",58,"angular","Random"
"2489",6,"angular","Random"
"2490",4,"angular","Random"
"2491",326,"angular","Random"
"2492",288,"angular","Random"
"2493",109,"angular","Random"
"2494",23,"angular","Random"
"2495",68,"angular","Random"
"2496",10,"angular","Random"
"2497",1227,"angular","Random"
"2498",31,"angular","Random"
"2499",NA,"angular","Random"
"2500",369,"angular","Random"
"2501",48,"angular","Random"
"2502",115,"angular","Random"
"2503",27,"angular","Random"
"2504",5,"angular","Random"
"2505",352,"angular","Random"
"2506",14,"angular","Random"
"2507",17,"angular","Random"
"2508",1,"angular","Random"
"2509",1,"angular","Random"
"2510",179,"angular","Random"
"2511",124,"angular","Random"
"2512",821,"angular","Random"
"2513",31,"angular","Random"
"2514",62,"angular","Random"
"2515",254,"angular","Random"
"2516",19,"angular","Random"
"2517",22,"angular","Random"
"2518",1,"angular","Random"
"2519",47,"angular","Random"
"2520",97,"angular","Random"
"2521",3,"angular","Random"
"2522",22,"angular","Random"
"2523",91,"angular","Random"
"2524",4060,"angular","Random"
"2525",999,"angular","Random"
"2526",4235,"angular","Random"
"2527",4,"angular","Random"
"2528",NA,"angular","Random"
"2529",46,"angular","Random"
"2530",NA,"angular","Random"
"2531",NA,"angular","Random"
"2532",7299,"angular","Random"
"2533",0,"angular","Random"
"2534",50,"angular","Random"
"2535",1227,"angular","Random"
"2536",4,"angular","Random"
"2537",651,"angular","Random"
"2538",0,"angular","Random"
"2539",66,"angular","Random"
"2540",NA,"angular","Random"
"2541",1,"angular","Random"
"2542",NA,"angular","Random"
"2543",107,"angular","Random"
"2544",12838,"angular","Random"
"2545",8,"angular","Random"
"2546",46,"angular","Random"
"2547",NA,"angular","Random"
"2548",3138,"angular","Random"
"2549",2359,"angular","Random"
"2550",13,"angular","Random"
"2551",255,"angular","Random"
"2552",17,"angular","Random"
"2553",312,"angular","Random"
"2554",53,"angular","Random"
"2555",NA,"angular","Random"
"2556",NA,"angular","Random"
"2557",NA,"angular","Random"
"2558",1846,"angular","Random"
"2559",2611,"angular","Random"
"2560",662,"angular","Random"
"2561",2,"angular","Random"
"2562",8,"angular","Random"
"2563",2,"angular","Random"
"2564",3541,"angular","Random"
"2565",143,"angular","Random"
"2566",1335,"angular","Random"
"2567",3381,"angular","Random"
"2568",0,"angular","Random"
"2569",208,"angular","Random"
"2570",0,"angular","Random"
"2571",5,"angular","Random"
"2572",2,"angular","Random"
"2573",164,"angular","Random"
"2574",879,"angular","Random"
"2575",0,"angular","Random"
"2576",1,"angular","Random"
"2577",5033,"angular","Random"
"2578",46,"angular","Random"
"2579",NA,"angular","Random"
"2580",NA,"angular","Random"
"2581",4520,"angular","Random"
"2582",42,"angular","Random"
"2583",1421,"angular","Random"
"2584",5,"angular","Random"
"2585",2,"angular","Random"
"2586",8,"angular","Random"
"2587",4713,"angular","Random"
"2588",45,"angular","Random"
"2589",NA,"angular","Random"
"2590",91,"angular","Random"
"2591",0,"angular","Random"
"2592",NA,"angular","Random"
"2593",97,"angular","Random"
"2594",77,"angular","Random"
"2595",34,"angular","Random"
"2596",0,"angular","Random"
"2597",41,"angular","Random"
"2598",NA,"angular","Random"
"2599",183,"angular","Random"
"2600",23,"angular","Random"
"2601",65,"angular","Random"
"2602",10,"angular","Random"
"2603",0,"angular","Random"
"2604",961,"angular","Random"
"2605",175,"angular","Random"
"2606",29,"angular","Random"
"2607",4,"angular","Random"
"2608",10,"angular","Random"
"2609",0,"angular","Random"
"2610",143,"angular","Random"
"2611",1,"angular","Random"
"2612",5,"angular","Random"
"2613",36,"angular","Random"
"2614",4,"angular","Random"
"2615",6665,"angular","Random"
"2616",4,"angular","Random"
"2617",55,"angular","Random"
"2618",111,"angular","Random"
"2619",92,"angular","Random"
"2620",2,"angular","Random"
"2621",NA,"angular","Random"
"2622",448,"angular","Random"
"2623",98,"angular","Random"
"2624",1,"angular","Random"
"2625",31,"angular","Random"
"2626",NA,"angular","Random"
"2627",224,"angular","Random"
"2628",1492,"angular","Random"
"2629",128,"angular","Random"
"2630",4,"angular","Random"
"2631",2,"angular","Random"
"2632",959,"angular","Random"
"2633",NA,"angular","Random"
"2634",141,"angular","Random"
"2635",79,"angular","Random"
"2636",59,"angular","Random"
"2637",7,"angular","Random"
"2638",44,"angular","Random"
"2639",863,"angular","Random"
"2640",4,"angular","Random"
"2641",6,"angular","Random"
"2642",5,"angular","Random"
"2643",741,"angular","Random"
"2644",1,"angular","Random"
"2645",1,"angular","Random"
"2646",18,"angular","Random"
"2647",NA,"angular","Random"
"2648",3,"angular","Random"
"2649",21,"angular","Random"
"2650",1,"angular","Random"
"2651",215,"angular","Random"
"2652",20,"angular","Random"
"2653",255,"angular","Random"
"2654",32,"angular","Random"
"2655",2,"angular","Random"
"2656",25,"angular","Random"
"2657",1,"angular","Random"
"2658",2,"angular","Random"
"2659",547,"angular","Random"
"2660",6016,"angular","Random"
"2661",15444,"angular","Random"
"2662",1,"angular","Random"
"2663",10316,"angular","Random"
"2664",22,"angular","Random"
"2665",612,"angular","Random"
"2666",2738,"angular","Random"
"2667",0,"angular","Random"
"2668",97,"angular","Random"
"2669",3126,"angular","Random"
"2670",35,"angular","Random"
"2671",1220,"angular","Random"
"2672",11109,"angular","Random"
"2673",417,"angular","Random"
"2674",NA,"angular","Random"
"2675",15,"angular","Random"
"2676",11,"angular","Random"
"2677",13,"angular","Random"
"2678",5531,"angular","Random"
"2679",7,"angular","Random"
"2680",0,"angular","Random"
"2681",4,"angular","Random"
"2682",67,"angular","Random"
"2683",53,"angular","Random"
"2684",3,"angular","Random"
"2685",7,"angular","Random"
"2686",6647,"angular","Random"
"2687",44,"angular","Random"
"2688",212,"angular","Random"
"2689",10,"angular","Random"
"2690",9,"angular","Random"
"2691",2290,"angular","Random"
"2692",185,"angular","Random"
"2693",10,"angular","Random"
"2694",2777,"angular","Random"
"2695",1978,"angular","Random"
"2696",37,"angular","Random"
"2697",1828,"angular","Random"
"2698",44,"angular","Random"
"2699",1,"angular","Random"
"2700",0,"angular","Random"
"2701",2315,"angular","Random"
"2702",975,"angular","Random"
"2703",33,"angular","Random"
"2704",911,"angular","Random"
"2705",1,"angular","Random"
"2706",28,"angular","Random"
"2707",43,"angular","Random"
"2708",3154,"angular","Random"
"2709",24,"angular","Random"
"2710",19,"angular","Random"
"2711",679,"angular","Random"
"2712",2,"angular","Random"
"2713",479,"angular","Random"
"2714",1,"angular","Random"
"2715",1,"angular","Random"
"2716",162,"angular","Random"
"2717",NA,"angular","Random"
"2718",42,"angular","Random"
"2719",2143,"angular","Random"
"2720",NA,"angular","Random"
"2721",1319,"angular","Random"
"2722",16,"angular","Random"
"2723",4,"angular","Random"
"2724",168,"angular","Random"
"2725",6656,"angular","Random"
"2726",1,"angular","Random"
"2727",15,"angular","Random"
"2728",0,"angular","Random"
"2729",NA,"angular","Random"
"2730",2,"angular","Random"
"2731",495,"angular","Random"
"2732",77,"angular","Random"
"2733",76,"angular","Random"
"2734",802,"angular","Random"
"2735",NA,"angular","Random"
"2736",79,"angular","Random"
"2737",1,"angular","Random"
"2738",0,"angular","Random"
"2739",26,"angular","Random"
"2740",267,"angular","Random"
"2741",5024,"angular","Random"
"2742",6,"angular","Random"
"2743",1,"angular","Random"
"2744",14,"angular","Random"
"2745",24,"angular","Random"
"2746",6861,"angular","Random"
"2747",43,"angular","Random"
"2748",1,"angular","Random"
"2749",135,"angular","Random"
"2750",588,"angular","Random"
"2751",1,"angular","Random"
"2752",295,"angular","Random"
"2753",23,"angular","Random"
"2754",4,"angular","Random"
"2755",44,"angular","Random"
"2756",3781,"angular","Random"
"2757",44,"angular","Random"
"2758",1535,"angular","Random"
"2759",NA,"angular","Random"
"2760",NA,"angular","Random"
"2761",4,"angular","Random"
"2762",15,"angular","Random"
"2763",89,"angular","Random"
"2764",16,"angular","Random"
"2765",18,"angular","Random"
"2766",1,"angular","Random"
"2767",34,"angular","Random"
"2768",907,"angular","Random"
"2769",119,"angular","Random"
"2770",35,"angular","Random"
"2771",53,"angular","Random"
"2772",435,"angular","Random"
"2773",0,"angular","Random"
"2774",24,"angular","Random"
"2775",919,"angular","Random"
"2776",3,"angular","Random"
"2777",2,"angular","Random"
"2778",2,"angular","Random"
"2779",335,"angular","Random"
"2780",75,"angular","Random"
"2781",24,"angular","Random"
"2782",22,"angular","Random"
"2783",48,"angular","Random"
"2784",197,"angular","Random"
"2785",NA,"angular","Random"
"2786",239,"angular","Random"
"2787",11,"angular","Random"
"2788",24,"angular","Random"
"2789",35,"angular","Random"
"2790",NA,"angular","Random"
"2791",31,"angular","Random"
"2792",229,"angular","Random"
"2793",24,"angular","Random"
"2794",76,"angular","Random"
"2795",497,"angular","Random"
"2796",1785,"angular","Random"
"2797",0,"angular","Random"
"2798",NA,"angular","Random"
"2799",80,"angular","Random"
"2800",179,"angular","Random"
"2801",14885,"angular","Random"
"2802",3,"angular","Random"
"2803",6571,"angular","Random"
"2804",0,"angular","Random"
"2805",3772,"angular","Random"
"2806",9600,"angular","Random"
"2807",3303,"angular","Random"
"2808",NA,"angular","Random"
"2809",82,"angular","Random"
"2810",1,"angular","Random"
"2811",505,"angular","Random"
"2812",1765,"angular","Random"
"2813",268,"angular","Random"
"2814",56,"angular","Random"
"2815",57,"angular","Random"
"2816",9,"angular","Random"
"2817",0,"angular","Random"
"2818",20,"angular","Random"
"2819",1,"angular","Random"
"2820",67,"angular","Random"
"2821",1,"angular","Random"
"2822",NA,"angular","Random"
"2823",41,"angular","Random"
"2824",0,"angular","Random"
"2825",22,"angular","Random"
"2826",92,"angular","Random"
"2827",13,"angular","Random"
"2828",4172,"angular","Random"
"2829",4,"angular","Random"
"2830",12194,"angular","Random"
"2831",2,"angular","Random"
"2832",44,"angular","Random"
"2833",3908,"angular","Random"
"2834",1494,"angular","Random"
"2835",21,"angular","Random"
"2836",819,"angular","Random"
"2837",70,"angular","Random"
"2838",5398,"angular","Random"
"2839",28,"angular","Random"
"2840",5961,"angular","Random"
"2841",9050,"angular","Random"
"2842",0,"angular","Random"
"2843",63,"angular","Random"
"2844",1039,"angular","Random"
"2845",19,"angular","Random"
"2846",164,"angular","Random"
"2847",18,"angular","Random"
"2848",0,"angular","Random"
"2849",1,"angular","Random"
"2850",19,"angular","Random"
"2851",124,"angular","Random"
"2852",7,"angular","Random"
"2853",8,"angular","Random"
"2854",NA,"angular","Random"
"2855",NA,"angular","Random"
"2856",1,"angular","Random"
"2857",105,"angular","Random"
"2858",902,"angular","Random"
"2859",4,"angular","Random"
"2860",97,"angular","Random"
"2861",3,"angular","Random"
"2862",1,"angular","Random"
"2863",41,"angular","Random"
"2864",162,"angular","Random"
"2865",129,"angular","Random"
"2866",1185,"angular","Random"
"2867",393,"angular","Random"
"2868",3430,"angular","Random"
"2869",106,"angular","Random"
"2870",6142,"angular","Random"
"2871",660,"angular","Random"
"2872",NA,"angular","Random"
"2873",1059,"angular","Random"
"2874",NA,"angular","Random"
"2875",24,"angular","Random"
"2876",1779,"angular","Random"
"2877",3,"angular","Random"
"2878",1,"angular","Random"
"2879",259,"angular","Random"
"2880",1038,"angular","Random"
"2881",1461,"angular","Random"
"2882",446,"angular","Random"
"2883",16,"angular","Random"
"2884",1,"angular","Random"
"2885",73,"angular","Random"
"2886",142,"angular","Random"
"2887",28,"angular","Random"
"2888",60,"angular","Random"
"2889",24,"angular","Random"
"2890",1059,"angular","Random"
"2891",NA,"angular","Random"
"2892",2,"angular","Random"
"2893",119,"angular","Random"
"2894",319,"angular","Random"
"2895",0,"angular","Random"
"2896",NA,"angular","Random"
"2897",1,"angular","Random"
"2898",7,"angular","Random"
"2899",20,"angular","Random"
"2900",25,"angular","Random"
"2901",84,"angular","Random"
"2902",NA,"angular","Random"
"2903",39,"angular","Random"
"2904",NA,"angular","Random"
"2905",18,"angular","Random"
"2906",9,"angular","Random"
"2907",322,"angular","Random"
"2908",24,"angular","Random"
"2909",172,"angular","Random"
"2910",89,"angular","Random"
"2911",5,"angular","Random"
"2912",1,"angular","Random"
"2913",1,"angular","Random"
"2914",74,"angular","Random"
"2915",18,"angular","Random"
"2916",2,"angular","Random"
"2917",858,"angular","Random"
"2918",110,"angular","Random"
"2919",6,"angular","Random"
"2920",123,"angular","Random"
"2921",NA,"angular","Random"
"2922",6,"angular","Random"
"2923",NA,"angular","Random"
"2924",115,"angular","Random"
"2925",NA,"angular","Random"
"2926",118,"angular","Random"
"2927",3840,"angular","Random"
"2928",2,"angular","Random"
"2929",312,"angular","Random"
"2930",121,"angular","Random"
"2931",21,"angular","Random"
"2932",775,"angular","Random"
"2933",739,"angular","Random"
"2934",0,"angular","Random"
"2935",171,"angular","Random"
"2936",0,"angular","Random"
"2937",35,"angular","Random"
"2938",10,"angular","Random"
"2939",1,"angular","Random"
"2940",161,"angular","Random"
"2941",8,"angular","Random"
"2942",4350,"angular","Random"
"2943",29,"angular","Random"
"2944",1,"angular","Random"
"2945",1,"angular","Random"
"2946",267,"angular","Random"
"2947",2,"angular","Random"
"2948",5117,"angular","Random"
"2949",19,"angular","Random"
"2950",407,"angular","Random"
"2951",214,"angular","Random"
"2952",4,"angular","Random"
"2953",127,"angular","Random"
"2954",1,"angular","Random"
"2955",715,"angular","Random"
"2956",198,"angular","Random"
"2957",1,"angular","Random"
"2958",650,"angular","Random"
"2959",0,"angular","Random"
"2960",4039,"angular","Random"
"2961",NA,"angular","Random"
"2962",0,"angular","Random"
"2963",4,"angular","Random"
"2964",1,"angular","Random"
"2965",55,"angular","Random"
"2966",2,"angular","Random"
"2967",37,"angular","Random"
"2968",10,"angular","Random"
"2969",2,"angular","Random"
"2970",27,"angular","Random"
"2971",97,"angular","Random"
"2972",1,"angular","Random"
"2973",7,"angular","Random"
"2974",38,"angular","Random"
"2975",377,"angular","Random"
"2976",409,"angular","Random"
"2977",1822,"angular","Random"
"2978",2686,"angular","Random"
"2979",1362,"angular","Random"
"2980",64,"angular","Random"
"2981",4,"angular","Random"
"2982",11,"angular","Random"
"2983",172,"angular","Random"
"2984",125,"angular","Random"
"2985",51,"angular","Random"
"2986",2,"angular","Random"
"2987",34,"angular","Random"
"2988",73,"angular","Random"
"2989",29,"angular","Random"
"2990",17155,"angular","Random"
"2991",4049,"angular","Random"
"2992",1431,"angular","Random"
"2993",49,"angular","Random"
"2994",4,"angular","Random"
"2995",16,"angular","Random"
"2996",NA,"angular","Random"
"2997",286,"angular","Random"
"2998",93,"angular","Random"
"2999",2,"angular","Random"
"3000",223,"angular","Random"
"3001",1164,"angular","Random"
"3002",4432,"angular","Random"
"3003",0,"angular","Random"
"3004",261,"angular","Random"
"3005",20,"angular","Random"
"3006",9,"angular","Random"
"3007",6854,"angular","Random"
"3008",1,"angular","Random"
"3009",1346,"angular","Random"
"3010",0,"angular","Random"
"3011",952,"angular","Random"
"3012",25,"angular","Random"
"3013",56,"angular","Random"
"3014",2,"angular","Random"
"3015",97,"angular","Random"
"3016",75,"angular","Random"
"3017",163,"angular","Random"
"3018",154,"angular","Random"
"3019",67,"angular","Random"
"3020",422,"angular","Random"
"3021",80,"angular","Random"
"3022",21,"angular","Random"
"3023",0,"angular","Random"
"3024",3,"angular","Random"
"3025",5,"angular","Random"
"3026",NA,"angular","Random"
"3027",NA,"angular","Random"
"3028",55,"angular","Random"
"3029",2,"angular","Random"
"3030",101,"angular","Random"
"3031",2,"angular","Random"
"3032",12276,"angular","Random"
"3033",3,"angular","Random"
"3034",90,"angular","Random"
"3035",12574,"angular","Random"
"3036",8,"angular","Random"
"3037",10610,"angular","Random"
"3038",1,"angular","Random"
"3039",66,"angular","Random"
"3040",2493,"angular","Random"
"3041",1,"angular","Random"
"3042",1587,"angular","Random"
"3043",24,"angular","Random"
"3044",19,"angular","Random"
"3045",16,"angular","Random"
"3046",121,"angular","Random"
"3047",312,"angular","Random"
"3048",788,"angular","Random"
"3049",5,"angular","Random"
"3050",1,"angular","Random"
"3051",653,"angular","Random"
"3052",57,"angular","Random"
"3053",2037,"angular","Random"
"3054",21,"angular","Random"
"3055",583,"angular","Random"
"3056",5,"angular","Random"
"3057",335,"angular","Random"
"3058",NA,"angular","Random"
"3059",0,"angular","Random"
"3060",0,"angular","Random"
"3061",11,"angular","Random"
"3062",7541,"angular","Random"
"3063",722,"angular","Random"
"3064",91,"angular","Random"
"3065",2,"angular","Random"
"3066",4064,"angular","Random"
"3067",4,"angular","Random"
"3068",5852,"angular","Random"
"3069",2,"angular","Random"
"3070",20,"angular","Random"
"3071",56,"angular","Random"
"3072",5,"angular","Random"
"3073",3735,"angular","Random"
"3074",7,"angular","Random"
"3075",1,"angular","Random"
"3076",22,"angular","Random"
"3077",2048,"angular","Random"
"3078",48,"angular","Random"
"3079",66,"angular","Random"
"3080",2327,"angular","Random"
"3081",690,"angular","Random"
"3082",0,"angular","Random"
"3083",39,"angular","Random"
"3084",520,"angular","Random"
"3085",17,"angular","Random"
"3086",248,"angular","Random"
"3087",217,"angular","Random"
"3088",6,"angular","Random"
"3089",33,"angular","Random"
"3090",0,"angular","Random"
"3091",2,"angular","Random"
"3092",231,"angular","Random"
"3093",15,"angular","Random"
"3094",43,"angular","Random"
"3095",242,"angular","Random"
"3096",14,"angular","Random"
"3097",11,"angular","Random"
"3098",0,"angular","Random"
"3099",30,"angular","Random"
"3100",1692,"angular","Random"
"3101",4945,"angular","Random"
"3102",1,"angular","Random"
"3103",26,"angular","Random"
"3104",6295,"angular","Random"
"3105",156,"angular","Random"
"3106",0,"angular","Random"
"3107",23,"angular","Random"
"3108",NA,"angular","Random"
"3109",1,"angular","Random"
"3110",6,"angular","Random"
"3111",0,"angular","Random"
"3112",20,"angular","Random"
"3113",83,"angular","Random"
"3114",200,"angular","Random"
"3115",104,"angular","Random"
"3116",336,"angular","Random"
"3117",5018,"angular","Random"
"3118",2645,"angular","Random"
"3119",24,"angular","Random"
"3120",179,"angular","Random"
"3121",19,"angular","Random"
"3122",24,"angular","Random"
"3123",71,"angular","Random"
"3124",24,"angular","Random"
"3125",5615,"angular","Random"
"3126",414,"angular","Random"
"3127",0,"angular","Random"
"3128",1,"angular","Random"
"3129",1,"angular","Random"
"3130",6,"angular","Random"
"3131",32,"angular","Random"
"3132",NA,"angular","Random"
"3133",444,"angular","Random"
"3134",315,"angular","Random"
"3135",1,"angular","Random"
"3136",1,"angular","Random"
"3137",117,"angular","Random"
"3138",1971,"angular","Random"
"3139",68,"angular","Random"
"3140",8432,"angular","Random"
"3141",127,"angular","Random"
"3142",2,"angular","Random"
"3143",283,"angular","Random"
"3144",9,"angular","Random"
"3145",113,"angular","Random"
"3146",NA,"angular","Random"
"3147",6886,"angular","Random"
"3148",NA,"angular","Random"
"3149",64,"angular","Random"
"3150",9048,"angular","Random"
"3151",0,"angular","Random"
"3152",18,"angular","Random"
"3153",48,"angular","Random"
"3154",1397,"angular","Random"
"3155",45,"angular","Random"
"3156",24,"angular","Random"
"3157",5,"angular","Random"
"3158",19,"angular","Random"
"3159",50,"angular","Random"
"3160",22,"angular","Random"
"3161",7927,"angular","Random"
"3162",3497,"angular","Random"
"3163",2,"angular","Random"
"3164",NA,"angular","Random"
"3165",0,"angular","Random"
"3166",2190,"angular","Random"
"3167",0,"angular","Random"
"3168",452,"angular","Random"
"3169",125,"angular","Random"
"3170",1081,"angular","Random"
"3171",66,"angular","Random"
"3172",1,"angular","Random"
"3173",89,"angular","Random"
"3174",1351,"angular","Random"
"3175",1,"angular","Random"
"3176",NA,"angular","Random"
"3177",5220,"angular","Random"
"3178",9260,"angular","Random"
"3179",NA,"angular","Random"
"3180",38,"angular","Random"
"3181",14,"angular","Random"
"3182",1326,"angular","Random"
"3183",25,"angular","Random"
"3184",115,"angular","Random"
"3185",126,"angular","Random"
"3186",NA,"angular","Random"
"3187",11,"angular","Random"
"3188",3,"angular","Random"
"3189",0,"angular","Random"
"3190",33,"angular","Random"
"3191",56,"angular","Random"
"3192",55,"angular","Random"
"3193",0,"angular","Random"
"3194",0,"angular","Random"
"3195",2,"angular","Random"
"3196",26,"angular","Random"
"3197",8344,"angular","Random"
"3198",6450,"angular","Random"
"3199",1397,"angular","Random"
"3200",NA,"angular","Random"
"3201",14261,"angular","Random"
"3202",7,"angular","Random"
"3203",104,"angular","Random"
"3204",62,"angular","Random"
"3205",201,"angular","Random"
"3206",63,"angular","Random"
"3207",24018,"angular","Random"
"3208",7,"angular","Random"
"3209",11,"angular","Random"
"3210",27,"angular","Random"
"3211",NA,"angular","Random"
"3212",331,"angular","Random"
"3213",1324,"angular","Random"
"3214",NA,"angular","Random"
"3215",202,"angular","Random"
"3216",0,"angular","Random"
