issuenumber,restime,commentcount,author_association,assigneeid,milestone,room,config
4732,4,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
4734,0,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
4738,1866,5,NONE,NA,NO,deeplearning,Gitter
4743,1526,3,NONE,NA,NO,deeplearning,Gitter
4748,9667,7,NONE,NA,NO,deeplearning,Gitter
4751,1108,9,NONE,NA,NO,deeplearning,Gitter
4757,266,12,NONE,1445295,NO,deeplearning,Gitter
4759,223,9,NONE,NA,NO,deeplearning,Gitter
4763,224,1,NONE,NA,NO,deeplearning,Gitter
4779,NA,0,NONE,NA,NO,deeplearning,Gitter
4784,1064,8,MEMBER,NA,NO,deeplearning,Gitter
4811,9,2,NONE,NA,NO,deeplearning,Gitter
4821,308,2,CONTRIBUTOR,NA,NO,deeplearning,Gitter
4822,22,2,NONE,NA,NO,deeplearning,Gitter
4829,7931,16,NONE,NA,NO,deeplearning,Gitter
4848,1601,14,NONE,NA,NO,deeplearning,Gitter
4850,26,9,NONE,NA,NO,deeplearning,Gitter
4853,28,0,NONE,NA,NO,deeplearning,Gitter
4855,39,2,NONE,NA,NO,deeplearning,Gitter
4893,NA,1,NONE,NA,NO,deeplearning,Gitter
4898,99,6,NONE,NA,NO,deeplearning,Gitter
4900,418,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
4910,1,3,NONE,NA,NO,deeplearning,Gitter
4912,NA,8,NONE,NA,NO,deeplearning,Gitter
4918,NA,2,NONE,NA,YES,deeplearning,Gitter
4919,NA,0,NONE,NA,NO,deeplearning,Gitter
4922,NA,5,NONE,NA,NO,deeplearning,Gitter
4924,134,5,NONE,NA,NO,deeplearning,Gitter
4939,0,2,NONE,NA,NO,deeplearning,Gitter
4942,7088,5,NONE,NA,NO,deeplearning,Gitter
4951,258,1,NONE,NA,YES,deeplearning,Gitter
4970,4,1,NONE,NA,NO,deeplearning,Gitter
4971,7290,4,NONE,NA,NO,deeplearning,Gitter
4984,121,1,NONE,NA,YES,deeplearning,Gitter
4986,NA,1,NONE,1445295,NO,deeplearning,Gitter
5001,NA,6,NONE,NA,YES,deeplearning,Gitter
5022,9,6,NONE,NA,NO,deeplearning,Gitter
5029,115,8,NONE,NA,NO,deeplearning,Gitter
5040,4,2,NONE,NA,NO,deeplearning,Gitter
5045,NA,5,NONE,NA,NO,deeplearning,Gitter
5051,259,4,NONE,NA,NO,deeplearning,Gitter
5056,1964,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
5080,18,5,NONE,NA,NO,deeplearning,Gitter
5110,15,4,NONE,NA,YES,deeplearning,Gitter
5176,NA,0,CONTRIBUTOR,NA,YES,deeplearning,Gitter
5220,34,6,NONE,NA,NO,deeplearning,Gitter
5237,748,3,NONE,NA,NO,deeplearning,Gitter
5240,745,1,NONE,NA,NO,deeplearning,Gitter
5250,NA,1,NONE,NA,NO,deeplearning,Gitter
5265,NA,3,CONTRIBUTOR,NA,NO,deeplearning,Gitter
5282,34,5,NONE,NA,NO,deeplearning,Gitter
5288,NA,8,CONTRIBUTOR,NA,NO,deeplearning,Gitter
5301,4,5,NONE,NA,NO,deeplearning,Gitter
5325,0,0,NONE,NA,NO,deeplearning,Gitter
5343,362,30,NONE,NA,NO,deeplearning,Gitter
5389,NA,0,NONE,NA,NO,deeplearning,Gitter
5407,12,2,NONE,NA,NO,deeplearning,Gitter
5427,54,3,NONE,1445295,NO,deeplearning,Gitter
5437,1438,2,NONE,NA,NO,deeplearning,Gitter
5445,177,3,NONE,NA,NO,deeplearning,Gitter
5455,16,3,NONE,NA,NO,deeplearning,Gitter
5459,182,2,NONE,NA,NO,deeplearning,Gitter
5460,26,15,NONE,NA,NO,deeplearning,Gitter
5508,302,13,NONE,NA,NO,deeplearning,Gitter
5519,1099,4,NONE,NA,NO,deeplearning,Gitter
5523,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
5549,NA,7,NONE,NA,NO,deeplearning,Gitter
5551,167,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
5570,140,6,NONE,NA,NO,deeplearning,Gitter
5572,NA,0,NONE,NA,NO,deeplearning,Gitter
5616,74,5,NONE,NA,NO,deeplearning,Gitter
5624,839,3,NONE,NA,NO,deeplearning,Gitter
5662,3,3,NONE,NA,NO,deeplearning,Gitter
5691,5590,7,NONE,NA,NO,deeplearning,Gitter
5705,4,3,NONE,NA,NO,deeplearning,Gitter
5708,10,3,NONE,NA,NO,deeplearning,Gitter
5710,842,8,NONE,NA,NO,deeplearning,Gitter
5784,676,8,NONE,NA,NO,deeplearning,Gitter
5790,NA,3,CONTRIBUTOR,NA,NO,deeplearning,Gitter
5804,7086,18,NONE,NA,NO,deeplearning,Gitter
5806,0,3,NONE,NA,NO,deeplearning,Gitter
5817,1,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
5835,411,2,NONE,NA,NO,deeplearning,Gitter
5932,137,2,NONE,NA,NO,deeplearning,Gitter
5960,20,1,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
5971,28,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
5977,21,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
5981,6,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
5982,7,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6060,6,6,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
6068,3,16,NONE,NA,NO,deeplearning,Gitter
6103,2,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6111,NA,0,NONE,NA,NO,deeplearning,Gitter
6130,NA,0,NONE,NA,NO,deeplearning,Gitter
6132,539,30,NONE,NA,NO,deeplearning,Gitter
6159,312,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6166,311,13,NONE,NA,NO,deeplearning,Gitter
6184,251,4,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
6203,NA,12,NONE,NA,NO,deeplearning,Gitter
6219,NA,2,NONE,NA,NO,deeplearning,Gitter
6228,146,11,NONE,NA,NO,deeplearning,Gitter
6237,142,3,NONE,NA,NO,deeplearning,Gitter
6242,128,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6269,8900,14,NONE,NA,NO,deeplearning,Gitter
6279,58,3,NONE,NA,NO,deeplearning,Gitter
6305,134,2,NONE,NA,NO,deeplearning,Gitter
6316,96,16,NONE,NA,NO,deeplearning,Gitter
6326,156,5,NONE,NA,NO,deeplearning,Gitter
6339,NA,1,NONE,NA,NO,deeplearning,Gitter
6350,2286,2,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6358,82,3,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
6363,NA,1,NONE,NA,NO,deeplearning,Gitter
6364,6547,2,NONE,NA,YES,deeplearning,Gitter
6399,0,3,NONE,NA,NO,deeplearning,Gitter
6409,NA,30,MEMBER,3328023,NO,deeplearning,Gitter
6410,NA,2,NONE,NA,NO,deeplearning,Gitter
6418,2036,25,NONE,NA,NO,deeplearning,Gitter
6439,NA,1,NONE,NA,NO,deeplearning,Gitter
6472,422,20,NONE,NA,NO,deeplearning,Gitter
6474,27,9,NONE,NA,NO,deeplearning,Gitter
6508,8,2,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6515,27,0,MEMBER,NA,NO,deeplearning,Gitter
6518,186,14,NONE,NA,NO,deeplearning,Gitter
6526,0,6,NONE,NA,NO,deeplearning,Gitter
6544,452,2,NONE,NA,NO,deeplearning,Gitter
6550,161,7,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6558,2,5,NONE,NA,NO,deeplearning,Gitter
6568,NA,3,NONE,1445295,NO,deeplearning,Gitter
6587,13,2,MEMBER,NA,NO,deeplearning,Gitter
6635,113,6,NONE,NA,NO,deeplearning,Gitter
6697,NA,0,NONE,NA,NO,deeplearning,Gitter
6700,NA,1,NONE,NA,NO,deeplearning,Gitter
6702,NA,30,NONE,NA,NO,deeplearning,Gitter
6713,887,3,NONE,NA,NO,deeplearning,Gitter
6714,47,10,NONE,NA,NO,deeplearning,Gitter
6720,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6728,97,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6736,191,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6745,2,1,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
6804,412,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6809,1705,10,NONE,NA,NO,deeplearning,Gitter
6810,174,6,NONE,NA,NO,deeplearning,Gitter
6818,NA,0,NONE,NA,NO,deeplearning,Gitter
6825,268,1,NONE,NA,NO,deeplearning,Gitter
6839,176,30,NONE,NA,NO,deeplearning,Gitter
6841,238,5,NONE,NA,NO,deeplearning,Gitter
6843,NA,1,NONE,NA,NO,deeplearning,Gitter
6845,12,2,NONE,NA,NO,deeplearning,Gitter
6846,NA,0,NONE,NA,NO,deeplearning,Gitter
6856,NA,4,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6893,1,0,NONE,NA,NO,deeplearning,Gitter
6907,NA,30,MEMBER,1445295,YES,deeplearning,Gitter
6945,27,1,NONE,NA,NO,deeplearning,Gitter
6955,315,2,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6961,NA,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
6985,64,2,NONE,NA,NO,deeplearning,Gitter
7018,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7027,13,6,NONE,NA,NO,deeplearning,Gitter
7029,84,3,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7032,71,1,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
7049,260,16,NONE,NA,NO,deeplearning,Gitter
7064,1642,6,NONE,NA,NO,deeplearning,Gitter
7068,98,2,NONE,NA,NO,deeplearning,Gitter
7076,151,3,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7079,146,17,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7097,30,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7100,12,2,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
7101,323,8,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7104,321,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7105,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7115,218,4,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7125,1275,13,NONE,NA,NO,deeplearning,Gitter
7136,0,3,NONE,NA,NO,deeplearning,Gitter
7140,5,4,NONE,NA,NO,deeplearning,Gitter
7141,20,1,NONE,NA,NO,deeplearning,Gitter
7151,666,4,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7190,59,1,NONE,NA,NO,deeplearning,Gitter
7191,2,2,NONE,NA,NO,deeplearning,Gitter
7192,358,18,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7222,NA,3,NONE,NA,NO,deeplearning,Gitter
7237,NA,0,NONE,NA,NO,deeplearning,Gitter
7245,200,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7247,NA,4,NONE,NA,NO,deeplearning,Gitter
7250,297,1,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
7264,5720,6,NONE,NA,NO,deeplearning,Gitter
7270,253,2,NONE,NA,NO,deeplearning,Gitter
7309,NA,6,NONE,NA,NO,deeplearning,Gitter
7311,686,1,NONE,NA,YES,deeplearning,Gitter
7315,25,7,NONE,NA,NO,deeplearning,Gitter
7340,121,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7343,83,1,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
7352,56,1,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
7362,NA,4,NONE,NA,NO,deeplearning,Gitter
7408,NA,5,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7431,NA,30,NONE,NA,NO,deeplearning,Gitter
7435,17,1,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
7450,0,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7462,NA,1,NONE,NA,NO,deeplearning,Gitter
7465,NA,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7466,421,9,CONTRIBUTOR,2360237,YES,deeplearning,Gitter
7494,NA,9,NONE,NA,NO,deeplearning,Gitter
7563,20,12,NONE,NA,NO,deeplearning,Gitter
7598,NA,2,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7629,NA,2,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7679,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7681,NA,4,NONE,NA,NO,deeplearning,Gitter
7686,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7688,NA,0,MEMBER,NA,YES,deeplearning,Gitter
7715,515,4,NONE,NA,NO,deeplearning,Gitter
7720,11,5,NONE,NA,NO,deeplearning,Gitter
7730,477,6,NONE,NA,NO,deeplearning,Gitter
7731,401,5,NONE,NA,NO,deeplearning,Gitter
7735,1,2,NONE,NA,NO,deeplearning,Gitter
7740,NA,0,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
7763,2521,8,NONE,9946053,YES,deeplearning,Gitter
7773,NA,4,NONE,NA,NO,deeplearning,Gitter
7781,22,20,NONE,NA,NO,deeplearning,Gitter
7785,196,12,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7806,37,3,NONE,NA,NO,deeplearning,Gitter
7808,6,1,NONE,NA,NO,deeplearning,Gitter
7817,NA,6,NONE,NA,NO,deeplearning,Gitter
7819,0,0,MEMBER,NA,NO,deeplearning,Gitter
7859,220,0,CONTRIBUTOR,2360237,NO,deeplearning,Gitter
7864,446,2,NONE,NA,NO,deeplearning,Gitter
7872,NA,1,CONTRIBUTOR,NA,YES,deeplearning,Gitter
7889,1,4,NONE,NA,NO,deeplearning,Gitter
7891,2396,4,NONE,NA,NO,deeplearning,Gitter
7918,12,27,NONE,NA,NO,deeplearning,Gitter
7920,NA,3,NONE,NA,NO,deeplearning,Gitter
7930,339,3,NONE,12250879,NO,deeplearning,Gitter
7948,NA,7,NONE,NA,NO,deeplearning,Gitter
7962,78,9,NONE,NA,NO,deeplearning,Gitter
7982,3,11,CONTRIBUTOR,NA,NO,deeplearning,Gitter
7992,387,1,NONE,NA,NO,deeplearning,Gitter
7998,105,3,NONE,NA,NO,deeplearning,Gitter
8020,1,4,NONE,12250879,NO,deeplearning,Gitter
8022,8,5,NONE,NA,NO,deeplearning,Gitter
8035,510,18,NONE,NA,NO,deeplearning,Gitter
8041,24,4,NONE,NA,NO,deeplearning,Gitter
8071,NA,7,NONE,NA,NO,deeplearning,Gitter
8072,1117,21,CONTRIBUTOR,NA,NO,deeplearning,Gitter
8083,NA,5,NONE,NA,NO,deeplearning,Gitter
8108,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
8110,11,16,NONE,NA,NO,deeplearning,Gitter
8112,0,1,NONE,NA,NO,deeplearning,Gitter
8119,252,6,NONE,NA,NO,deeplearning,Gitter
8120,10,1,NONE,2360237,YES,deeplearning,Gitter
8121,10,1,NONE,2360237,NO,deeplearning,Gitter
8122,10,1,NONE,NA,NO,deeplearning,Gitter
8156,NA,30,NONE,12250879,NO,deeplearning,Gitter
8165,438,20,NONE,NA,YES,deeplearning,Gitter
8183,61,3,NONE,NA,NO,deeplearning,Gitter
8214,1348,0,NONE,NA,YES,deeplearning,Gitter
8217,NA,30,NONE,9946053,NO,deeplearning,Gitter
8219,66,17,NONE,NA,NO,deeplearning,Gitter
8225,1076,0,CONTRIBUTOR,NA,NO,deeplearning,Gitter
8230,7,6,NONE,2360237,NO,deeplearning,Gitter
8236,1246,20,CONTRIBUTOR,NA,NO,deeplearning,Gitter
8239,225,0,NONE,NA,NO,deeplearning,Gitter
8253,NA,24,NONE,NA,NO,deeplearning,Gitter
8258,NA,30,NONE,NA,NO,deeplearning,Gitter
8278,NA,1,CONTRIBUTOR,NA,NO,deeplearning,Gitter
8342,63,7,CONTRIBUTOR,NA,YES,deeplearning,Gitter
4,1,2,MEMBER,NA,NO,gulp,Gitter
71,2,30,CONTRIBUTOR,NA,NO,gulp,Gitter
282,39,26,NONE,NA,NO,gulp,Gitter
396,380,30,MEMBER,425716,YES,gulp,Gitter
492,735,23,NONE,NA,NO,gulp,Gitter
651,9463,28,MEMBER,NA,NO,gulp,Gitter
845,15,5,NONE,NA,NO,gulp,Gitter
889,2,2,NONE,NA,NO,gulp,Gitter
918,1,4,NONE,NA,NO,gulp,Gitter
919,1,16,NONE,NA,NO,gulp,Gitter
926,4,1,NONE,NA,NO,gulp,Gitter
998,4,13,NONE,NA,NO,gulp,Gitter
1012,95,11,NONE,NA,NO,gulp,Gitter
1054,58,13,NONE,NA,NO,gulp,Gitter
1250,0,2,NONE,NA,NO,gulp,Gitter
1268,257,30,MEMBER,NA,YES,gulp,Gitter
1275,0,9,NONE,NA,NO,gulp,Gitter
1486,25530,2,MEMBER,NA,YES,gulp,Gitter
1501,22,1,CONTRIBUTOR,NA,NO,gulp,Gitter
1571,15698,6,MEMBER,NA,YES,gulp,Gitter
1604,14377,30,MEMBER,NA,YES,gulp,Gitter
2091,10,2,NONE,NA,NO,gulp,Gitter
2279,1,1,NONE,NA,NO,gulp,Gitter
2281,0,1,NONE,NA,NO,gulp,Gitter
2,5698,30,OWNER,2439146,NO,JTAppleCalendar,Gitter
12,266,28,NONE,2439146,YES,JTAppleCalendar,Gitter
38,5543,7,NONE,2439146,YES,JTAppleCalendar,Gitter
112,0,4,NONE,NA,NO,JTAppleCalendar,Gitter
177,0,1,NONE,NA,NO,JTAppleCalendar,Gitter
182,0,3,NONE,NA,NO,JTAppleCalendar,Gitter
195,2,4,NONE,NA,NO,JTAppleCalendar,Gitter
207,180,13,NONE,2439146,NO,JTAppleCalendar,Gitter
216,5879,29,OWNER,2439146,NO,JTAppleCalendar,Gitter
221,2981,13,NONE,2439146,NO,JTAppleCalendar,Gitter
244,385,19,NONE,2439146,NO,JTAppleCalendar,Gitter
252,437,18,NONE,2439146,NO,JTAppleCalendar,Gitter
296,1191,5,NONE,2439146,NO,JTAppleCalendar,Gitter
377,158,20,NONE,NA,NO,JTAppleCalendar,Gitter
391,3455,11,NONE,2439146,NO,JTAppleCalendar,Gitter
408,91,2,NONE,NA,NO,JTAppleCalendar,Gitter
423,18,5,NONE,NA,NO,JTAppleCalendar,Gitter
431,146,15,NONE,2439146,NO,JTAppleCalendar,Gitter
438,387,0,OWNER,NA,NO,JTAppleCalendar,Gitter
441,140,5,NONE,2439146,NO,JTAppleCalendar,Gitter
454,917,5,NONE,2439146,NO,JTAppleCalendar,Gitter
496,90,1,NONE,NA,NO,JTAppleCalendar,Gitter
505,139,9,NONE,2439146,NO,JTAppleCalendar,Gitter
511,25,3,CONTRIBUTOR,2439146,NO,JTAppleCalendar,Gitter
517,13589,30,OWNER,NA,NO,JTAppleCalendar,Gitter
542,562,6,NONE,2439146,NO,JTAppleCalendar,Gitter
553,1139,18,OWNER,2439146,NO,JTAppleCalendar,Gitter
557,10193,29,NONE,2439146,NO,JTAppleCalendar,Gitter
581,0,1,OWNER,NA,NO,JTAppleCalendar,Gitter
588,5,9,NONE,NA,NO,JTAppleCalendar,Gitter
626,8,3,NONE,NA,NO,JTAppleCalendar,Gitter
629,12896,30,CONTRIBUTOR,2439146,NO,JTAppleCalendar,Gitter
642,8,1,NONE,NA,NO,JTAppleCalendar,Gitter
661,36,2,NONE,NA,NO,JTAppleCalendar,Gitter
667,1,2,NONE,2439146,NO,JTAppleCalendar,Gitter
687,1013,3,NONE,2439146,NO,JTAppleCalendar,Gitter
716,NA,13,NONE,2439146,NO,JTAppleCalendar,Gitter
767,48,9,NONE,NA,NO,JTAppleCalendar,Gitter
792,173,10,NONE,2439146,NO,JTAppleCalendar,Gitter
836,5626,5,OWNER,NA,NO,JTAppleCalendar,Gitter
1030,159,17,NONE,2439146,NO,JTAppleCalendar,Gitter
1068,492,30,NONE,2439146,NO,JTAppleCalendar,Gitter
1094,196,3,NONE,NA,NO,JTAppleCalendar,Gitter
642,17592,23,NONE,NA,NO,magento,Gitter
1590,2479,30,CONTRIBUTOR,NA,NO,magento,Gitter
1821,22921,16,CONTRIBUTOR,20471367,NO,magento,Gitter
2594,1,6,NONE,NA,NO,magento,Gitter
2616,0,2,NONE,NA,NO,magento,Gitter
2634,4,7,NONE,NA,NO,magento,Gitter
2856,25166,7,MEMBER,40756439,NO,magento,Gitter
3409,47,12,CONTRIBUTOR,NA,NO,magento,Gitter
4170,1942,30,NONE,5603216,NO,magento,Gitter
4454,12497,21,NONE,NA,NO,magento,Gitter
4619,4560,10,CONTRIBUTOR,6424075,NO,magento,Gitter
4929,1987,13,NONE,NA,NO,magento,Gitter
5068,11693,17,CONTRIBUTOR,NA,NO,magento,Gitter
5542,18983,11,NONE,NA,NO,magento,Gitter
5638,1154,8,NONE,9049705,NO,magento,Gitter
5642,1459,30,NONE,9049705,NO,magento,Gitter
7525,7633,29,NONE,NA,NO,magento,Gitter
7840,1829,26,NONE,NA,NO,magento,Gitter
9508,3294,5,NONE,NA,NO,magento,Gitter
11107,16,25,NONE,NA,NO,magento,Gitter
18472,3552,30,CONTRIBUTOR,3997682,YES,magento,Gitter
27,12815,24,NONE,NA,NO,mailboxer,Gitter
325,1,0,CONTRIBUTOR,NA,NO,mailboxer,Gitter
327,370,1,CONTRIBUTOR,NA,NO,mailboxer,Gitter
64,1075,6,CONTRIBUTOR,NA,YES,material,Gitter
146,670,17,CONTRIBUTOR,409615,NO,material,Gitter
231,114,30,MEMBER,NA,NO,material,Gitter
238,25,3,CONTRIBUTOR,NA,NO,material,Gitter
744,4699,8,MEMBER,234957,YES,material,Gitter
783,11295,14,NONE,139760,YES,material,Gitter
854,8624,30,NONE,NA,NO,material,Gitter
913,8605,16,NONE,NA,NO,material,Gitter
939,5833,3,NONE,234957,NO,material,Gitter
984,2404,17,NONE,NA,YES,material,Gitter
1016,12598,7,COLLABORATOR,NA,YES,material,Gitter
1170,672,4,COLLABORATOR,NA,YES,material,Gitter
1246,0,30,NONE,NA,NO,material,Gitter
1253,2,14,NONE,NA,NO,material,Gitter
1352,8071,17,CONTRIBUTOR,NA,YES,material,Gitter
1374,0,13,NONE,NA,NO,material,Gitter
1422,27,5,CONTRIBUTOR,234957,YES,material,Gitter
1431,4,7,COLLABORATOR,NA,YES,material,Gitter
1432,3,1,COLLABORATOR,234957,NO,material,Gitter
1437,1,3,MEMBER,NA,YES,material,Gitter
1495,742,3,NONE,234957,NO,material,Gitter
1496,1830,6,CONTRIBUTOR,NA,NO,material,Gitter
1503,39,12,NONE,NA,NO,material,Gitter
1513,4,4,NONE,NA,NO,material,Gitter
1519,506,18,COLLABORATOR,NA,YES,material,Gitter
1542,4367,11,NONE,868301,YES,material,Gitter
1748,10299,17,NONE,NA,YES,material,Gitter
1782,280,5,COLLABORATOR,NA,YES,material,Gitter
4053,NA,1,COLLABORATOR,NA,NO,material,Gitter
4057,17,13,COLLABORATOR,NA,NO,material,Gitter
4156,296,30,NONE,NA,NO,material,Gitter
4264,727,1,NONE,NA,NO,material,Gitter
4275,48,11,NONE,NA,NO,material,Gitter
4294,1121,5,NONE,NA,NO,material,Gitter
4351,0,4,NONE,NA,NO,material,Gitter
4505,4080,1,CONTRIBUTOR,NA,YES,material,Gitter
4732,339,7,NONE,1185269,YES,material,Gitter
4782,17,0,NONE,NA,NO,material,Gitter
4794,42,2,NONE,409615,NO,material,Gitter
1703,10524,17,CONTRIBUTOR,NA,NO,meteor,Gitter
1834,32,30,CONTRIBUTOR,NA,NO,meteor,Gitter
2269,151,1,NONE,NA,NO,meteor,Gitter
2981,18553,21,COLLABORATOR,NA,NO,meteor,Gitter
3340,1,1,CONTRIBUTOR,NA,NO,meteor,Gitter
3409,21325,30,CONTRIBUTOR,NA,NO,meteor,Gitter
3414,455,15,CONTRIBUTOR,NA,NO,meteor,Gitter
3430,21314,2,NONE,NA,NO,meteor,Gitter
3444,108,6,NONE,NA,NO,meteor,Gitter
3480,18810,3,NONE,NA,NO,meteor,Gitter
3526,50,3,CONTRIBUTOR,NA,NO,meteor,Gitter
3540,267,22,NONE,NA,NO,meteor,Gitter
3558,0,3,NONE,NA,NO,meteor,Gitter
3603,9242,13,NONE,54485,NO,meteor,Gitter
3698,8978,30,NONE,NA,NO,meteor,Gitter
3765,15265,6,NONE,NA,NO,meteor,Gitter
3799,8000,30,NONE,54485,NO,meteor,Gitter
3826,803,8,NONE,NA,NO,meteor,Gitter
4220,115,3,NONE,NA,NO,meteor,Gitter
4314,15338,24,CONTRIBUTOR,NA,NO,meteor,Gitter
4522,1756,2,CONTRIBUTOR,NA,NO,meteor,Gitter
4711,125,2,NONE,NA,NO,meteor,Gitter
4933,914,21,CONTRIBUTOR,5750,YES,meteor,Gitter
4986,12965,23,NONE,NA,NO,meteor,Gitter
5124,8306,30,CONTRIBUTOR,NA,NO,meteor,Gitter
5219,5215,18,CONTRIBUTOR,NA,NO,meteor,Gitter
5275,12525,30,NONE,NA,NO,meteor,Gitter
5349,0,1,NONE,NA,NO,meteor,Gitter
5472,36,3,NONE,NA,NO,meteor,Gitter
5587,11,1,NONE,NA,NO,meteor,Gitter
5621,430,1,NONE,54485,NO,meteor,Gitter
5622,429,11,CONTRIBUTOR,54485,NO,meteor,Gitter
5711,2051,2,NONE,NA,NO,meteor,Gitter
5763,5866,20,NONE,NA,NO,meteor,Gitter
6016,939,15,NONE,5750,YES,meteor,Gitter
6050,704,30,CONTRIBUTOR,54485,YES,meteor,Gitter
6258,5415,4,NONE,NA,NO,meteor,Gitter
6266,930,30,CONTRIBUTOR,81672,YES,meteor,Gitter
6529,2846,13,NONE,NA,NO,meteor,Gitter
7470,0,2,CONTRIBUTOR,NA,NO,meteor,Gitter
7563,1372,22,NONE,5750,YES,meteor,Gitter
7594,749,30,NONE,132554,NO,meteor,Gitter
7688,3962,30,NONE,NA,NO,meteor,Gitter
7772,38,30,COLLABORATOR,NA,NO,meteor,Gitter
7959,352,30,NONE,NA,YES,meteor,Gitter
7988,7627,12,NONE,NA,NO,meteor,Gitter
8135,959,6,NONE,NA,NO,meteor,Gitter
8200,1357,4,NONE,NA,NO,meteor,Gitter
8464,4514,30,NONE,NA,YES,meteor,Gitter
8589,25,7,NONE,NA,NO,meteor,Gitter
8645,95,21,NONE,NA,YES,meteor,Gitter
8756,430,7,CONTRIBUTOR,NA,NO,meteor,Gitter
9202,87,6,NONE,NA,NO,meteor,Gitter
9382,19,0,MEMBER,NA,YES,meteor,Gitter
9561,1028,4,NONE,NA,NO,meteor,Gitter
9569,976,8,CONTRIBUTOR,NA,NO,meteor,Gitter
911,NA,6,CONTRIBUTOR,103522,YES,MonoGame,Gitter
948,46797,18,CONTRIBUTOR,NA,NO,MonoGame,Gitter
2167,NA,30,CONTRIBUTOR,NA,NO,MonoGame,Gitter
2661,NA,10,MEMBER,NA,NO,MonoGame,Gitter
3009,21652,11,CONTRIBUTOR,103522,NO,MonoGame,Gitter
3306,NA,29,MEMBER,NA,YES,MonoGame,Gitter
3556,NA,15,CONTRIBUTOR,103522,YES,MonoGame,Gitter
4147,NA,14,NONE,NA,NO,MonoGame,Gitter
4399,18640,30,MEMBER,NA,YES,MonoGame,Gitter
4559,15283,18,MEMBER,NA,NO,MonoGame,Gitter
4571,NA,30,MEMBER,NA,YES,MonoGame,Gitter
4781,9072,3,NONE,NA,NO,MonoGame,Gitter
4818,499,1,NONE,NA,NO,MonoGame,Gitter
4934,NA,0,CONTRIBUTOR,NA,NO,MonoGame,Gitter
5072,245,30,CONTRIBUTOR,NA,NO,MonoGame,Gitter
5109,20119,13,MEMBER,NA,YES,MonoGame,Gitter
5111,NA,3,MEMBER,NA,YES,MonoGame,Gitter
5126,20662,9,MEMBER,103522,YES,MonoGame,Gitter
