issuenumber,restime,commentcount,author_association,assigneeid,milestone,room,config
12251,NA,9,NONE,NA,YES,angular,Gitter
12274,2020,2,CONTRIBUTOR,NA,NO,angular,Gitter
12275,2598,10,NONE,NA,NO,angular,Gitter
12277,94,7,NONE,NA,NO,angular,Gitter
12279,0,5,NONE,NA,NO,angular,Gitter
12282,719,16,CONTRIBUTOR,NA,NO,angular,Gitter
12285,10,3,NONE,NA,NO,angular,Gitter
12289,NA,26,CONTRIBUTOR,NA,YES,angular,Gitter
12302,0,3,NONE,NA,NO,angular,Gitter
12309,722,7,CONTRIBUTOR,NA,NO,angular,Gitter
12313,NA,30,NONE,2941178,YES,angular,Gitter
12319,80,7,CONTRIBUTOR,NA,NO,angular,Gitter
12327,217,1,CONTRIBUTOR,NA,NO,angular,Gitter
12333,601,3,CONTRIBUTOR,9335533,NO,angular,Gitter
12347,NA,12,NONE,NA,YES,angular,Gitter
12351,248,5,NONE,NA,NO,angular,Gitter
12355,550,2,NONE,NA,NO,angular,Gitter
12356,21270,14,NONE,NA,YES,angular,Gitter
12360,348,2,NONE,35996,NO,angular,Gitter
12363,2022,7,NONE,NA,NO,angular,Gitter
12369,150,6,NONE,NA,NO,angular,Gitter
12378,NA,3,NONE,NA,YES,angular,Gitter
12387,545,9,NONE,NA,NO,angular,Gitter
12391,1,1,CONTRIBUTOR,NA,NO,angular,Gitter
12398,NA,8,CONTRIBUTOR,372013,YES,angular,Gitter
12409,NA,30,NONE,2941178,YES,angular,Gitter
12411,15964,20,NONE,NA,YES,angular,Gitter
12423,2098,10,NONE,NA,NO,angular,Gitter
12427,10744,5,NONE,NA,NO,angular,Gitter
12428,84,6,CONTRIBUTOR,NA,NO,angular,Gitter
12442,461,12,NONE,NA,NO,angular,Gitter
12446,241,30,NONE,NA,NO,angular,Gitter
12455,14,3,NONE,NA,NO,angular,Gitter
12463,2666,30,NONE,NA,NO,angular,Gitter
12480,2,18,CONTRIBUTOR,NA,NO,angular,Gitter
12495,2445,4,CONTRIBUTOR,463703,NO,angular,Gitter
12500,1,13,NONE,NA,NO,angular,Gitter
12505,773,5,NONE,NA,NO,angular,Gitter
12520,0,2,NONE,NA,NO,angular,Gitter
12522,NA,10,NONE,NA,YES,angular,Gitter
12523,7,3,NONE,NA,NO,angular,Gitter
12530,NA,30,NONE,NA,YES,angular,Gitter
12532,815,2,MEMBER,35996,NO,angular,Gitter
12536,1,1,NONE,NA,NO,angular,Gitter
12537,1,3,NONE,NA,NO,angular,Gitter
12540,NA,30,NONE,3871688,YES,angular,Gitter
12553,47,8,CONTRIBUTOR,NA,NO,angular,Gitter
12583,94,3,MEMBER,NA,NO,angular,Gitter
12597,9383,12,CONTRIBUTOR,NA,NO,angular,Gitter
12631,3238,30,CONTRIBUTOR,372013,NO,angular,Gitter
12638,9594,10,CONTRIBUTOR,NA,NO,angular,Gitter
12681,153,2,NONE,NA,NO,angular,Gitter
12688,NA,0,NONE,NA,YES,angular,Gitter
12691,NA,5,MEMBER,NA,YES,angular,Gitter
12697,23,5,CONTRIBUTOR,NA,NO,angular,Gitter
12709,2122,3,NONE,NA,NO,angular,Gitter
12716,NA,0,CONTRIBUTOR,NA,YES,angular,Gitter
12730,58,2,NONE,NA,NO,angular,Gitter
12733,46,4,NONE,NA,NO,angular,Gitter
12737,8,15,NONE,NA,NO,angular,Gitter
12740,271,3,CONTRIBUTOR,NA,NO,angular,Gitter
12743,26,2,NONE,NA,NO,angular,Gitter
12750,10,3,NONE,NA,NO,angular,Gitter
12758,NA,10,NONE,NA,YES,angular,Gitter
12768,4,7,NONE,NA,NO,angular,Gitter
12787,1145,5,CONTRIBUTOR,NA,NO,angular,Gitter
12797,22,8,CONTRIBUTOR,NA,NO,angular,Gitter
12799,2,2,CONTRIBUTOR,NA,NO,angular,Gitter
12810,182,7,NONE,NA,NO,angular,Gitter
12816,4035,6,NONE,690815,NO,angular,Gitter
12818,NA,6,CONTRIBUTOR,NA,YES,angular,Gitter
12838,3581,5,NONE,NA,NO,angular,Gitter
12842,NA,30,NONE,NA,YES,angular,Gitter
12847,2292,17,CONTRIBUTOR,690815,NO,angular,Gitter
12851,454,30,NONE,NA,NO,angular,Gitter
12857,NA,5,NONE,NA,YES,angular,Gitter
12865,NA,14,NONE,NA,YES,angular,Gitter
12869,2882,30,NONE,NA,NO,angular,Gitter
12889,2866,29,NONE,NA,NO,angular,Gitter
12890,26,12,NONE,NA,NO,angular,Gitter
12904,NA,1,NONE,516168,YES,angular,Gitter
12909,1,4,NONE,NA,NO,angular,Gitter
12917,315,11,CONTRIBUTOR,372013,NO,angular,Gitter
12920,1,6,NONE,NA,NO,angular,Gitter
12924,4366,15,MEMBER,93018,NO,angular,Gitter
12930,1,4,NONE,NA,NO,angular,Gitter
12940,0,4,NONE,NA,NO,angular,Gitter
12942,1323,11,NONE,NA,NO,angular,Gitter
12963,2027,9,NONE,NA,NO,angular,Gitter
12966,592,13,NONE,NA,NO,angular,Gitter
12970,109,5,NONE,NA,NO,angular,Gitter
12971,1,3,NONE,NA,NO,angular,Gitter
12978,1,3,NONE,NA,NO,angular,Gitter
12980,91,5,NONE,NA,NO,angular,Gitter
13006,NA,9,NONE,NA,YES,angular,Gitter
13030,NA,2,NONE,NA,YES,angular,Gitter
13032,149,8,CONTRIBUTOR,372013,NO,angular,Gitter
13036,1845,5,CONTRIBUTOR,NA,NO,angular,Gitter
13045,309,3,CONTRIBUTOR,35996,NO,angular,Gitter
13059,227,10,CONTRIBUTOR,NA,NO,angular,Gitter
13061,385,12,MEMBER,111951,NO,angular,Gitter
13074,108,2,MEMBER,NA,NO,angular,Gitter
13075,9369,7,NONE,NA,NO,angular,Gitter
13078,53,3,NONE,NA,NO,angular,Gitter
13089,414,1,NONE,NA,NO,angular,Gitter
13095,410,3,CONTRIBUTOR,NA,NO,angular,Gitter
13098,NA,8,NONE,NA,YES,angular,Gitter
13105,2187,1,CONTRIBUTOR,NA,NO,angular,Gitter
13131,55,1,CONTRIBUTOR,NA,NO,angular,Gitter
13138,NA,4,MEMBER,NA,YES,angular,Gitter
13146,23,27,NONE,NA,NO,angular,Gitter
13159,2406,3,NONE,NA,NO,angular,Gitter
13192,112,3,NONE,NA,NO,angular,Gitter
13200,24483,30,NONE,NA,YES,angular,Gitter
13205,NA,30,CONTRIBUTOR,NA,YES,angular,Gitter
13209,1,1,CONTRIBUTOR,NA,NO,angular,Gitter
13214,1046,17,NONE,NA,NO,angular,Gitter
13218,NA,0,NONE,NA,YES,angular,Gitter
13243,NA,14,NONE,NA,YES,angular,Gitter
13248,NA,30,MEMBER,NA,YES,angular,Gitter
13260,NA,9,CONTRIBUTOR,NA,YES,angular,Gitter
13265,13,3,NONE,NA,NO,angular,Gitter
13279,13,5,NONE,NA,NO,angular,Gitter
13285,1,3,NONE,NA,NO,angular,Gitter
13294,1508,30,CONTRIBUTOR,NA,NO,angular,Gitter
13297,38,9,MEMBER,NA,NO,angular,Gitter
13301,14,9,NONE,248818,NO,angular,Gitter
13303,157,17,NONE,248818,NO,angular,Gitter
13338,12,8,CONTRIBUTOR,NA,NO,angular,Gitter
13340,7649,15,NONE,NA,NO,angular,Gitter
13348,121,1,NONE,NA,NO,angular,Gitter
13349,1274,9,CONTRIBUTOR,NA,NO,angular,Gitter
13360,2919,8,NONE,NA,NO,angular,Gitter
13361,NA,14,CONTRIBUTOR,NA,YES,angular,Gitter
13373,NA,7,NONE,NA,YES,angular,Gitter
13379,1034,1,CONTRIBUTOR,NA,NO,angular,Gitter
13388,213,1,CONTRIBUTOR,NA,NO,angular,Gitter
13393,1,1,CONTRIBUTOR,NA,NO,angular,Gitter
13407,5712,6,NONE,NA,NO,angular,Gitter
13420,182,8,CONTRIBUTOR,NA,NO,angular,Gitter
13423,4,2,NONE,NA,NO,angular,Gitter
13434,386,2,NONE,NA,NO,angular,Gitter
13438,30,5,NONE,NA,NO,angular,Gitter
13446,NA,25,CONTRIBUTOR,NA,YES,angular,Gitter
13456,0,2,NONE,NA,NO,angular,Gitter
13461,NA,30,NONE,NA,YES,angular,Gitter
13471,826,8,CONTRIBUTOR,216296,NO,angular,Gitter
13479,169,6,CONTRIBUTOR,93018,NO,angular,Gitter
13484,313,6,NONE,NA,NO,angular,Gitter
13518,4,6,NONE,NA,NO,angular,Gitter
13521,10,7,NONE,372013,NO,angular,Gitter
13524,265,2,CONTRIBUTOR,NA,NO,angular,Gitter
13528,410,7,CONTRIBUTOR,NA,NO,angular,Gitter
13530,1054,30,NONE,NA,NO,angular,Gitter
13539,68,3,NONE,NA,NO,angular,Gitter
13540,487,19,MEMBER,NA,NO,angular,Gitter
13542,1273,1,CONTRIBUTOR,NA,NO,angular,Gitter
13558,220,2,CONTRIBUTOR,NA,NO,angular,Gitter
13562,355,5,NONE,NA,NO,angular,Gitter
13569,NA,2,NONE,NA,YES,angular,Gitter
13576,21,7,NONE,NA,NO,angular,Gitter
13586,NA,30,NONE,NA,YES,angular,Gitter
13590,NA,30,NONE,NA,YES,angular,Gitter
13593,748,12,CONTRIBUTOR,NA,NO,angular,Gitter
13609,1973,30,NONE,NA,NO,angular,Gitter
13631,32,3,NONE,NA,NO,angular,Gitter
13636,12801,21,NONE,NA,YES,angular,Gitter
13640,2,14,NONE,NA,NO,angular,Gitter
13650,335,3,NONE,NA,NO,angular,Gitter
13655,332,2,CONTRIBUTOR,NA,NO,angular,Gitter
13672,19,5,CONTRIBUTOR,NA,NO,angular,Gitter
13681,35,2,NONE,NA,NO,angular,Gitter
13682,2,8,NONE,NA,NO,angular,Gitter
13715,1533,10,CONTRIBUTOR,NA,NO,angular,Gitter
13725,14057,30,NONE,NA,YES,angular,Gitter
13754,8426,10,NONE,NA,NO,angular,Gitter
13761,NA,25,NONE,NA,YES,angular,Gitter
13766,NA,18,CONTRIBUTOR,NA,YES,angular,Gitter
13775,2025,4,CONTRIBUTOR,NA,NO,angular,Gitter
13776,NA,11,NONE,NA,YES,angular,Gitter
13788,NA,30,NONE,NA,YES,angular,Gitter
13789,410,4,CONTRIBUTOR,NA,NO,angular,Gitter
13790,12,2,NONE,NA,NO,angular,Gitter
13792,NA,30,NONE,NA,YES,angular,Gitter
13804,186,9,NONE,NA,NO,angular,Gitter
13807,10,6,NONE,NA,NO,angular,Gitter
13818,2176,18,CONTRIBUTOR,NA,NO,angular,Gitter
13820,2321,4,CONTRIBUTOR,NA,NO,angular,Gitter
13822,1487,30,CONTRIBUTOR,85066,NO,angular,Gitter
13829,203,11,NONE,NA,NO,angular,Gitter
13840,35,3,NONE,NA,NO,angular,Gitter
13851,4461,4,CONTRIBUTOR,516168,NO,angular,Gitter
13854,NA,7,MEMBER,NA,YES,angular,Gitter
13855,NA,2,NONE,NA,YES,angular,Gitter
13858,0,3,NONE,NA,NO,angular,Gitter
13860,530,11,NONE,NA,NO,angular,Gitter
13865,NA,19,NONE,NA,YES,angular,Gitter
13869,3929,30,NONE,NA,NO,angular,Gitter
13873,NA,24,NONE,NA,YES,angular,Gitter
13891,415,3,CONTRIBUTOR,NA,NO,angular,Gitter
13909,136,8,CONTRIBUTOR,NA,NO,angular,Gitter
13914,52,5,NONE,NA,NO,angular,Gitter
13921,0,26,NONE,NA,NO,angular,Gitter
13939,7,3,NONE,NA,NO,angular,Gitter
13954,2013,8,NONE,NA,NO,angular,Gitter
13984,1972,5,NONE,NA,NO,angular,Gitter
13998,163,1,CONTRIBUTOR,NA,NO,angular,Gitter
14005,143,5,CONTRIBUTOR,NA,NO,angular,Gitter
14013,1470,2,CONTRIBUTOR,NA,NO,angular,Gitter
14014,28,1,CONTRIBUTOR,NA,NO,angular,Gitter
14028,103,19,NONE,NA,NO,angular,Gitter
14033,NA,20,NONE,NA,YES,angular,Gitter
14040,279,3,NONE,NA,NO,angular,Gitter
14050,1,7,CONTRIBUTOR,NA,NO,angular,Gitter
14052,183,2,CONTRIBUTOR,NA,NO,angular,Gitter
14053,236,4,CONTRIBUTOR,NA,NO,angular,Gitter
14067,198,2,CONTRIBUTOR,NA,NO,angular,Gitter
14083,170,30,NONE,NA,NO,angular,Gitter
14087,177,8,NONE,NA,NO,angular,Gitter
14094,160,1,CONTRIBUTOR,NA,NO,angular,Gitter
14100,152,1,CONTRIBUTOR,NA,NO,angular,Gitter
14105,7877,2,NONE,NA,NO,angular,Gitter
14118,16,1,MEMBER,NA,NO,angular,Gitter
14128,11759,17,CONTRIBUTOR,NA,YES,angular,Gitter
14137,7830,5,NONE,NA,NO,angular,Gitter
14163,1742,5,CONTRIBUTOR,NA,NO,angular,Gitter
14171,NA,7,NONE,NA,YES,angular,Gitter
14187,NA,10,NONE,NA,YES,angular,Gitter
14191,NA,11,CONTRIBUTOR,NA,YES,angular,Gitter
14194,376,2,CONTRIBUTOR,NA,NO,angular,Gitter
14201,925,30,CONTRIBUTOR,NA,NO,angular,Gitter
14210,0,3,NONE,NA,NO,angular,Gitter
14217,23,2,CONTRIBUTOR,NA,NO,angular,Gitter
14228,14,10,CONTRIBUTOR,NA,NO,angular,Gitter
14252,18449,15,NONE,NA,YES,angular,Gitter
14267,413,20,NONE,NA,NO,angular,Gitter
14292,3696,9,CONTRIBUTOR,NA,NO,angular,Gitter
14298,954,14,NONE,NA,NO,angular,Gitter
14308,12900,16,CONTRIBUTOR,NA,NO,angular,Gitter
14311,100,7,CONTRIBUTOR,NA,NO,angular,Gitter
14324,NA,30,NONE,NA,YES,angular,Gitter
14339,67,4,NONE,NA,NO,angular,Gitter
14344,59,3,CONTRIBUTOR,NA,NO,angular,Gitter
14351,60,3,MEMBER,NA,NO,angular,Gitter
14355,247,4,NONE,NA,NO,angular,Gitter
14375,668,7,NONE,NA,NO,angular,Gitter
14376,NA,23,NONE,NA,YES,angular,Gitter
14404,7489,6,NONE,NA,NO,angular,Gitter
14446,1358,13,NONE,NA,NO,angular,Gitter
14450,0,4,NONE,NA,NO,angular,Gitter
14459,18048,5,NONE,NA,YES,angular,Gitter
14469,28,1,CONTRIBUTOR,NA,NO,angular,Gitter
14475,925,16,CONTRIBUTOR,NA,NO,angular,Gitter
14479,NA,12,NONE,NA,YES,angular,Gitter
14515,NA,4,CONTRIBUTOR,NA,YES,angular,Gitter
14545,NA,6,NONE,NA,YES,angular,Gitter
14549,NA,8,NONE,NA,YES,angular,Gitter
14566,242,6,MEMBER,NA,NO,angular,Gitter
14588,215,30,NONE,NA,NO,angular,Gitter
14593,6,7,NONE,NA,NO,angular,Gitter
14594,57,2,NONE,NA,NO,angular,Gitter
14615,39,10,NONE,NA,NO,angular,Gitter
14618,23,18,NONE,NA,NO,angular,Gitter
14619,3715,5,NONE,NA,NO,angular,Gitter
14656,NA,8,NONE,NA,YES,angular,Gitter
14707,NA,30,NONE,NA,YES,angular,Gitter
14710,NA,4,NONE,NA,YES,angular,Gitter
14713,1,5,NONE,NA,NO,angular,Gitter
14722,115,3,CONTRIBUTOR,NA,NO,angular,Gitter
14730,107,6,NONE,NA,YES,angular,Gitter
14733,1,28,NONE,NA,NO,angular,Gitter
14748,367,30,CONTRIBUTOR,NA,YES,angular,Gitter
14761,NA,27,NONE,NA,YES,angular,Gitter
14762,202,2,CONTRIBUTOR,NA,NO,angular,Gitter
14774,360,4,CONTRIBUTOR,NA,NO,angular,Gitter
14775,54,1,MEMBER,NA,NO,angular,Gitter
14780,86,8,NONE,NA,YES,angular,Gitter
14781,2,6,NONE,NA,NO,angular,Gitter
14782,171,2,MEMBER,NA,YES,angular,Gitter
14795,11,19,NONE,NA,NO,angular,Gitter
14796,370,4,NONE,NA,NO,angular,Gitter
14797,350,1,NONE,NA,YES,angular,Gitter
14802,4608,18,NONE,165056,NO,angular,Gitter
14813,454,13,NONE,93018,YES,angular,Gitter
14842,NA,17,CONTRIBUTOR,NA,YES,angular,Gitter
14846,3,8,CONTRIBUTOR,NA,NO,angular,Gitter
14865,512,13,CONTRIBUTOR,NA,NO,angular,Gitter
14874,507,6,CONTRIBUTOR,NA,NO,angular,Gitter
14892,84,10,NONE,NA,NO,angular,Gitter
14908,NA,0,NONE,NA,YES,angular,Gitter
14913,285,2,MEMBER,NA,NO,angular,Gitter
14918,0,5,NONE,NA,NO,angular,Gitter
14935,NA,13,NONE,NA,YES,angular,Gitter
14944,515,10,NONE,NA,NO,angular,Gitter
14948,368,1,NONE,NA,NO,angular,Gitter
14954,1,1,CONTRIBUTOR,NA,NO,angular,Gitter
14956,13,2,CONTRIBUTOR,NA,NO,angular,Gitter
14981,NA,1,NONE,NA,YES,angular,Gitter
14993,6783,20,NONE,NA,NO,angular,Gitter
14997,905,2,CONTRIBUTOR,NA,NO,angular,Gitter
15004,NA,4,CONTRIBUTOR,NA,YES,angular,Gitter
15020,147,30,MEMBER,NA,NO,angular,Gitter
15033,6845,2,CONTRIBUTOR,NA,NO,angular,Gitter
15039,4,27,NONE,NA,NO,angular,Gitter
15043,100,11,CONTRIBUTOR,NA,NO,angular,Gitter
15050,120,12,CONTRIBUTOR,216296,YES,angular,Gitter
15052,6505,6,NONE,4175141,NO,angular,Gitter
15053,6841,3,NONE,NA,NO,angular,Gitter
15067,NA,4,CONTRIBUTOR,NA,YES,angular,Gitter
15070,98,8,CONTRIBUTOR,NA,NO,angular,Gitter
15075,NA,1,NONE,NA,YES,angular,Gitter
15079,263,8,NONE,3871688,YES,angular,Gitter
15115,102,27,NONE,93018,YES,angular,Gitter
15127,NA,27,CONTRIBUTOR,NA,YES,angular,Gitter
15165,21,30,NONE,NA,NO,angular,Gitter
15188,NA,16,NONE,372013,YES,angular,Gitter
15230,4,8,NONE,NA,NO,angular,Gitter
15241,100,7,NONE,690815,YES,angular,Gitter
15261,18,8,NONE,NA,NO,angular,Gitter
15264,NA,5,NONE,NA,YES,angular,Gitter
15275,NA,30,NONE,NA,YES,angular,Gitter
15280,NA,30,NONE,NA,YES,angular,Gitter
15281,21654,12,NONE,NA,YES,angular,Gitter
15282,NA,4,NONE,NA,YES,angular,Gitter
15291,7,6,NONE,NA,NO,angular,Gitter
15294,NA,13,NONE,NA,YES,angular,Gitter
15304,NA,4,NONE,NA,YES,angular,Gitter
15360,NA,30,NONE,NA,YES,angular,Gitter
15362,13659,6,CONTRIBUTOR,NA,NO,angular,Gitter
15364,32,2,MEMBER,NA,NO,angular,Gitter
15369,43,28,NONE,NA,NO,angular,Gitter
15373,6,5,NONE,NA,NO,angular,Gitter
15376,NA,4,NONE,NA,YES,angular,Gitter
15402,139,8,NONE,NA,NO,angular,Gitter
15404,18,15,NONE,NA,NO,angular,Gitter
15405,447,3,MEMBER,NA,NO,angular,Gitter
15416,10046,19,NONE,NA,YES,angular,Gitter
15423,1,5,NONE,NA,NO,angular,Gitter
15447,6490,2,NONE,NA,NO,angular,Gitter
15451,0,5,NONE,NA,NO,angular,Gitter
15454,6,13,CONTRIBUTOR,NA,NO,angular,Gitter
15473,46,13,NONE,NA,NO,angular,Gitter
15501,4759,18,NONE,NA,NO,angular,Gitter
15507,3729,30,NONE,93018,NO,angular,Gitter
15546,NA,1,NONE,NA,YES,angular,Gitter
15548,1,30,NONE,NA,NO,angular,Gitter
15574,1168,15,MEMBER,NA,NO,angular,Gitter
15579,123,29,NONE,NA,NO,angular,Gitter
15586,NA,8,NONE,NA,YES,angular,Gitter
15603,2537,1,CONTRIBUTOR,NA,NO,angular,Gitter
15619,0,2,NONE,NA,NO,angular,Gitter
15634,NA,30,MEMBER,NA,YES,angular,Gitter
15640,NA,2,CONTRIBUTOR,NA,YES,angular,Gitter
15663,6,4,NONE,NA,NO,angular,Gitter
15666,11,4,NONE,NA,NO,angular,Gitter
15670,2814,14,NONE,NA,NO,angular,Gitter
15674,1,30,NONE,NA,NO,angular,Gitter
15687,1,3,MEMBER,NA,NO,angular,Gitter
15709,39,16,NONE,NA,NO,angular,Gitter
15715,529,1,NONE,NA,NO,angular,Gitter
15716,1061,30,NONE,NA,NO,angular,Gitter
15728,8935,21,NONE,NA,YES,angular,Gitter
15738,288,2,NONE,NA,NO,angular,Gitter
15741,NA,19,NONE,NA,YES,angular,Gitter
15748,158,4,NONE,NA,NO,angular,Gitter
15753,NA,7,NONE,NA,YES,angular,Gitter
15763,16,30,NONE,NA,NO,angular,Gitter
15775,233,1,CONTRIBUTOR,NA,NO,angular,Gitter
15797,3077,10,NONE,NA,NO,angular,Gitter
15811,5889,7,CONTRIBUTOR,NA,NO,angular,Gitter
15821,33,3,NONE,NA,NO,angular,Gitter
15822,154,8,NONE,NA,NO,angular,Gitter
15825,248,3,CONTRIBUTOR,NA,NO,angular,Gitter
15826,NA,25,NONE,516168,YES,angular,Gitter
15833,NA,14,NONE,NA,YES,angular,Gitter
15835,13253,2,CONTRIBUTOR,NA,NO,angular,Gitter
15858,5823,11,NONE,NA,NO,angular,Gitter
15861,1,2,NONE,NA,NO,angular,Gitter
15890,12174,30,NONE,NA,YES,angular,Gitter
15995,2807,4,NONE,NA,NO,angular,Gitter
16023,601,30,NONE,NA,NO,angular,Gitter
16051,NA,22,NONE,NA,YES,angular,Gitter
16088,6750,8,CONTRIBUTOR,248818,NO,angular,Gitter
16134,95,12,NONE,NA,NO,angular,Gitter
16151,NA,7,NONE,NA,YES,angular,Gitter
16157,8682,14,MEMBER,47395,NO,angular,Gitter
16166,0,6,NONE,NA,NO,angular,Gitter
16173,NA,4,NONE,NA,YES,angular,Gitter
16174,7083,5,CONTRIBUTOR,265378,YES,angular,Gitter
16183,7516,19,NONE,NA,YES,angular,Gitter
16197,5675,8,CONTRIBUTOR,NA,NO,angular,Gitter
16211,NA,30,NONE,NA,YES,angular,Gitter
16219,0,3,NONE,NA,NO,angular,Gitter
16240,4,3,NONE,NA,NO,angular,Gitter
16243,1,3,NONE,NA,NO,angular,Gitter
16270,205,7,NONE,NA,NO,angular,Gitter
16276,6927,5,CONTRIBUTOR,NA,NO,angular,Gitter
16282,NA,6,NONE,NA,YES,angular,Gitter
16283,6,15,NONE,NA,NO,angular,Gitter
16308,1909,7,NONE,NA,NO,angular,Gitter
16357,43,7,NONE,111951,NO,angular,Gitter
16364,220,4,CONTRIBUTOR,NA,NO,angular,Gitter
16382,4989,30,CONTRIBUTOR,NA,NO,angular,Gitter
16426,71,3,CONTRIBUTOR,NA,NO,angular,Gitter
16463,12,3,NONE,NA,NO,angular,Gitter
16472,32,4,NONE,NA,NO,angular,Gitter
16477,NA,30,CONTRIBUTOR,15655,YES,angular,Gitter
16486,10988,10,MEMBER,NA,NO,angular,Gitter
16493,NA,0,CONTRIBUTOR,NA,YES,angular,Gitter
16509,1,2,NONE,NA,NO,angular,Gitter
16538,NA,6,NONE,NA,YES,angular,Gitter
16539,0,1,NONE,NA,NO,angular,Gitter
16550,26,10,NONE,NA,NO,angular,Gitter
16553,9411,5,NONE,NA,YES,angular,Gitter
16566,NA,10,CONTRIBUTOR,NA,YES,angular,Gitter
16613,12,4,NONE,NA,NO,angular,Gitter
16710,NA,26,NONE,NA,YES,angular,Gitter
16743,11,4,NONE,NA,NO,angular,Gitter
16797,103,30,NONE,NA,NO,angular,Gitter
16828,3670,21,CONTRIBUTOR,NA,NO,angular,Gitter
16841,1815,4,CONTRIBUTOR,NA,NO,angular,Gitter
16848,18345,30,MEMBER,15655,YES,angular,Gitter
16857,6361,7,NONE,NA,NO,angular,Gitter
16902,6316,7,NONE,NA,NO,angular,Gitter
16980,36,2,NONE,NA,NO,angular,Gitter
16981,NA,28,NONE,NA,YES,angular,Gitter
16985,NA,4,NONE,NA,YES,angular,Gitter
17119,0,3,NONE,NA,NO,angular,Gitter
17120,4610,3,NONE,NA,NO,angular,Gitter
17143,889,30,CONTRIBUTOR,534930,NO,angular,Gitter
17164,8740,13,NONE,NA,YES,angular,Gitter
17168,12276,9,NONE,NA,YES,angular,Gitter
17356,4981,2,CONTRIBUTOR,NA,NO,angular,Gitter
17389,289,15,NONE,372013,NO,angular,Gitter
17399,2628,3,CONTRIBUTOR,NA,NO,angular,Gitter
17404,NA,12,NONE,NA,YES,angular,Gitter
17420,915,9,NONE,NA,NO,angular,Gitter
17467,1159,9,NONE,372013,NO,angular,Gitter
17473,NA,25,NONE,516168,YES,angular,Gitter
17474,12574,10,NONE,NA,YES,angular,Gitter
17483,12066,4,NONE,NA,YES,angular,Gitter
17551,16,3,CONTRIBUTOR,216296,NO,angular,Gitter
17572,1515,30,NONE,NA,NO,angular,Gitter
17600,16,4,NONE,NA,NO,angular,Gitter
17601,311,7,CONTRIBUTOR,NA,NO,angular,Gitter
17623,18,4,NONE,NA,NO,angular,Gitter
17677,46,11,CONTRIBUTOR,NA,NO,angular,Gitter
17698,442,3,NONE,NA,NO,angular,Gitter
17710,NA,5,CONTRIBUTOR,NA,YES,angular,Gitter
17736,1681,28,NONE,NA,NO,angular,Gitter
17745,15740,30,CONTRIBUTOR,111951,YES,angular,Gitter
17757,5511,2,NONE,NA,YES,angular,Gitter
17759,359,4,NONE,NA,NO,angular,Gitter
17766,NA,18,NONE,NA,YES,angular,Gitter
17792,NA,5,NONE,NA,YES,angular,Gitter
17793,NA,1,NONE,NA,YES,angular,Gitter
17825,15421,10,NONE,4116963,YES,angular,Gitter
17867,11,30,NONE,NA,NO,angular,Gitter
17877,251,2,NONE,NA,NO,angular,Gitter
17880,NA,12,NONE,NA,YES,angular,Gitter
17918,2,2,NONE,NA,NO,angular,Gitter
17948,1759,4,CONTRIBUTOR,NA,NO,angular,Gitter
17957,19486,30,NONE,NA,YES,angular,Gitter
17989,290,5,MEMBER,NA,NO,angular,Gitter
18012,1362,30,CONTRIBUTOR,NA,NO,angular,Gitter
18015,NA,22,CONTRIBUTOR,NA,YES,angular,Gitter
18029,533,9,NONE,NA,NO,angular,Gitter
18045,1,2,NONE,NA,NO,angular,Gitter
18071,30,4,NONE,NA,NO,angular,Gitter
18093,NA,30,NONE,NA,YES,angular,Gitter
18135,3843,9,CONTRIBUTOR,NA,NO,angular,Gitter
18146,NA,10,CONTRIBUTOR,NA,YES,angular,Gitter
18155,NA,30,CONTRIBUTOR,NA,YES,angular,Gitter
18161,NA,2,NONE,NA,YES,angular,Gitter
18170,3580,30,NONE,372013,YES,angular,Gitter
18198,0,2,NONE,NA,NO,angular,Gitter
18206,NA,3,NONE,NA,YES,angular,Gitter
18221,14,4,NONE,NA,NO,angular,Gitter
18224,4672,30,CONTRIBUTOR,NA,YES,angular,Gitter
18261,NA,22,NONE,NA,YES,angular,Gitter
18277,417,3,MEMBER,NA,NO,angular,Gitter
18284,770,24,CONTRIBUTOR,NA,NO,angular,Gitter
18347,NA,11,NONE,NA,YES,angular,Gitter
18350,227,2,NONE,NA,NO,angular,Gitter
18366,3206,4,NONE,NA,NO,angular,Gitter
18374,NA,16,NONE,NA,YES,angular,Gitter
18394,93,2,NONE,NA,NO,angular,Gitter
18396,784,25,NONE,NA,NO,angular,Gitter
18428,3123,28,MEMBER,NA,YES,angular,Gitter
18442,NA,5,CONTRIBUTOR,NA,YES,angular,Gitter
18454,NA,8,CONTRIBUTOR,372013,YES,angular,Gitter
18466,676,10,CONTRIBUTOR,NA,NO,angular,Gitter
18509,NA,4,NONE,NA,YES,angular,Gitter
18523,5869,10,NONE,NA,YES,angular,Gitter
18550,1,30,NONE,NA,NO,angular,Gitter
18562,7142,17,NONE,85066,YES,angular,Gitter
18567,2722,6,NONE,NA,NO,angular,Gitter
18585,8,2,NONE,NA,NO,angular,Gitter
18586,NA,30,NONE,NA,YES,angular,Gitter
18662,NA,30,NONE,NA,YES,angular,Gitter
18698,NA,2,CONTRIBUTOR,NA,YES,angular,Gitter
18699,9,5,NONE,NA,NO,angular,Gitter
18740,331,2,NONE,NA,NO,angular,Gitter
18743,323,13,NONE,4175141,NO,angular,Gitter
18748,NA,24,NONE,NA,YES,angular,Gitter
