issuenumber,restime,commentcount,author_association,assigneeid,milestone,room,config
7801,0,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7809,NA,6,NONE,NA,NO,deeplearning,Random
7816,NA,0,NONE,NA,NO,deeplearning,Random
7823,15,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7828,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7843,496,1,CONTRIBUTOR,NA,NO,deeplearning,Random
7847,245,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7852,238,1,NONE,NA,NO,deeplearning,Random
7856,226,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7861,NA,0,CONTRIBUTOR,2360237,NO,deeplearning,Random
7866,201,0,CONTRIBUTOR,2360237,NO,deeplearning,Random
7867,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7869,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7871,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7875,140,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7880,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7891,2396,4,NONE,NA,NO,deeplearning,Random
7899,5,1,NONE,NA,NO,deeplearning,Random
7918,12,27,NONE,NA,NO,deeplearning,Random
7936,NA,2,CONTRIBUTOR,NA,NO,deeplearning,Random
7944,1593,2,CONTRIBUTOR,NA,YES,deeplearning,Random
7957,152,1,CONTRIBUTOR,12250879,NO,deeplearning,Random
7961,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7963,1258,1,CONTRIBUTOR,NA,YES,deeplearning,Random
7968,NA,5,NONE,NA,YES,deeplearning,Random
7972,114,0,CONTRIBUTOR,NA,NO,deeplearning,Random
7988,NA,1,CONTRIBUTOR,NA,NO,deeplearning,Random
7990,7,11,NONE,NA,NO,deeplearning,Random
7992,387,1,NONE,NA,NO,deeplearning,Random
7993,548,2,CONTRIBUTOR,NA,YES,deeplearning,Random
8000,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8004,84,2,MEMBER,NA,NO,deeplearning,Random
8018,682,5,NONE,NA,YES,deeplearning,Random
8025,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8027,1,6,NONE,NA,NO,deeplearning,Random
8034,120,2,CONTRIBUTOR,NA,NO,deeplearning,Random
8035,510,18,NONE,NA,NO,deeplearning,Random
8042,11,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8051,2549,6,CONTRIBUTOR,NA,YES,deeplearning,Random
8056,NA,4,NONE,NA,NO,deeplearning,Random
8082,300,1,NONE,2360237,YES,deeplearning,Random
8084,NA,5,NONE,NA,YES,deeplearning,Random
8106,1066,8,CONTRIBUTOR,NA,NO,deeplearning,Random
8125,NA,1,NONE,NA,NO,deeplearning,Random
8134,1721,1,CONTRIBUTOR,NA,YES,deeplearning,Random
8136,NA,0,CONTRIBUTOR,NA,YES,deeplearning,Random
8161,187,15,NONE,3328023,NO,deeplearning,Random
8163,NA,1,NONE,NA,NO,deeplearning,Random
8167,170,3,CONTRIBUTOR,NA,NO,deeplearning,Random
8169,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8175,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8199,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8200,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8204,NA,0,NONE,NA,NO,deeplearning,Random
8214,1348,0,NONE,NA,YES,deeplearning,Random
8216,82,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8231,96,9,NONE,NA,NO,deeplearning,Random
8232,1,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8246,NA,0,NONE,NA,NO,deeplearning,Random
8248,880,3,NONE,2360237,NO,deeplearning,Random
8256,10,1,NONE,NA,NO,deeplearning,Random
8272,NA,2,NONE,NA,NO,deeplearning,Random
8282,147,6,CONTRIBUTOR,NA,NO,deeplearning,Random
8288,65,8,NONE,NA,NO,deeplearning,Random
8305,0,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8321,17,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8330,1,0,CONTRIBUTOR,NA,NO,deeplearning,Random
8333,15,1,NONE,NA,NO,deeplearning,Random
8345,NA,1,CONTRIBUTOR,NA,YES,deeplearning,Random
8346,1,3,NONE,NA,NO,deeplearning,Random
8355,NA,1,CONTRIBUTOR,NA,NO,deeplearning,Random
8356,NA,6,NONE,NA,NO,deeplearning,Random
8360,29,9,CONTRIBUTOR,2360237,YES,deeplearning,Random
8377,NA,0,CONTRIBUTOR,NA,NO,deeplearning,Random
12,1222,14,MEMBER,NA,NO,gulp,Random
106,38,5,CONTRIBUTOR,NA,NO,gulp,Random
181,0,2,NONE,NA,NO,gulp,Random
230,0,1,CONTRIBUTOR,NA,NO,gulp,Random
252,1,1,CONTRIBUTOR,NA,NO,gulp,Random
258,19,2,NONE,NA,NO,gulp,Random
375,13,3,NONE,NA,NO,gulp,Random
476,32,4,CONTRIBUTOR,NA,NO,gulp,Random
558,6,1,CONTRIBUTOR,NA,NO,gulp,Random
615,681,3,NONE,NA,NO,gulp,Random
716,16,4,NONE,NA,NO,gulp,Random
855,5,11,NONE,NA,NO,gulp,Random
872,8,2,NONE,NA,NO,gulp,Random
947,4,3,NONE,NA,NO,gulp,Random
1058,1666,15,MEMBER,NA,NO,gulp,Random
1136,2156,4,NONE,NA,NO,gulp,Random
1192,2,2,NONE,NA,NO,gulp,Random
1305,1872,12,CONTRIBUTOR,NA,YES,gulp,Random
1386,0,4,NONE,NA,NO,gulp,Random
1427,2864,13,NONE,NA,YES,gulp,Random
1450,3,3,NONE,NA,NO,gulp,Random
1462,1,1,NONE,NA,NO,gulp,Random
1618,2,1,NONE,NA,NO,gulp,Random
1660,0,1,NONE,NA,NO,gulp,Random
1685,0,4,NONE,NA,NO,gulp,Random
1812,1,1,NONE,NA,NO,gulp,Random
1855,8,2,NONE,NA,NO,gulp,Random
1877,6,2,NONE,NA,NO,gulp,Random
1937,1,2,NONE,NA,NO,gulp,Random
1994,1,1,CONTRIBUTOR,NA,NO,gulp,Random
2023,0,1,NONE,NA,NO,gulp,Random
2270,3148,8,NONE,NA,NO,gulp,Random
2276,0,1,NONE,NA,NO,gulp,Random
2352,238,1,NONE,NA,NO,gulp,Random
30,1,3,NONE,2439146,NO,JTAppleCalendar,Random
36,163,5,NONE,2439146,NO,JTAppleCalendar,Random
40,48,8,NONE,2439146,NO,JTAppleCalendar,Random
46,2,10,NONE,2439146,NO,JTAppleCalendar,Random
47,6,3,CONTRIBUTOR,NA,NO,JTAppleCalendar,Random
67,37,3,NONE,2439146,NO,JTAppleCalendar,Random
74,49,6,NONE,2439146,NO,JTAppleCalendar,Random
79,2,6,NONE,NA,NO,JTAppleCalendar,Random
86,1,5,NONE,2439146,NO,JTAppleCalendar,Random
87,0,0,NONE,NA,NO,JTAppleCalendar,Random
101,6,2,NONE,2439146,NO,JTAppleCalendar,Random
116,16,2,NONE,NA,NO,JTAppleCalendar,Random
130,5,1,NONE,2439146,NO,JTAppleCalendar,Random
155,105,4,NONE,2439146,NO,JTAppleCalendar,Random
156,53,2,NONE,NA,NO,JTAppleCalendar,Random
161,0,1,NONE,NA,NO,JTAppleCalendar,Random
190,24,9,NONE,2439146,NO,JTAppleCalendar,Random
196,33,12,NONE,2439146,NO,JTAppleCalendar,Random
211,228,19,NONE,2439146,NO,JTAppleCalendar,Random
255,61,4,NONE,2439146,NO,JTAppleCalendar,Random
267,77,29,NONE,2439146,NO,JTAppleCalendar,Random
293,24,3,NONE,2439146,NO,JTAppleCalendar,Random
322,3,4,NONE,NA,NO,JTAppleCalendar,Random
340,39,3,NONE,NA,NO,JTAppleCalendar,Random
361,7,2,CONTRIBUTOR,NA,NO,JTAppleCalendar,Random
382,5,12,NONE,2439146,NO,JTAppleCalendar,Random
386,2,7,NONE,NA,NO,JTAppleCalendar,Random
411,3,1,CONTRIBUTOR,NA,NO,JTAppleCalendar,Random
425,6,2,NONE,NA,NO,JTAppleCalendar,Random
442,3,5,NONE,2439146,NO,JTAppleCalendar,Random
460,72,7,NONE,NA,NO,JTAppleCalendar,Random
507,378,9,NONE,NA,NO,JTAppleCalendar,Random
524,18,11,NONE,NA,NO,JTAppleCalendar,Random
585,141,21,NONE,NA,NO,JTAppleCalendar,Random
589,72,4,NONE,NA,NO,JTAppleCalendar,Random
593,15,2,NONE,NA,NO,JTAppleCalendar,Random
619,16,4,NONE,NA,NO,JTAppleCalendar,Random
670,17,5,NONE,2439146,NO,JTAppleCalendar,Random
720,24,2,NONE,NA,NO,JTAppleCalendar,Random
726,27,9,NONE,NA,NO,JTAppleCalendar,Random
730,79,4,NONE,NA,NO,JTAppleCalendar,Random
739,1,3,CONTRIBUTOR,NA,NO,JTAppleCalendar,Random
779,455,15,NONE,2439146,NO,JTAppleCalendar,Random
792,173,10,NONE,2439146,NO,JTAppleCalendar,Random
808,697,6,NONE,NA,NO,JTAppleCalendar,Random
814,388,3,NONE,2439146,NO,JTAppleCalendar,Random
821,0,3,NONE,NA,NO,JTAppleCalendar,Random
824,114,6,NONE,2439146,NO,JTAppleCalendar,Random
843,541,8,NONE,NA,NO,JTAppleCalendar,Random
858,1,13,NONE,NA,NO,JTAppleCalendar,Random
886,114,2,NONE,NA,NO,JTAppleCalendar,Random
890,93,4,NONE,NA,NO,JTAppleCalendar,Random
891,8,2,CONTRIBUTOR,NA,NO,JTAppleCalendar,Random
900,15,1,NONE,NA,NO,JTAppleCalendar,Random
915,2,0,NONE,NA,NO,JTAppleCalendar,Random
938,26,4,NONE,NA,NO,JTAppleCalendar,Random
941,12,1,NONE,NA,NO,JTAppleCalendar,Random
942,2612,12,NONE,2439146,NO,JTAppleCalendar,Random
943,507,3,NONE,NA,NO,JTAppleCalendar,Random
946,386,3,NONE,NA,NO,JTAppleCalendar,Random
952,865,2,NONE,2439146,NO,JTAppleCalendar,Random
966,5,1,NONE,NA,NO,JTAppleCalendar,Random
971,649,4,NONE,NA,NO,JTAppleCalendar,Random
980,166,5,NONE,NA,NO,JTAppleCalendar,Random
1005,19,5,NONE,NA,NO,JTAppleCalendar,Random
1027,560,20,NONE,2439146,NO,JTAppleCalendar,Random
1038,38,16,NONE,2439146,NO,JTAppleCalendar,Random
1054,NA,0,NONE,2439146,NO,JTAppleCalendar,Random
1059,3,0,CONTRIBUTOR,NA,NO,JTAppleCalendar,Random
1085,302,3,NONE,NA,NO,JTAppleCalendar,Random
1108,1153,9,NONE,2439146,NO,JTAppleCalendar,Random
1123,NA,4,NONE,2439146,NO,JTAppleCalendar,Random
1127,1156,3,NONE,2439146,NO,JTAppleCalendar,Random
1128,65,18,NONE,NA,NO,JTAppleCalendar,Random
1132,NA,19,NONE,2439146,NO,JTAppleCalendar,Random
1145,1,2,NONE,NA,NO,JTAppleCalendar,Random
1154,NA,1,NONE,NA,NO,JTAppleCalendar,Random
1161,0,1,NONE,NA,NO,JTAppleCalendar,Random
187,982,1,NONE,NA,NO,magento,Random
1193,12056,5,NONE,15442705,NO,magento,Random
1940,7028,3,NONE,1562842,NO,magento,Random
2366,16633,2,NONE,NA,NO,magento,Random
2667,320,6,NONE,NA,NO,magento,Random
4877,482,1,NONE,9741905,NO,magento,Random
5036,149,6,NONE,11783379,NO,magento,Random
7084,9436,7,NONE,18131925,NO,magento,Random
7544,668,6,NONE,NA,NO,magento,Random
8399,187,9,NONE,18131925,NO,magento,Random
9949,8130,6,NONE,17869716,NO,magento,Random
11211,656,8,NONE,NA,NO,magento,Random
11752,40,0,MEMBER,455508,YES,magento,Random
13788,103,1,CONTRIBUTOR,1873745,YES,magento,Random
14696,5,1,CONTRIBUTOR,8035672,YES,magento,Random
16244,20,2,MEMBER,NA,NO,magento,Random
18263,6415,15,NONE,NA,NO,magento,Random
20760,344,12,CONTRIBUTOR,18118695,NO,magento,Random
21171,121,12,CONTRIBUTOR,11693779,NO,magento,Random
22907,46,4,MEMBER,11693779,YES,magento,Random
22974,22,8,NONE,42089978,NO,magento,Random
21,13,2,NONE,NA,NO,mailboxer,Random
179,5205,3,NONE,NA,NO,mailboxer,Random
474,NA,3,NONE,NA,NO,mailboxer,Random
549,6073,1,COLLABORATOR,NA,NO,material,Random
577,23,0,CONTRIBUTOR,234957,NO,material,Random
808,3,11,MEMBER,NA,NO,material,Random
972,206,24,CONTRIBUTOR,NA,NO,material,Random
1138,9,4,NONE,NA,NO,material,Random
1768,NA,1,NONE,NA,NO,material,Random
1804,241,1,CONTRIBUTOR,NA,YES,material,Random
2038,288,1,COLLABORATOR,NA,YES,material,Random
4031,22,5,CONTRIBUTOR,NA,NO,material,Random
4135,135,2,CONTRIBUTOR,NA,YES,material,Random
4136,NA,3,NONE,NA,NO,material,Random
4302,0,2,NONE,NA,NO,material,Random
4325,119,8,NONE,NA,NO,material,Random
4418,8,5,NONE,NA,NO,material,Random
4432,NA,9,NONE,NA,NO,material,Random
4528,9,1,NONE,NA,NO,material,Random
4543,4,1,CONTRIBUTOR,NA,NO,material,Random
4563,NA,1,COLLABORATOR,NA,NO,material,Random
4572,3578,1,CONTRIBUTOR,NA,YES,material,Random
4663,0,1,NONE,NA,NO,material,Random
4932,15,4,NONE,NA,NO,material,Random
4978,25,12,CONTRIBUTOR,NA,NO,material,Random
4980,113,2,NONE,NA,NO,material,Random
5002,67,3,NONE,NA,NO,material,Random
5085,1866,2,CONTRIBUTOR,NA,NO,material,Random
5103,3,1,NONE,NA,NO,material,Random
5123,2,0,NONE,NA,NO,material,Random
5160,0,1,NONE,NA,NO,material,Random
5163,NA,1,NONE,NA,NO,material,Random
5201,NA,0,NONE,NA,NO,material,Random
32,129,1,CONTRIBUTOR,NA,NO,meteor,Random
132,2,1,CONTRIBUTOR,NA,NO,meteor,Random
171,2616,4,NONE,NA,NO,meteor,Random
176,233,6,NONE,NA,NO,meteor,Random
435,78,2,NONE,NA,NO,meteor,Random
597,233,15,CONTRIBUTOR,NA,NO,meteor,Random
674,74,5,NONE,NA,NO,meteor,Random
793,89,3,NONE,NA,NO,meteor,Random
892,9283,4,COLLABORATOR,NA,NO,meteor,Random
1030,4348,6,NONE,NA,NO,meteor,Random
1184,7169,3,NONE,NA,NO,meteor,Random
1906,16,2,NONE,NA,NO,meteor,Random
2171,14,1,CONTRIBUTOR,NA,NO,meteor,Random
2222,16467,4,CONTRIBUTOR,NA,NO,meteor,Random
2529,9,3,NONE,NA,NO,meteor,Random
2630,441,6,CONTRIBUTOR,NA,NO,meteor,Random
2851,17794,6,COLLABORATOR,NA,NO,meteor,Random
2937,869,1,CONTRIBUTOR,NA,NO,meteor,Random
3061,1408,3,CONTRIBUTOR,NA,NO,meteor,Random
3465,2238,2,NONE,NA,NO,meteor,Random
3514,1051,7,CONTRIBUTOR,NA,YES,meteor,Random
3671,32,1,CONTRIBUTOR,NA,NO,meteor,Random
3858,15483,6,CONTRIBUTOR,NA,NO,meteor,Random
3913,15473,21,COLLABORATOR,NA,NO,meteor,Random
3961,195,8,CONTRIBUTOR,NA,NO,meteor,Random
3991,10,1,NONE,NA,NO,meteor,Random
4217,125,1,NONE,NA,NO,meteor,Random
4349,93,3,COLLABORATOR,NA,NO,meteor,Random
4538,331,0,CONTRIBUTOR,NA,NO,meteor,Random
4834,10,3,NONE,NA,NO,meteor,Random
4913,17712,13,NONE,NA,NO,meteor,Random
4947,15942,27,NONE,NA,NO,meteor,Random
5185,123,5,CONTRIBUTOR,NA,YES,meteor,Random
5388,16434,2,NONE,NA,NO,meteor,Random
5433,508,2,CONTRIBUTOR,16724,NO,meteor,Random
5621,430,1,NONE,54485,NO,meteor,Random
5853,9,3,NONE,NA,NO,meteor,Random
6120,11873,3,NONE,NA,NO,meteor,Random
6391,20,2,CONTRIBUTOR,5750,YES,meteor,Random
6438,26,4,NONE,81672,YES,meteor,Random
6684,13878,7,NONE,448783,NO,meteor,Random
6750,1025,30,NONE,5750,YES,meteor,Random
6868,349,1,CONTRIBUTOR,NA,NO,meteor,Random
6967,9643,10,NONE,NA,YES,meteor,Random
7434,4933,2,CONTRIBUTOR,NA,NO,meteor,Random
7496,35,3,CONTRIBUTOR,5750,NO,meteor,Random
7524,73,8,NONE,NA,NO,meteor,Random
7747,13192,14,CONTRIBUTOR,NA,NO,meteor,Random
8111,870,3,NONE,NA,NO,meteor,Random
9020,0,0,NONE,NA,NO,meteor,Random
9136,77,17,NONE,NA,YES,meteor,Random
9574,NA,6,NONE,NA,NO,meteor,Random
9812,2,6,NONE,NA,NO,meteor,Random
9850,54,2,NONE,NA,NO,meteor,Random
10114,2,1,NONE,NA,NO,meteor,Random
10250,NA,4,NONE,NA,NO,meteor,Random
10254,10,2,CONTRIBUTOR,NA,NO,meteor,Random
10413,45,1,CONTRIBUTOR,NA,YES,meteor,Random
10543,4501,13,CONTRIBUTOR,5750,YES,meteor,Random
10558,NA,7,NONE,NA,NO,meteor,Random
2,3,0,CONTRIBUTOR,NA,NO,MonoGame,Random
10,0,0,CONTRIBUTOR,NA,NO,MonoGame,Random
76,0,0,CONTRIBUTOR,NA,NO,MonoGame,Random
223,1,0,NONE,NA,NO,MonoGame,Random
268,0,1,CONTRIBUTOR,NA,NO,MonoGame,Random
348,55,13,NONE,NA,NO,MonoGame,Random
361,14,0,NONE,NA,NO,MonoGame,Random
455,3,0,CONTRIBUTOR,NA,NO,MonoGame,Random
545,0,1,MEMBER,NA,NO,MonoGame,Random
599,0,1,CONTRIBUTOR,NA,NO,MonoGame,Random
621,427,4,CONTRIBUTOR,NA,NO,MonoGame,Random
638,108,12,CONTRIBUTOR,NA,NO,MonoGame,Random
724,190,2,NONE,NA,YES,MonoGame,Random
725,15,5,CONTRIBUTOR,NA,NO,MonoGame,Random
741,20795,11,CONTRIBUTOR,NA,NO,MonoGame,Random
866,83,3,NONE,NA,YES,MonoGame,Random
886,3577,2,CONTRIBUTOR,NA,NO,MonoGame,Random
889,162,13,CONTRIBUTOR,NA,YES,MonoGame,Random
972,11,0,CONTRIBUTOR,NA,NO,MonoGame,Random
1373,NA,0,CONTRIBUTOR,NA,NO,MonoGame,Random
1465,1526,30,CONTRIBUTOR,NA,NO,MonoGame,Random
1493,1,6,CONTRIBUTOR,NA,NO,MonoGame,Random
1711,275,22,CONTRIBUTOR,NA,NO,MonoGame,Random
1897,NA,0,CONTRIBUTOR,NA,NO,MonoGame,Random
2169,720,7,CONTRIBUTOR,NA,NO,MonoGame,Random
2175,459,9,NONE,NA,NO,MonoGame,Random
2191,28990,7,MEMBER,NA,NO,MonoGame,Random
2202,41237,1,NONE,NA,NO,MonoGame,Random
2237,446,5,CONTRIBUTOR,NA,NO,MonoGame,Random
2275,310,14,NONE,NA,NO,MonoGame,Random
2306,581,1,MEMBER,NA,NO,MonoGame,Random
2352,39221,2,NONE,NA,NO,MonoGame,Random
2354,40817,2,NONE,NA,NO,MonoGame,Random
2376,0,1,CONTRIBUTOR,NA,NO,MonoGame,Random
2388,0,1,CONTRIBUTOR,NA,NO,MonoGame,Random
2529,NA,6,MEMBER,NA,NO,MonoGame,Random
2582,7,1,CONTRIBUTOR,NA,NO,MonoGame,Random
2640,4,1,CONTRIBUTOR,NA,NO,MonoGame,Random
2674,0,0,MEMBER,NA,NO,MonoGame,Random
2705,101,4,MEMBER,NA,NO,MonoGame,Random
2707,37775,4,CONTRIBUTOR,NA,NO,MonoGame,Random
2810,0,0,MEMBER,NA,NO,MonoGame,Random
2877,NA,1,NONE,NA,NO,MonoGame,Random
2965,384,1,CONTRIBUTOR,NA,NO,MonoGame,Random
3014,71,2,CONTRIBUTOR,NA,NO,MonoGame,Random
3047,12202,6,CONTRIBUTOR,NA,NO,MonoGame,Random
3126,573,10,CONTRIBUTOR,NA,NO,MonoGame,Random
3357,5,1,CONTRIBUTOR,NA,NO,MonoGame,Random
3371,24,0,CONTRIBUTOR,NA,NO,MonoGame,Random
3392,24,1,CONTRIBUTOR,NA,NO,MonoGame,Random
3448,7,0,MEMBER,NA,NO,MonoGame,Random
3463,NA,16,CONTRIBUTOR,NA,NO,MonoGame,Random
3549,59,3,NONE,NA,NO,MonoGame,Random
3552,48,3,CONTRIBUTOR,NA,NO,MonoGame,Random
3578,NA,1,CONTRIBUTOR,NA,NO,MonoGame,Random
3623,3,7,CONTRIBUTOR,NA,NO,MonoGame,Random
3671,0,2,MEMBER,NA,NO,MonoGame,Random
3697,4,12,CONTRIBUTOR,NA,NO,MonoGame,Random
3728,9,2,CONTRIBUTOR,NA,NO,MonoGame,Random
3734,48,7,NONE,NA,NO,MonoGame,Random
4090,397,23,CONTRIBUTOR,NA,NO,MonoGame,Random
4126,28558,0,NONE,NA,NO,MonoGame,Random
4187,27513,0,CONTRIBUTOR,NA,NO,MonoGame,Random
4232,1978,30,MEMBER,NA,NO,MonoGame,Random
4415,305,2,MEMBER,NA,NO,MonoGame,Random
4569,29,3,CONTRIBUTOR,NA,NO,MonoGame,Random
4594,NA,11,MEMBER,NA,NO,MonoGame,Random
4602,NA,2,MEMBER,NA,YES,MonoGame,Random
4753,2,4,MEMBER,NA,NO,MonoGame,Random
4813,22898,6,NONE,NA,NO,MonoGame,Random
4856,2,2,MEMBER,NA,NO,MonoGame,Random
4894,187,9,CONTRIBUTOR,NA,NO,MonoGame,Random
4917,124,0,MEMBER,NA,YES,MonoGame,Random
5028,NA,11,CONTRIBUTOR,NA,NO,MonoGame,Random
5137,2105,4,CONTRIBUTOR,NA,NO,MonoGame,Random
5158,3050,6,CONTRIBUTOR,NA,NO,MonoGame,Random
5185,508,6,CONTRIBUTOR,NA,NO,MonoGame,Random
5190,NA,10,NONE,NA,NO,MonoGame,Random
5266,0,1,MEMBER,NA,NO,MonoGame,Random
5271,128,3,MEMBER,NA,NO,MonoGame,Random
5277,4290,2,NONE,NA,NO,MonoGame,Random
5281,282,13,CONTRIBUTOR,NA,NO,MonoGame,Random
5374,8,3,CONTRIBUTOR,NA,NO,MonoGame,Random
5381,1705,11,CONTRIBUTOR,NA,NO,MonoGame,Random
5384,NA,2,MEMBER,NA,NO,MonoGame,Random
5441,NA,3,NONE,NA,NO,MonoGame,Random
5464,28,3,CONTRIBUTOR,NA,NO,MonoGame,Random
5768,1397,0,NONE,NA,NO,MonoGame,Random
5954,7849,0,CONTRIBUTOR,NA,NO,MonoGame,Random
5972,1317,3,CONTRIBUTOR,NA,NO,MonoGame,Random
6029,NA,0,CONTRIBUTOR,NA,NO,MonoGame,Random
6045,1377,0,NONE,NA,NO,MonoGame,Random
6135,1095,12,CONTRIBUTOR,NA,YES,MonoGame,Random
6267,0,1,CONTRIBUTOR,NA,NO,MonoGame,Random
6311,15,1,NONE,NA,NO,MonoGame,Random
6451,27,0,MEMBER,NA,YES,MonoGame,Random
6452,7561,13,NONE,NA,YES,MonoGame,Random
6463,119,0,CONTRIBUTOR,NA,NO,MonoGame,Random
6550,NA,0,NONE,NA,NO,MonoGame,Random
6779,0,1,CONTRIBUTOR,NA,NO,MonoGame,Random
6834,80,2,CONTRIBUTOR,NA,NO,MonoGame,Random
6902,83,0,CONTRIBUTOR,NA,NO,MonoGame,Random
22,68,9,MEMBER,NA,NO,openevent,Random
58,34,20,CONTRIBUTOR,NA,NO,openevent,Random
90,1,0,CONTRIBUTOR,NA,NO,openevent,Random
93,4,0,MEMBER,NA,NO,openevent,Random
94,6,5,CONTRIBUTOR,NA,NO,openevent,Random
98,12,3,CONTRIBUTOR,NA,NO,openevent,Random
116,8,1,MEMBER,NA,NO,openevent,Random
125,100,15,CONTRIBUTOR,NA,NO,openevent,Random
144,37,0,MEMBER,NA,NO,openevent,Random
172,51,4,MEMBER,NA,NO,openevent,Random
179,63,30,MEMBER,NA,NO,openevent,Random
185,156,7,MEMBER,NA,NO,openevent,Random
200,1,0,MEMBER,NA,NO,openevent,Random
206,27,18,MEMBER,NA,NO,openevent,Random
212,0,0,CONTRIBUTOR,NA,NO,openevent,Random
214,724,0,CONTRIBUTOR,NA,NO,openevent,Random
239,609,6,CONTRIBUTOR,NA,NO,openevent,Random
259,78,0,MEMBER,NA,NO,openevent,Random
282,25,0,MEMBER,NA,NO,openevent,Random
292,70,2,CONTRIBUTOR,NA,NO,openevent,Random
308,80,0,CONTRIBUTOR,NA,NO,openevent,Random
311,213,2,MEMBER,NA,NO,openevent,Random
361,23,0,MEMBER,NA,NO,openevent,Random
372,0,0,CONTRIBUTOR,NA,NO,openevent,Random
380,218,0,MEMBER,NA,NO,openevent,Random
395,7301,3,MEMBER,NA,NO,openevent,Random
517,4,0,MEMBER,NA,NO,openevent,Random
535,6074,2,CONTRIBUTOR,NA,NO,openevent,Random
541,25,0,CONTRIBUTOR,NA,NO,openevent,Random
545,8,0,CONTRIBUTOR,NA,NO,openevent,Random
546,8,1,CONTRIBUTOR,NA,NO,openevent,Random
551,533,0,CONTRIBUTOR,NA,NO,openevent,Random
569,4,1,CONTRIBUTOR,NA,NO,openevent,Random
645,6,0,CONTRIBUTOR,NA,NO,openevent,Random
655,5,0,CONTRIBUTOR,NA,NO,openevent,Random
700,69,1,CONTRIBUTOR,NA,NO,openevent,Random
709,1,0,CONTRIBUTOR,NA,NO,openevent,Random
745,0,0,CONTRIBUTOR,NA,NO,openevent,Random
754,1,0,CONTRIBUTOR,NA,NO,openevent,Random
770,73,0,MEMBER,NA,NO,openevent,Random
772,1,0,MEMBER,NA,NO,openevent,Random
790,7,1,MEMBER,NA,NO,openevent,Random
830,278,0,MEMBER,NA,NO,openevent,Random
832,14,0,MEMBER,NA,NO,openevent,Random
834,509,1,CONTRIBUTOR,NA,NO,openevent,Random
863,0,4,CONTRIBUTOR,NA,NO,openevent,Random
876,1,2,NONE,NA,NO,openevent,Random
887,87,2,CONTRIBUTOR,NA,NO,openevent,Random
889,3687,3,CONTRIBUTOR,NA,NO,openevent,Random
899,4,0,MEMBER,NA,NO,openevent,Random
901,21,0,CONTRIBUTOR,NA,NO,openevent,Random
912,361,5,MEMBER,NA,NO,openevent,Random
919,5,0,CONTRIBUTOR,NA,NO,openevent,Random
920,22,5,CONTRIBUTOR,NA,NO,openevent,Random
946,9,1,CONTRIBUTOR,NA,NO,openevent,Random
966,273,1,CONTRIBUTOR,NA,NO,openevent,Random
987,6,0,CONTRIBUTOR,NA,NO,openevent,Random
991,1,0,MEMBER,NA,NO,openevent,Random
993,450,12,CONTRIBUTOR,NA,NO,openevent,Random
1001,1,0,CONTRIBUTOR,NA,NO,openevent,Random
1022,407,9,MEMBER,NA,NO,openevent,Random
1029,192,1,CONTRIBUTOR,NA,NO,openevent,Random
1060,8,0,CONTRIBUTOR,NA,NO,openevent,Random
1067,7,2,CONTRIBUTOR,NA,NO,openevent,Random
1068,8,3,CONTRIBUTOR,NA,NO,openevent,Random
1083,1,2,CONTRIBUTOR,NA,NO,openevent,Random
1090,31,0,CONTRIBUTOR,NA,NO,openevent,Random
1110,9,1,CONTRIBUTOR,NA,NO,openevent,Random
1117,9,0,CONTRIBUTOR,NA,NO,openevent,Random
1126,2329,1,CONTRIBUTOR,NA,NO,openevent,Random
1132,152,5,MEMBER,NA,NO,openevent,Random
1163,14,0,MEMBER,NA,NO,openevent,Random
1167,18,0,CONTRIBUTOR,NA,NO,openevent,Random
1175,17,1,CONTRIBUTOR,NA,NO,openevent,Random
1185,34,0,CONTRIBUTOR,NA,NO,openevent,Random
1186,0,0,CONTRIBUTOR,NA,NO,openevent,Random
1187,0,0,CONTRIBUTOR,NA,NO,openevent,Random
1189,171,4,CONTRIBUTOR,NA,NO,openevent,Random
1218,37,2,CONTRIBUTOR,NA,NO,openevent,Random
1222,464,8,MEMBER,NA,NO,openevent,Random
1239,20,1,CONTRIBUTOR,NA,NO,openevent,Random
1240,350,25,CONTRIBUTOR,NA,NO,openevent,Random
