displayName,username,sent,repo,number
From IRC (bridge bot),FromIRC,2018-01-03T00:17:20.037Z,amberframework/amber,469
Isaac Sloan,elorest,2018-01-05T19:36:24.733Z,amberframework/amber,478
Isaac Sloan,elorest,2018-01-05T22:37:22.687Z,amberframework/amber,478
From IRC (bridge bot),FromIRC,2018-01-06T16:51:43.640Z,amberframework/amber,482
From IRC (bridge bot),FromIRC,2018-01-06T18:00:51.000Z,amberframework/amber,486
From IRC (bridge bot),FromIRC,2018-01-08T21:39:54.018Z,amberframework/amber,491
From IRC (bridge bot),FromIRC,2018-01-08T22:43:40.147Z,amberframework/amber,432
From IRC (bridge bot),FromIRC,2018-01-09T16:16:17.316Z,amberframework/amber,495
From IRC (bridge bot),FromIRC,2018-01-09T23:37:48.345Z,amberframework/amber,497
From IRC (bridge bot),FromIRC,2018-01-09T23:37:48.345Z,amberframework/amber,233
Faustino Aguilar,faustinoaq,2018-01-12T15:15:56.530Z,amberframework/amber,476
Elias Perez,eliasjpr,2018-01-12T17:06:59.242Z,amberframework/amber,457
Elias Perez,eliasjpr,2018-01-12T20:14:03.980Z,amberframework/amber,457
Elias Perez,eliasjpr,2018-01-12T20:41:58.898Z,amberframework/amber,497
Elias Perez,eliasjpr,2018-01-12T22:24:25.087Z,amberframework/amber,506
Faustino Aguilar,faustinoaq,2018-01-13T01:21:15.838Z,amberframework/amber,509
Elias Perez,eliasjpr,2018-01-13T02:14:01.868Z,amberframework/amber,508
From IRC (bridge bot),FromIRC,2018-01-13T04:39:02.549Z,amberframework/amber,509
From IRC (bridge bot),FromIRC,2018-01-13T04:40:33.005Z,amberframework/amber,511
Faustino Aguilar,faustinoaq,2018-01-13T14:09:18.671Z,amberframework/amber,514
From IRC (bridge bot),FromIRC,2018-01-13T20:27:49.929Z,amberframework/amber,516
From IRC (bridge bot),FromIRC,2018-01-13T23:33:09.490Z,amberframework/amber,518
From IRC (bridge bot),FromIRC,2018-01-14T00:11:28.322Z,amberframework/amber,519
Isaac Sloan,elorest,2018-01-14T01:54:49.196Z,amberframework/amber,520
Faustino Aguilar,faustinoaq,2018-01-14T16:37:29.048Z,amberframework/amber,525
Isaac Sloan,elorest,2018-01-14T19:08:08.790Z,amberframework/amber,530
