displayName,username,sent,repo,number
Steven,stevekane,2016-11-10T18:33:07.283Z,Microsoft/TypeScript,12114
Pat Sissons,patsissons,2016-11-12T20:15:08.981Z,Microsoft/TypeScript,2103
Dominic Watson,intellix,2016-11-12T21:42:48.515Z,Microsoft/TypeScript,12203
Daniel Tabuenca,dtabuenc,2016-11-14T19:12:15.153Z,Microsoft/TypeScript,1213
Steven,stevekane,2016-11-14T20:35:01.779Z,Microsoft/TypeScript,12114
Pat Sissons,patsissons,2016-11-15T07:06:53.426Z,Microsoft/TypeScript,9542
Pat Sissons,patsissons,2016-11-15T21:19:22.014Z,Microsoft/TypeScript,9542
Steven,stevekane,2016-11-16T20:21:08.397Z,Microsoft/TypeScript,12114
Daniel Tabuenca,dtabuenc,2016-11-18T16:31:08.356Z,Microsoft/TypeScript,4628
Tycho Grouwstra,tycho01,2016-11-21T04:32:20.977Z,Microsoft/TypeScript,12114
Steven,stevekane,2016-11-22T22:46:58.963Z,Microsoft/TypeScript,12448
Steven,stevekane,2016-11-23T00:13:26.777Z,Microsoft/TypeScript,12448
Steven,stevekane,2016-11-23T21:04:10.430Z,Microsoft/TypeScript,12448
Daniel Tabuenca,dtabuenc,2016-11-24T20:51:18.413Z,Microsoft/TypeScript,1542
Robin Van den Broeck,RobinVdBroeck,2016-11-24T21:45:07.285Z,Microsoft/TypeScript,4948
Steven,stevekane,2016-11-26T00:52:05.157Z,Microsoft/TypeScript,12509
Varun Jayaraman,varunjayaraman,2016-11-27T21:27:36.457Z,Microsoft/TypeScript,11224
Steven,stevekane,2016-11-28T18:31:23.656Z,Microsoft/TypeScript,12528
Steven,stevekane,2016-11-28T23:22:03.423Z,Microsoft/TypeScript,12528
Truedrog,Truedrog,2016-12-02T08:59:46.825Z,Microsoft/TypeScript,12609
Jeff Hansen,jeffijoe,2016-12-06T19:53:00.322Z,Microsoft/TypeScript,12692
Felix Becker,felixfbecker,2016-12-07T18:54:45.636Z,Microsoft/TypeScript,12718
Jari Pennanen,Ciantic,2016-12-10T17:19:36.384Z,Microsoft/TypeScript,10522
Daniel Tabuenca,dtabuenc,2016-12-12T19:30:03.362Z,Microsoft/TypeScript,11034
Steven,stevekane,2016-12-12T22:02:56.746Z,Microsoft/TypeScript,12861
c.p.,dehli,2016-12-13T20:13:53.943Z,Microsoft/TypeScript,6606
Herrington Darkholme,HerringtonDarkholme,2016-12-14T05:34:34.528Z,Microsoft/TypeScript,11936
Varun Jayaraman,varunjayaraman,2016-12-15T19:06:51.129Z,Microsoft/TypeScript,8944
Steven,stevekane,2016-12-15T20:53:21.806Z,Microsoft/TypeScript,12955
Steven,stevekane,2016-12-16T21:18:31.226Z,Microsoft/TypeScript,12955
Herrington Darkholme,HerringtonDarkholme,2016-12-20T10:43:43.303Z,Microsoft/TypeScript,13049
Grant Mathews,johnfn,2016-12-21T00:43:11.912Z,Microsoft/TypeScript,13073
Grant Mathews,johnfn,2016-12-21T02:49:51.692Z,Microsoft/TypeScript,13046
Romain Lanz,RomainLanz,2017-01-04T14:49:15.514Z,Microsoft/TypeScript,2719
Ben Herila,bherila,2017-01-06T02:34:48.618Z,Microsoft/TypeScript,9488
Danila,O4epegb,2017-01-09T18:51:45.377Z,Microsoft/TypeScript,12771
Daniel Tabuenca,dtabuenc,2017-01-10T07:22:49.148Z,Microsoft/TypeScript,12
Daniel Tabuenca,dtabuenc,2017-01-10T07:28:24.272Z,Microsoft/TypeScript,13347
mseddon,mseddon,2017-01-10T11:11:56.859Z,Microsoft/TypeScript,6496
