issue_number,resolution_time
1,4.0
2,120.0
3,1.0
4,3.0
5,1.0
6,146.0
7,118.0
8,125.0
9,10796.0
10,5.0
11,39.0
12,7.0
13,173.0
14,0.0
15,97.0
16,74.0
17,8506.0
18,1.0
19,56.0
20,55.0
21,2.0
22,12.0
23,197.0
24,47.0
25,18.0
26,7136.0
27,7413.0
28,3.0
29,7179.0
30,13763.0
31,152.0
32,72.0
33,0.0
34,10360.0
35,113.0
36,4947.0
37,4584.0
38,3641.0
39,3161.0
40,49.0
41,2.0
42,1200.0
43,177.0
44,770.0
45,362.0
46,680.0
47,601.0
48,96.0
49,433.0
50,703.0
51,128.0
52,56.0
53,7.0
54,72.0
55,42.0
56,606.0
57,79.0
58,79.0
59,213.0
60,71.0
61,10.0
62,15.0
63,46.0
64,15.0
65,1.0
66,1905.0
67,33.0
68,1844.0
69,1300.0
70,1519.0
71,1745.0
72,4097.0
73,5.0
74,1416.0
75,149.0
76,179.0
77,21.0
78,5.0
79,1.0
80,66.0
81,25.0
82,43.0
83,3.0
84,24.0
85,214.0
86,200.0
87,145.0
88,108.0
89,86.0
90,1.0
91,2771.0
92,1.0
93,30.0
94,0.0
95,14.0
96,122.0
97,122.0
98,133.0
99,1344.0
100,1913.0
101,1235.0
102,1219.0
103,15.0
104,1012.0
105,11.0
106,850.0
107,30.0
108,1178.0
109,210.0
110,84.0
111,157.0
112,113.0
113,31417.0
114,0.0
115,11.0
116,1.0
117,325.0
118,179.0
119,3.0
120,3.0
121,438.0
122,114.0
123,20.0
124,2.0
125,458.0
126,21.0
127,21.0
128,21.0
129,350.0
130,1422.0
131,4.0
132,0.0
133,2333.0
134,2268.0
135,245.0
136,2.0
137,1608.0
138,435.0
139,59.0
140,1.0
141,129.0
142,997.0
143,23.0
144,96.0
145,33.0
146,4834.0
147,81.0
148,11.0
149,5.0
150,535.0
151,681.0
152,48.0
153,18.0
154,1.0
155,32.0
156,11190.0
157,299.0
158,3916.0
159,39.0
160,89.0
161,5.0
162,295.0
163,167.0
164,143.0
165,0.0
166,90.0
167,579.0
168,23.0
169,4.0
170,1.0
171,4.0
172,0.0
173,23.0
174,15447.0
175,371.0
176,548.0
177,3.0
178,0.0
179,5.0
180,3.0
181,3084.0
182,168.0
183,153.0
184,0.0
185,16.0
186,60.0
187,59.0
188,2858.0
189,13.0
190,8.0
191,238.0
192,4.0
193,16.0
194,17282.0
195,4.0
196,11.0
197,560.0
198,2444.0
199,120.0
200,2.0
201,13.0
202,12.0
203,9.0
204,2337.0
205,144.0
206,192.0
207,369.0
208,21.0
209,0.0
210,5.0
211,35.0
212,77.0
213,65.0
214,60.0
215,59.0
216,3.0
217,13.0
218,0.0
219,2.0
220,28.0
221,0.0
222,0.0
223,1823.0
224,830.0
225,1341.0
226,1982.0
227,0.0
228,111.0
229,1129.0
230,293.0
231,1.0
232,0.0
233,145.0
234,0.0
235,1982.0
236,153.0
237,676.0
238,22.0
239,10.0
240,4.0
241,1235.0
242,1471.0
243,461.0
244,87.0
245,401.0
246,398.0
247,54.0
248,16.0
249,116.0
250,2.0
251,16805.0
252,66.0
253,15.0
254,1.0
255,0.0
256,47.0
257,430.0
258,1061.0
259,251.0
260,42.0
261,74.0
262,2.0
263,115.0
264,343.0
265,26.0
266,5.0
267,133.0
268,8.0
269,216.0
270,3.0
271,0.0
272,6.0
273,9.0
274,6.0
275,23.0
276,2.0
277,0.0
278,2.0
279,2.0
280,1.0
281,151.0
282,432.0
283,129.0
284,120.0
285,11.0
286,144.0
287,3.0
288,8.0
289,8.0
290,0.0
291,9.0
292,7.0
293,165.0
294,1.0
295,2589.0
296,102.0
297,1.0
298,2731.0
299,0.0
300,0.0
301,54.0
302,0.0
303,18.0
304,450.0
305,409.0
306,6.0
307,133.0
308,290.0
309,268.0
310,439.0
311,0.0
312,0.0
313,7.0
314,1.0
315,4.0
316,0.0
317,1315.0
318,56.0
319,54.0
320,5.0
321,6106.0
322,1.0
323,83.0
324,4620.0
325,3.0
326,40.0
327,15.0
328,421.0
329,2.0
330,1.0
331,2622.0
332,0.0
333,96.0
334,0.0
335,1.0
336,98.0
337,2.0
338,5.0
339,42.0
340,28.0
341,166.0
342,74.0
343,1282.0
344,0.0
345,497.0
346,1284.0
347,0.0
348,474.0
349,444.0
350,1217.0
351,52.0
352,4373.0
353,13457.0
354,1510.0
355,4316.0
356,11788.0
357,105.0
358,781.0
359,137.0
360,0.0
361,4.0
362,27.0
363,646.0
364,4.0
365,2.0
366,621.0
367,4167.0
368,139.0
369,17.0
370,6.0
371,1.0
372,7.0
373,3152.0
374,24.0
375,66.0
376,687.0
377,55.0
378,266.0
379,253.0
380,219.0
381,9621.0
382,233.0
383,195.0
384,177.0
385,178.0
386,18.0
387,10.0
388,33.0
389,87.0
390,1669.0
391,118.0
392,6.0
393,5.0
394,77.0
395,2283.0
396,3370.0
397,16.0
398,8110.0
399,35.0
400,0.0
401,8.0
402,1878.0
403,27.0
404,14.0
405,0.0
406,0.0
407,0.0
408,8.0
409,10004.0
410,223.0
411,2520.0
412,0.0
413,210.0
414,3744.0
415,1.0
416,1.0
417,1.0
418,43.0
419,167.0
420,34.0
421,149.0
422,119.0
423,0.0
424,0.0
425,258.0
426,2787.0
427,10.0
428,14.0
429,14.0
430,83.0
431,0.0
432,1815.0
433,315.0
434,3132.0
435,0.0
436,18.0
437,1232.0
438,261.0
439,249.0
440,423.0
441,419.0
442,1898.0
443,287.0
444,97.0
445,194.0
446,192.0
447,167.0
448,13.0
449,162.0
450,1017.0
451,964.0
452,1.0
453,112.0
454,2.0
455,881.0
456,97.0
457,488.0
458,2835.0
459,10560.0
460,52.0
461,79.0
462,78.0
463,7.0
464,6.0
465,1699.0
466,373.0
467,6976.0
468,0.0
469,2664.0
470,65.0
471,699.0
472,22.0
473,1.0
474,604.0
475,204.0
476,3421.0
477,421.0
478,417.0
479,5.0
480,5.0
481,172.0
482,2378.0
483,28.0
484,20.0
485,22.0
486,8.0
487,109.0
488,1465.0
489,286.0
490,1.0
491,389.0
492,175.0
493,293.0
494,729.0
495,2206.0
496,1.0
497,2163.0
498,9397.0
499,75.0
500,17.0
501,47.0
502,722.0
503,863.0
504,2.0
505,352.0
506,40.0
507,5.0
508,7.0
509,9.0
510,270.0
511,21.0
512,168.0
513,186.0
514,149.0
515,86.0
516,1.0
517,0.0
518,0.0
519,5.0
520,20.0
521,15530.0
522,0.0
523,0.0
524,1185.0
525,1487.0
526,7.0
527,5.0
528,35.0
529,18.0
530,9215.0
531,599.0
532,4779.0
533,61.0
534,11.0
535,384.0
536,91.0
537,168.0
538,339.0
539,9063.0
540,22.0
541,0.0
542,325.0
543,335.0
544,7308.0
545,192.0
546,163.0
547,2.0
548,1226.0
549,1.0
550,370.0
551,4.0
552,206.0
553,201.0
554,11.0
555,0.0
556,897.0
557,96.0
558,1093.0
559,0.0
560,67.0
561,7069.0
562,137.0
563,176.0
564,8554.0
565,6947.0
566,29.0
567,7.0
568,667.0
569,1.0
570,0.0
571,1.0
572,0.0
573,136.0
574,11.0
575,54.0
576,240.0
577,25.0
578,119.0
579,4.0
580,38.0
581,28.0
582,9.0
583,6605.0
584,4.0
585,12.0
586,6.0
587,5.0
588,0.0
589,398.0
590,242.0
591,101.0
592,1.0
593,0.0
594,0.0
595,27.0
596,36.0
597,0.0
598,6.0
599,4130.0
600,3.0
601,0.0
602,202.0
603,11.0
604,10.0
605,99.0
606,0.0
607,97.0
608,0.0
609,0.0
610,6.0
611,3.0
612,53.0
613,40.0
614,186.0
615,279.0
616,275.0
617,2.0
618,262.0
619,1.0
620,7866.0
621,1.0
622,77.0
623,1.0
624,18.0
625,4.0
626,210.0
627,8.0
628,3.0
629,1025.0
630,1.0
631,7.0
632,0.0
633,496.0
634,0.0
635,30.0
636,6.0
637,75.0
638,0.0
639,11.0
640,12.0
641,16.0
642,8.0
643,1.0
644,1.0
645,170.0
646,86.0
647,86.0
648,85.0
649,4.0
650,4.0
651,2.0
652,1.0
653,0.0
654,6230.0
655,0.0
656,76.0
657,0.0
658,62.0
659,0.0
660,48.0
661,117.0
662,2696.0
663,66.0
664,0.0
665,84.0
666,2.0
667,839.0
668,190.0
669,9.0
670,2652.0
671,0.0
672,756.0
673,0.0
674,8543.0
675,0.0
676,767.0
677,3.0
678,77.0
679,2.0
680,534.0
681,1.0
682,4253.0
683,451.0
684,440.0
685,47.0
686,19815.0
687,7259.0
688,0.0
689,0.0
690,291.0
691,288.0
692,4.0
693,2395.0
694,0.0
695,21.0
696,5569.0
697,1.0
698,6.0
699,5.0
700,359.0
701,4026.0
702,16.0
703,183.0
704,299.0
705,266.0
706,1.0
707,119.0
708,121.0
709,2142.0
710,137.0
711,95.0
712,213.0
713,49.0
714,108.0
715,1.0
716,0.0
717,7.0
718,671.0
719,105.0
720,77.0
721,25.0
722,566.0
723,259.0
724,2.0
725,18.0
726,249.0
727,17.0
728,0.0
729,42.0
730,1.0
731,1.0
732,0.0
733,6.0
734,6.0
735,167.0
736,124.0
737,60.0
738,84.0
739,20.0
740,95.0
741,91.0
742,77.0
743,86.0
744,74.0
745,8.0
746,92.0
747,57.0
748,1770.0
749,1.0
750,194.0
751,13.0
752,13.0
753,13.0
754,184.0
755,0.0
756,122.0
757,131.0
758,129.0
759,99.0
760,98.0
761,95.0
762,271.0
763,1.0
764,10.0
765,3.0
766,37.0
767,30.0
768,2.0
769,4.0
770,1.0
771,8.0
772,2526.0
773,0.0
774,9.0
775,23.0
776,1.0
777,2752.0
778,0.0
779,4.0
780,4699.0
781,2.0
782,7.0
783,0.0
784,2666.0
785,2659.0
786,0.0
787,24.0
788,0.0
789,661.0
790,2.0
791,3175.0
792,7.0
793,2314.0
794,2587.0
795,22.0
796,4533.0
797,0.0
798,9662.0
799,62.0
800,20.0
801,38.0
802,24.0
803,807.0
804,2415.0
805,6.0
806,792.0
807,5.0
808,1092.0
809,152.0
810,1891.0
811,20.0
812,24.0
813,0.0
814,5.0
815,2.0
816,1.0
817,3.0
818,13.0
819,6894.0
820,654.0
821,1817.0
822,0.0
823,64.0
824,1589.0
825,2506.0
826,385.0
827,1966.0
828,1964.0
829,1645.0
830,317.0
831,0.0
832,4182.0
833,310.0
834,664.0
835,204.0
836,292.0
837,233.0
838,11558.0
839,0.0
840,1.0
841,2.0
842,151.0
843,80.0
844,76.0
845,46.0
846,74.0
847,1.0
848,462.0
849,342.0
850,291.0
851,209.0
852,4.0
853,0.0
854,0.0
855,1.0
856,282.0
857,134.0
858,8730.0
859,169.0
860,1.0
861,76.0
862,218.0
863,28697.0
864,5.0
865,1310.0
866,0.0
867,4897.0
868,48.0
869,2.0
870,58.0
871,3.0
872,1.0
873,38.0
874,4.0
875,7.0
876,21.0
877,5.0
878,20091.0
879,93.0
880,2.0
881,1.0
882,1.0
883,1.0
884,40.0
885,2.0
886,0.0
887,2.0
888,1502.0
889,69.0
890,1569.0
891,24268.0
892,14.0
893,2968.0
894,44.0
895,15.0
896,1078.0
897,9.0
898,24.0
899,20.0
900,400.0
901,1.0
902,22.0
903,15.0
904,5.0
905,25.0
906,2.0
907,654.0
908,61.0
909,604.0
910,5.0
911,3.0
912,833.0
913,1.0
914,773.0
915,215.0
916,1.0
917,130.0
918,92.0
919,0.0
920,4330.0
921,7.0
922,139.0
923,1125.0
924,664.0
925,0.0
926,229.0
927,0.0
928,962.0
929,4.0
930,185.0
931,4169.0
932,21.0
933,1034.0
934,0.0
935,147.0
936,650.0
937,2.0
938,3.0
939,9.0
940,3.0
941,3.0
942,19.0
943,70.0
944,0.0
945,50.0
946,31.0
947,0.0
948,2372.0
949,0.0
950,980.0
951,122.0
952,369.0
953,5.0
954,4.0
955,382.0
956,2.0
957,11.0
958,10.0
959,9.0
960,24.0
961,1.0
962,0.0
963,23.0
