issue_number,resolution_time
1,NA
2,1445.0
3,90.0
4,22.0
5,0.0
6,241.0
7,5075.0
8,6574.0
9,5062.0
10,NA
11,212.0
12,5317.0
13,0.0
14,0.0
15,423.0
16,145.0
17,97.0
18,4924.0
19,374.0
20,63.0
21,4901.0
22,NA
23,508.0
24,4905.0
25,505.0
26,2367.0
27,932.0
28,NA
29,4739.0
30,72.0
31,4848.0
32,90.0
33,53.0
34,129.0
35,62.0
36,4581.0
37,7.0
38,317.0
39,0.0
40,15.0
41,2471.0
42,407.0
43,45.0
44,44.0
45,14.0
46,58.0
47,744.0
48,19.0
49,13.0
50,1086.0
51,147.0
52,0.0
54,88.0
55,18.0
56,3763.0
57,119.0
58,3706.0
59,3988.0
60,93.0
61,246.0
62,3980.0
63,NA
64,42.0
65,355.0
66,354.0
67,124.0
68,104.0
69,3827.0
70,3.0
71,36.0
72,3903.0
73,3903.0
74,3903.0
75,23.0
76,0.0
77,242.0
78,9.0
79,9.0
80,89.0
81,71.0
82,56.0
83,56.0
84,97.0
85,3749.0
86,3587.0
87,4.0
88,0.0
89,3245.0
90,309.0
91,1.0
92,3496.0
93,1716.0
94,258.0
95,1671.0
96,588.0
97,154.0
98,3274.0
99,51.0
100,97.0
101,42.0
102,11.0
103,6.0
104,386.0
105,0.0
106,NA
107,355.0
108,32.0
109,31.0
110,1491.0
111,1.0
112,NA
113,1226.0
114,149.0
115,2681.0
116,2669.0
117,443.0
118,2904.0
119,3449.0
120,19.0
121,251.0
122,0.0
123,2942.0
124,2741.0
125,58.0
126,9.0
127,3124.0
128,2545.0
129,20.0
130,715.0
131,1591.0
