issue_number,resolution_time
1,2565.0
2,167.0
3,2566.0
4,17.0
5,11.0
6,134.0
7,135.0
8,9.0
9,11.0
10,0.0
11,0.0
12,3.0
13,10.0
14,8.0
15,6.0
16,0.0
17,0.0
18,2394.0
19,13.0
20,8.0
21,6.0
22,9.0
23,11.0
24,2.0
25,0.0
26,2203.0
27,0.0
28,0.0
29,0.0
30,1.0
31,1.0
32,22.0
33,1.0
34,0.0
35,226.0
36,222.0
37,550.0
38,187.0
39,186.0
40,95.0
41,77.0
42,178.0
43,57.0
44,176.0
45,173.0
46,3108.0
47,29.0
48,0.0
49,98.0
50,87.0
51,29.0
52,29.0
53,27.0
54,21.0
55,6.0
56,7.0
57,3.0
58,3347.0
59,7348.0
60,25.0
61,1756.0
62,12.0
63,106.0
64,1.0
65,1.0
66,0.0
67,4.0
68,25.0
69,11.0
70,6103.0
71,10.0
72,3376.0
73,93.0
74,112.0
75,6025.0
76,1041.0
77,4611.0
78,1.0
79,258.0
80,104.0
81,1727.0
82,37.0
83,167.0
84,4.0
85,3.0
86,161.0
87,487.0
88,1696.0
89,21.0
90,219.0
91,5.0
92,840.0
93,11.0
94,801.0
95,1.0
96,4.0
97,6.0
98,29.0
99,763.0
100,668.0
101,1059.0
102,634.0
103,53.0
104,969.0
105,4.0
106,534.0
107,912.0
108,15763.0
109,878.0
110,865.0
111,438.0
112,16.0
113,0.0
114,3987.0
115,746.0
116,727.0
117,2349.0
118,391.0
119,0.0
120,197.0
121,663.0
122,90.0
123,575.0
124,3548.0
125,2429.0
126,526.0
127,NA
128,3.0
129,406.0
130,0.0
131,397.0
132,2.0
133,1.0
134,97.0
135,2.0
136,11.0
137,2.0
138,313.0
139,17.0
140,1.0
141,200.0
142,196.0
143,194.0
144,145.0
145,95.0
146,10.0
147,76.0
148,85.0
149,0.0
150,6.0
151,4.0
152,3.0
153,3262.0
154,194.0
155,2879.0
156,59.0
157,2878.0
158,2855.0
159,344.0
160,49.0
161,3.0
162,266.0
163,257.0
164,126.0
165,257.0
166,281.0
167,281.0
168,281.0
169,281.0
170,20.0
171,20.0
172,4.0
173,0.0
174,13.0
175,126.0
176,2.0
177,115.0
178,9.0
179,242.0
180,864.0
181,1.0
182,2758.0
183,164.0
184,13.0
185,7.0
186,8.0
187,3.0
188,3001.0
189,5.0
190,2847.0
191,76.0
192,2436.0
193,23.0
194,6.0
195,9.0
196,430.0
197,818.0
198,138.0
199,69.0
200,54.0
201,993.0
202,105.0
203,126.0
204,120.0
205,216.0
206,886.0
207,34.0
208,826.0
