Issue#,,
21,,
64,feedback,
78,,
106,,
22,,
182,,
185,PR,
121,,
250,,
22,,
256,,
269,,
296,,
7,technical ,
243,,
333,,
337,,
377,,
375,,
179,,
179,,
423,,
179,,
370,,
400,technical ,
447,,
448,,
450,,
440,,
447,contribution,
467,,
22,,
328,,
403,,
493,PR,
497,,
197,,
570,,
576,,
579,,
584,,
588,,
587,,
121,technical ,
609,,
613,,
613,,
613,,
624,,
624,,
613,,
613,,
613,,
642,feedback,
613,,
646,,
650,,
650,,
613,,
650,,
484,,
650,,
661,,
662,,
663,,
665,PR,
669,,
670,,
670,,
587,,
682,,
179,,
613,,
702,,
697,,
697,,
646,,
711,,
711,,
711,,
733,PR,
734,,
736,,
197,,
762,,
646,,
762,,
98,,
841,,
414,,
453,,
851,,
851,,
722,,
869,,
869,,
879,,
883,,
883,,
403,,
916,,
811,technical ,
959,,
1044,,
759,,
1080,worked on issue,
1083,gitter activity,
1098,,
1147,,
1057,,
1178,,
1181,,
197,,
1215,,
642,,
1250,,
1250,,
1250,,
883,technical ,
1153,,
1286,,
1304,,
1307,,
1250,,
1141,,
1295,,
1069,,
1347,,
642,,
1142,,
1398,,
1398,,
723,PR,worked on issue
1492,,
1496,,
1640,,
1648,,
1649,,
1651,,
1681,,
1712,,
