Issue#,
296,future plans
3203,
3022,
1809,
3324,
3089,not clear
1664,
3393,
3325,
3448,
3067,
3523,
2589,
2577,
3708,
2338,
3857,
449,future plans
3192,
3232,
3232,
2491,
3164,
2577,
1003,future plans
1537,
1773,
3283,
4352,
2249,
4364,
3694,
3442,
2338,
2338,
3622,
4870,Github activity
4871,Github activity
4897,
4811,
4389,
4940,
560,
596,technical
2022,
4590,
5084,
5084,
5239,
5208,
5357,
442,contribution
5395,
5039,
5039,
392,
2242,
3101,
2709,
4992,
2340,
4448,
2474,
596,
4717,technical
5090,
5185,
2249,
4666,
4890,
2225,
4458,
2242,
2192,
5185,
5501,
6018,
5332,
3215,
3215,
5675,
5304,
5039,
2242,
3507,
592,
6080,future plans
3866,
3150,
5595,
247,technical
2242,
5285,
6838,
1007,technical
6958,
6615,
5039,
5039,
4881,
4881,
4881,
5090,
6974,
7204,
486,
7330,
7330,
1664,
1564,
2341,
6012,
7204,
7233,
7233,
5695,
7148,
7130,
5090,
4612,
6627,
5039,
6725,
6541,
7426,
2338,
5156,
339,
7566,
5039,
7984,
4889,
7619,
7125,
6532,
1927,
6118,
1373,
6118,
4590,
2709,technical
2103,
6894,
7140,
2521,
5039,
8113,
3322,
8112,
1360,
4971,
2869,
842,technical
1373,
6118,
8701,
8695,
8701,
5611,
2568,
1544,
1564,
7247,
1564,
7481,
5683,
8910,
6118,
7932,
2076,
9042,
8476,
9163,
9123,
6532,
4889,
4889,
5453,
9398,
1551,
497,
2103,
9512,
9658,
4910,
9720,
5711,
8986,
9639,
10005,
9299,
5296,
3076,
8518,
5683,
10250,
8496,
6615,
3755,
1336,
6751,
1213,
10730,
9407,
2000,
10690,
4433,
2009,
11016,
11031,
11038,
9739,
1564,
11013,
10638,
1295,
11313,
5863,
8385,
10233,
11566,
11233,
4881,
9793,
1213,
6615,
4881,
12114,
2103,
12203,
1213,
12114,
9542,
9542,
12114,
4628,
12114,
12448,
12448,
12448,
1542,
4948,
12509,
11224,
12528,
12528,
12609,
12692,
12718,
10522,
11034,
12861,
6606,
11936,
8944,
12955,
12955,
13049,
13073,
13046,
2719,
9488,
12771,
12,
13347,
6496,
7657,
11956,
2361,
2709,
2361,
5453,
10727,
13976,
204,
7544,
5685,
1706,
14093,
8878,
12517,
12342,
14381,
202,
14551,
14555,
14570,
4130,
12531,
13500,
5579,
16,
9532,
13897,
12607,
13897,
3469,
14141,
7398,
8687,
9759,
14926,
3841,
12528,
7398,
1263,
15130,
7398,
5453,
7071,
15220,
15228,
1689,
4183,
15160,
7125,
14734,
7657,
212,
7657,
12948,
11559,
14529,
14116,
11117,
14733,
13723,
14600,
15872,
13922,
2589,
5453,
15486,
10717,
11127,
1213,
13570,
3469,
13557,
1394,
15104,
11100,technical
13288,
13829,
12795,
2246,
10178,
10620,
15983,
13288,
6579,
9127,
4183,
6496,
7657,
13618,
15160,
10509,
2983,
9235,
13778,
7398,
165,
16577,
12215,
16546,
16,
14936,
4183,
2225,
14833,
16593,
12424,
16593,
16,
16794,
15479,
11117,
11095,
16,
9879,
9976,
4130,
5453,
613,
12815,
10642,
17224,
15756,
17238,
10620,
6559,
10360,
6573,
7294,
16093,
5158,
5331,
6606,
6579,
17070,
8936,
17897,
1213,
14409,
12424,
12424,
15160,
7657,
12424,
14294,
12424,
7426,
12424,
11152,
18286,
16037,
13086,
6591,
11498,
4521,
6606,
17520,
12790,
18562,
19014,
18562,
13557,
13288,
13254,
6615,
13730,
3136,technical
10717,
1226,
9532,
15976,
15012,
11859,
16219,
11498,
6018,
6739,
11498,
19335,
19837,
18826,
5579,
16093,
20026,
4881,
20075,
14600,
20033,
5850,
18562,
7779,
18562,
10939,
17203,
20075,
3136,
12424,
17600,
9299,
2726,
